transcript_id	gene_id	transcript_biotype	gene_name
ENSRNOT00000101057	ENSRNOG00000000322	protein_coding	Atg5
ENSRNOT00000080283	ENSRNOG00000000322	protein_coding	Atg5
ENSRNOT00000057078	ENSRNOG00000000322	protein_coding	Atg5
ENSRNOT00000081456	ENSRNOG00000030630	protein_coding	Ehmt2
ENSRNOT00000085701	ENSRNOG00000030630	protein_coding	Ehmt2
ENSRNOT00000047370	ENSRNOG00000030630	protein_coding	Ehmt2
ENSRNOT00000080773	ENSRNOG00000000392	protein_coding	Supv3l1
ENSRNOT00000074404	ENSRNOG00000048682	protein_coding	Zwint
ENSRNOT00000100712	ENSRNOG00000048682	protein_coding	Zwint
ENSRNOT00000084117	ENSRNOG00000000463	protein_coding	Col11a2
ENSRNOT00000104091	ENSRNOG00000000463	protein_coding	Col11a2
ENSRNOT00000107648	ENSRNOG00000000463	protein_coding	Col11a2
ENSRNOT00000112730	ENSRNOG00000000463	protein_coding	Col11a2
ENSRNOT00000115128	ENSRNOG00000000463	protein_coding	Col11a2
ENSRNOT00000120229	ENSRNOG00000000463	protein_coding	Col11a2
ENSRNOT00000045533	ENSRNOG00000000463	protein_coding	Col11a2
ENSRNOT00000085547	ENSRNOG00000000463	protein_coding	Col11a2
ENSRNOT00000092329	ENSRNOG00000000463	protein_coding	Col11a2
ENSRNOT00000000753	ENSRNOG00000000613	protein_coding	Tfam
ENSRNOT00000065044	ENSRNOG00000051235	protein_coding	Cfb
ENSRNOT00000060607	ENSRNOG00000051235	protein_coding	Cfb
ENSRNOT00000092698	ENSRNOG00000051235	protein_coding	Cfb
ENSRNOT00000075928	ENSRNOG00000051235	protein_coding	Cfb
ENSRNOT00000000477	ENSRNOG00000051235	protein_coding	Cfb
ENSRNOT00000104630	ENSRNOG00000061544	protein_coding	Spock2
ENSRNOT00000099193	ENSRNOG00000061544	protein_coding	Spock2
ENSRNOT00000089059	ENSRNOG00000061544	protein_coding	Spock2
ENSRNOT00000109516	ENSRNOG00000061544	protein_coding	Spock2
ENSRNOT00000041613	ENSRNOG00000000464	protein_coding	Rxrb
ENSRNOT00000118105	ENSRNOG00000000464	protein_coding	Rxrb
ENSRNOT00000000541	ENSRNOG00000000465	protein_coding	Slc39a7
ENSRNOT00000001766	ENSRNOG00000001304	protein_coding	Bcr
ENSRNOT00000102298	ENSRNOG00000001304	protein_coding	Bcr
ENSRNOT00000077357	ENSRNOG00000000466	protein_coding	Hsd17b8
ENSRNOT00000081486	ENSRNOG00000000466	protein_coding	Hsd17b8
ENSRNOT00000081085	ENSRNOG00000000467	protein_coding	Ring1
ENSRNOT00000000543	ENSRNOG00000000467	protein_coding	Ring1
ENSRNOT00000004499	ENSRNOG00000003281	protein_coding	Mcm9
ENSRNOT00000000675	ENSRNOG00000000559	protein_coding	Npffr1
ENSRNOT00000115618	ENSRNOG00000000559	protein_coding	Npffr1
ENSRNOT00000115726	ENSRNOG00000038258	protein_coding	Upb1
ENSRNOT00000058237	ENSRNOG00000038258	protein_coding	Upb1
ENSRNOT00000106652	ENSRNOG00000038258	protein_coding	Upb1
ENSRNOT00000080444	ENSRNOG00000000406	protein_coding	Ros1
ENSRNOT00000000459	ENSRNOG00000000406	protein_coding	Ros1
ENSRNOT00000000635	ENSRNOG00000000527	protein_coding	Mtch1
ENSRNOT00000093172	ENSRNOG00000000527	protein_coding	Mtch1
ENSRNOT00000000471	ENSRNOG00000000415	protein_coding	Asf1a
ENSRNOT00000093209	ENSRNOG00000000525	protein_coding	Pi16
ENSRNOT00000000632	ENSRNOG00000000525	protein_coding	Pi16
ENSRNOT00000001051	ENSRNOG00000000802	protein_coding	Tbc1d32
ENSRNOT00000110640	ENSRNOG00000000522	protein_coding	Cpne5
ENSRNOT00000000629	ENSRNOG00000000522	protein_coding	Cpne5
ENSRNOT00000101285	ENSRNOG00000000522	protein_coding	Cpne5
ENSRNOT00000108791	ENSRNOG00000000522	protein_coding	Cpne5
ENSRNOT00000107087	ENSRNOG00000000470	protein_coding	Vps52
ENSRNOT00000096948	ENSRNOG00000000470	protein_coding	Vps52
ENSRNOT00000000549	ENSRNOG00000000470	protein_coding	Vps52
ENSRNOT00000000478	ENSRNOG00000000420	protein_coding	Nelfe
ENSRNOT00000105589	ENSRNOG00000069916	protein_coding	Mrln
ENSRNOT00000100943	ENSRNOG00000069916	protein_coding	Mrln
ENSRNOT00000094839	ENSRNOG00000069916	protein_coding	Mrln
ENSRNOT00000097050	ENSRNOG00000069916	protein_coding	Mrln
ENSRNOT00000102575	ENSRNOG00000000421	protein_coding	Skic2
ENSRNOT00000000481	ENSRNOG00000000421	protein_coding	Skic2
ENSRNOT00000032159	ENSRNOG00000024019	protein_coding	Ccdc6
ENSRNOT00000000483	ENSRNOG00000000422	protein_coding	Dxo
ENSRNOT00000096572	ENSRNOG00000000422	protein_coding	Dxo
ENSRNOT00000108572	ENSRNOG00000000801	protein_coding	Msl3l2
ENSRNOT00000001050	ENSRNOG00000000801	protein_coding	Msl3l2
ENSRNOT00000092476	ENSRNOG00000000471	protein_coding	B3galt4
ENSRNOT00000000550	ENSRNOG00000000471	protein_coding	B3galt4
ENSRNOT00000032257	ENSRNOG00000028386	protein_coding	RGD1564162
ENSRNOT00000107214	ENSRNOG00000028386	protein_coding	RGD1564162
ENSRNOT00000031472	ENSRNOG00000028356	protein_coding	Chchd10
ENSRNOT00000031400	ENSRNOG00000028344	protein_coding	Mmp11
ENSRNOT00000087725	ENSRNOG00000028344	protein_coding	Mmp11
ENSRNOT00000066266	ENSRNOG00000001159	protein_coding	Tff3
ENSRNOT00000001537	ENSRNOG00000001162	protein_coding	Tff2
ENSRNOT00000001538	ENSRNOG00000001164	protein_coding	Tff1
ENSRNOT00000048218	ENSRNOG00000001276	protein_coding	Pcnt
ENSRNOT00000097925	ENSRNOG00000001276	protein_coding	Pcnt
ENSRNOT00000090831	ENSRNOG00000001055	protein_coding	Rilpl1
ENSRNOT00000115532	ENSRNOG00000001055	protein_coding	Rilpl1
ENSRNOT00000098666	ENSRNOG00000001055	protein_coding	Rilpl1
ENSRNOT00000001401	ENSRNOG00000001055	protein_coding	Rilpl1
ENSRNOT00000099078	ENSRNOG00000001055	protein_coding	Rilpl1
ENSRNOT00000096609	ENSRNOG00000001060	protein_coding	Snrnp35
ENSRNOT00000107175	ENSRNOG00000001060	protein_coding	Snrnp35
ENSRNOT00000116319	ENSRNOG00000001060	protein_coding	Snrnp35
ENSRNOT00000001402	ENSRNOG00000001060	protein_coding	Snrnp35
ENSRNOT00000110392	ENSRNOG00000000981	protein_coding	Scarb1
ENSRNOT00000064276	ENSRNOG00000000981	protein_coding	Scarb1
ENSRNOT00000001299	ENSRNOG00000000981	protein_coding	Scarb1
ENSRNOT00000001301	ENSRNOG00000000981	protein_coding	Scarb1
ENSRNOT00000074936	ENSRNOG00000045574	protein_coding	Morn3
ENSRNOT00000103903	ENSRNOG00000045574	protein_coding	Morn3
ENSRNOT00000001806	ENSRNOG00000001336	protein_coding	Orai1
ENSRNOT00000116702	ENSRNOG00000001337	protein_coding	Setd1b
ENSRNOT00000105357	ENSRNOG00000001337	protein_coding	Setd1b
ENSRNOT00000001807	ENSRNOG00000001337	protein_coding	Setd1b
ENSRNOT00000011499	ENSRNOG00000008673	protein_coding	Arpc3
ENSRNOT00000099673	ENSRNOG00000008673	protein_coding	Arpc3
ENSRNOT00000108586	ENSRNOG00000008673	protein_coding	Arpc3
ENSRNOT00000094475	ENSRNOG00000025702	protein_coding	Kdm2b
ENSRNOT00000107393	ENSRNOG00000025702	protein_coding	Kdm2b
ENSRNOT00000106205	ENSRNOG00000025702	protein_coding	Kdm2b
ENSRNOT00000044071	ENSRNOG00000025702	protein_coding	Kdm2b
ENSRNOT00000119628	ENSRNOG00000025702	protein_coding	Kdm2b
ENSRNOT00000103449	ENSRNOG00000001331	protein_coding	Rnf34
ENSRNOT00000001799	ENSRNOG00000001331	protein_coding	Rnf34
ENSRNOT00000057788	ENSRNOG00000001238	protein_coding	Rsrc2
ENSRNOT00000102235	ENSRNOG00000001238	protein_coding	Rsrc2
ENSRNOT00000087905	ENSRNOG00000001238	protein_coding	Rsrc2
ENSRNOT00000030604	ENSRNOG00000028523	protein_coding	Tctn1
ENSRNOT00000001712	ENSRNOG00000001270	protein_coding	Hvcn1
ENSRNOT00000001794	ENSRNOG00000001316	protein_coding	Anapc5
ENSRNOT00000094951	ENSRNOG00000001316	protein_coding	Anapc5
ENSRNOT00000119390	ENSRNOG00000063517	protein_coding	Rflna
ENSRNOT00000001809	ENSRNOG00000001338	protein_coding	Hpd
ENSRNOT00000120179	ENSRNOG00000001338	protein_coding	Hpd
ENSRNOT00000034951	ENSRNOG00000025936	protein_coding	Rpl6
ENSRNOT00000064390	ENSRNOG00000042607	protein_coding	Rhof
ENSRNOT00000001844	ENSRNOG00000001368	protein_coding	Rph3a
ENSRNOT00000106706	ENSRNOG00000001368	protein_coding	Rph3a
ENSRNOT00000119612	ENSRNOG00000001368	protein_coding	Rph3a
ENSRNOT00000001722	ENSRNOG00000001278	protein_coding	Gpn3
ENSRNOT00000096380	ENSRNOG00000001278	protein_coding	Gpn3
ENSRNOT00000074517	ENSRNOG00000048050	protein_coding	Tmem120b
ENSRNOT00000098777	ENSRNOG00000048050	protein_coding	Tmem120b
ENSRNOT00000115848	ENSRNOG00000048050	protein_coding	Tmem120b
ENSRNOT00000050398	ENSRNOG00000031731	protein_coding	Fam216a
ENSRNOT00000099825	ENSRNOG00000001274	protein_coding	Vps29
ENSRNOT00000116545	ENSRNOG00000001274	protein_coding	Vps29
ENSRNOT00000088905	ENSRNOG00000001274	protein_coding	Vps29
ENSRNOT00000078683	ENSRNOG00000001274	protein_coding	Vps29
ENSRNOT00000001717	ENSRNOG00000001274	protein_coding	Vps29
ENSRNOT00000048454	ENSRNOG00000021480	protein_coding	Rad9b
ENSRNOT00000119588	ENSRNOG00000021480	protein_coding	Rad9b
ENSRNOT00000094134	ENSRNOG00000021480	protein_coding	Rad9b
ENSRNOT00000036137	ENSRNOG00000021440	protein_coding	Pptc7
ENSRNOT00000078761	ENSRNOG00000001269	protein_coding	Ppp1cc
ENSRNOT00000048851	ENSRNOG00000001269	protein_coding	Ppp1cc
ENSRNOT00000083296	ENSRNOG00000001269	protein_coding	Ppp1cc
ENSRNOT00000120201	ENSRNOG00000001269	protein_coding	Ppp1cc
ENSRNOT00000118479	ENSRNOG00000001269	protein_coding	Ppp1cc
ENSRNOT00000094425	ENSRNOG00000001269	protein_coding	Ppp1cc
ENSRNOT00000119439	ENSRNOG00000001269	protein_coding	Ppp1cc
ENSRNOT00000001697	ENSRNOG00000001259	protein_coding	Cux2
ENSRNOT00000119110	ENSRNOG00000034266	protein_coding	Ccdc63
ENSRNOT00000046604	ENSRNOG00000034266	protein_coding	Ccdc63
ENSRNOT00000109106	ENSRNOG00000030848	protein_coding	Myl2
ENSRNOT00000050368	ENSRNOG00000030848	protein_coding	Myl2
ENSRNOT00000095667	ENSRNOG00000030848	protein_coding	Myl2
ENSRNOT00000099110	ENSRNOG00000030848	protein_coding	Myl2
ENSRNOT00000001817	ENSRNOG00000001345	protein_coding	Mapkapk5
ENSRNOT00000065314	ENSRNOG00000001345	protein_coding	Mapkapk5
ENSRNOT00000001882	ENSRNOG00000001391	protein_coding	Sdsl
ENSRNOT00000024347	ENSRNOG00000001285	protein_coding	Atp2a2
ENSRNOT00000001738	ENSRNOG00000001285	protein_coding	Atp2a2
ENSRNOT00000105793	ENSRNOG00000063614	protein_coding	Vom2r61
ENSRNOT00000112151	ENSRNOG00000063012	protein_coding	Pilrb-ps7
ENSRNOT00000104465	ENSRNOG00000027480	protein_coding	Tmem116
ENSRNOT00000067503	ENSRNOG00000027480	protein_coding	Tmem116
ENSRNOT00000114714	ENSRNOG00000027480	protein_coding	Tmem116
ENSRNOT00000110386	ENSRNOG00000027028	protein_coding	Lamtor4
ENSRNOT00000029279	ENSRNOG00000027028	protein_coding	Lamtor4
ENSRNOT00000117231	ENSRNOG00000027028	protein_coding	Lamtor4
ENSRNOT00000057396	ENSRNOG00000037801	protein_coding	Adam1b
ENSRNOT00000001822	ENSRNOG00000001348	protein_coding	Erp29
ENSRNOT00000085853	ENSRNOG00000039214	protein_coding	Trappc14
ENSRNOT00000060020	ENSRNOG00000039214	protein_coding	Trappc14
ENSRNOT00000048984	ENSRNOG00000001350	protein_coding	Naa25
ENSRNOT00000080418	ENSRNOG00000001350	protein_coding	Naa25
ENSRNOT00000001855	ENSRNOG00000001375	protein_coding	Gal3st4
ENSRNOT00000082200	ENSRNOG00000039282	protein_coding	MGC112692
ENSRNOT00000095872	ENSRNOG00000067686	protein_coding	Vom2r63
ENSRNOT00000074970	ENSRNOG00000069537	protein_coding	RGD1562525
ENSRNOT00000100826	ENSRNOG00000001329	protein_coding	Gjc3
ENSRNOT00000104293	ENSRNOG00000001329	protein_coding	Gjc3
ENSRNOT00000101441	ENSRNOG00000001329	protein_coding	Gjc3
ENSRNOT00000100945	ENSRNOG00000001329	protein_coding	Gjc3
ENSRNOT00000117008	ENSRNOG00000001329	protein_coding	Gjc3
ENSRNOT00000001797	ENSRNOG00000001329	protein_coding	Gjc3
ENSRNOT00000102149	ENSRNOG00000001333	protein_coding	Azgp1
ENSRNOT00000001801	ENSRNOG00000001333	protein_coding	Azgp1
ENSRNOT00000096300	ENSRNOG00000001333	protein_coding	Azgp1
ENSRNOT00000102540	ENSRNOG00000066264	protein_coding	RGD1563400
ENSRNOT00000094913	ENSRNOG00000066264	protein_coding	RGD1563400
ENSRNOT00000102474	ENSRNOG00000001247	protein_coding	Clip1
ENSRNOT00000096011	ENSRNOG00000001247	protein_coding	Clip1
ENSRNOT00000110644	ENSRNOG00000001247	protein_coding	Clip1
ENSRNOT00000098458	ENSRNOG00000001247	protein_coding	Clip1
ENSRNOT00000105301	ENSRNOG00000001247	protein_coding	Clip1
ENSRNOT00000105680	ENSRNOG00000001247	protein_coding	Clip1
ENSRNOT00000001685	ENSRNOG00000001247	protein_coding	Clip1
ENSRNOT00000078530	ENSRNOG00000001247	protein_coding	Clip1
ENSRNOT00000083261	ENSRNOG00000001247	protein_coding	Clip1
ENSRNOT00000088002	ENSRNOG00000001247	protein_coding	Clip1
ENSRNOT00000094195	ENSRNOG00000066614	protein_coding	LOC102554231
ENSRNOT00000075641	ENSRNOG00000066614	protein_coding	LOC102554231
ENSRNOT00000103312	ENSRNOG00000066614	protein_coding	LOC102554231
ENSRNOT00000082889	ENSRNOG00000066614	protein_coding	LOC102554231
ENSRNOT00000112822	ENSRNOG00000066614	protein_coding	LOC102554231
ENSRNOT00000074057	ENSRNOG00000066614	protein_coding	LOC102554231
ENSRNOT00000100519	ENSRNOG00000066614	protein_coding	LOC102554231
ENSRNOT00000046100	ENSRNOG00000028965	protein_coding	LOC120095898
ENSRNOT00000109815	ENSRNOG00000062779	protein_coding	Pilra
ENSRNOT00000116295	ENSRNOG00000062779	protein_coding	Pilra
ENSRNOT00000081310	ENSRNOG00000051906	protein_coding	Pvrig
ENSRNOT00000117241	ENSRNOG00000064916	protein_coding	Vom2r64
ENSRNOT00000105559	ENSRNOG00000064916	protein_coding	Vom2r64
ENSRNOT00000001871	ENSRNOG00000001387	protein_coding	Mepce
ENSRNOT00000118451	ENSRNOG00000070325	protein_coding	Vom2r62
ENSRNOT00000105126	ENSRNOG00000050805	protein_coding	Tsc22d4
ENSRNOT00000082910	ENSRNOG00000050805	protein_coding	Tsc22d4
ENSRNOT00000001869	ENSRNOG00000050805	protein_coding	Tsc22d4
ENSRNOT00000039280	ENSRNOG00000050805	protein_coding	Tsc22d4
ENSRNOT00000059592	ENSRNOG00000050805	protein_coding	Tsc22d4
ENSRNOT00000046323	ENSRNOG00000030124	protein_coding	Ptpn11
ENSRNOT00000117481	ENSRNOG00000030124	protein_coding	Ptpn11
ENSRNOT00000074974	ENSRNOG00000050848	protein_coding	Dtx1
ENSRNOT00000110916	ENSRNOG00000050848	protein_coding	Dtx1
ENSRNOT00000001856	ENSRNOG00000001374	protein_coding	Rasal1
ENSRNOT00000077711	ENSRNOG00000001404	protein_coding	Agfg2
ENSRNOT00000064572	ENSRNOG00000001404	protein_coding	Agfg2
ENSRNOT00000119953	ENSRNOG00000001404	protein_coding	Agfg2
ENSRNOT00000100923	ENSRNOG00000001404	protein_coding	Agfg2
ENSRNOT00000095389	ENSRNOG00000001404	protein_coding	Agfg2
ENSRNOT00000096369	ENSRNOG00000064009	protein_coding	LOC102556092
ENSRNOT00000032739	ENSRNOG00000021691	protein_coding	Ccdc92
ENSRNOT00000100997	ENSRNOG00000021691	protein_coding	Ccdc92
ENSRNOT00000098227	ENSRNOG00000063284	protein_coding	RGD1560281
ENSRNOT00000120002	ENSRNOG00000063284	protein_coding	RGD1560281
ENSRNOT00000090081	ENSRNOG00000063284	protein_coding	RGD1560281
ENSRNOT00000095381	ENSRNOG00000063284	protein_coding	RGD1560281
ENSRNOT00000115165	ENSRNOG00000063533	protein_coding	LOC120095906
ENSRNOT00000108719	ENSRNOG00000063533	protein_coding	LOC120095906
ENSRNOT00000103657	ENSRNOG00000063533	protein_coding	LOC120095906
ENSRNOT00000101564	ENSRNOG00000063533	protein_coding	LOC120095906
ENSRNOT00000105699	ENSRNOG00000063533	protein_coding	LOC120095906
ENSRNOT00000106704	ENSRNOG00000052704	protein_coding	Dnah10
ENSRNOT00000108577	ENSRNOG00000052704	protein_coding	Dnah10
ENSRNOT00000106066	ENSRNOG00000052704	protein_coding	Dnah10
ENSRNOT00000087698	ENSRNOG00000052704	protein_coding	Dnah10
ENSRNOT00000083401	ENSRNOG00000052704	protein_coding	Dnah10
ENSRNOT00000084553	ENSRNOG00000052704	protein_coding	Dnah10
ENSRNOT00000110165	ENSRNOG00000052704	protein_coding	Dnah10
ENSRNOT00000036416	ENSRNOG00000070677	protein_coding	Pilrb
ENSRNOT00000107849	ENSRNOG00000070677	protein_coding	Pilrb
ENSRNOT00000068118	ENSRNOG00000070677	protein_coding	Pilrb
ENSRNOT00000099575	ENSRNOG00000063820	protein_coding	LOC681182
ENSRNOT00000091323	ENSRNOG00000069357	protein_coding	RGD1561730
ENSRNOT00000071325	ENSRNOG00000048487	protein_coding	Slc12a9
ENSRNOT00000073757	ENSRNOG00000048487	protein_coding	Slc12a9
ENSRNOT00000076829	ENSRNOG00000048487	protein_coding	Slc12a9
ENSRNOT00000030583	ENSRNOG00000028198	protein_coding	Sh2b3
ENSRNOT00000116476	ENSRNOG00000048580	protein_coding	Trip6
ENSRNOT00000077058	ENSRNOG00000048580	protein_coding	Trip6
ENSRNOT00000076244	ENSRNOG00000048580	protein_coding	Trip6
ENSRNOT00000072838	ENSRNOG00000048580	protein_coding	Trip6
ENSRNOT00000001874	ENSRNOG00000001389	protein_coding	Irs3
ENSRNOT00000001691	ENSRNOG00000001256	protein_coding	Atxn2
ENSRNOT00000115534	ENSRNOG00000001256	protein_coding	Atxn2
ENSRNOT00000115112	ENSRNOG00000001256	protein_coding	Atxn2
ENSRNOT00000108093	ENSRNOG00000001256	protein_coding	Atxn2
ENSRNOT00000115724	ENSRNOG00000066351	protein_coding	Sap25
ENSRNOT00000097411	ENSRNOG00000001309	protein_coding	Camkk2
ENSRNOT00000109897	ENSRNOG00000001309	protein_coding	Camkk2
ENSRNOT00000117141	ENSRNOG00000001309	protein_coding	Camkk2
ENSRNOT00000001774	ENSRNOG00000001309	protein_coding	Camkk2
ENSRNOT00000094748	ENSRNOG00000001402	protein_coding	Lrch4
ENSRNOT00000001899	ENSRNOG00000001402	protein_coding	Lrch4
ENSRNOT00000097090	ENSRNOG00000001402	protein_coding	Lrch4
ENSRNOT00000098463	ENSRNOG00000001300	protein_coding	P2rx4
ENSRNOT00000001752	ENSRNOG00000001300	protein_coding	P2rx4
ENSRNOT00000102812	ENSRNOG00000001300	protein_coding	P2rx4
ENSRNOT00000110480	ENSRNOG00000001300	protein_coding	P2rx4
ENSRNOT00000038397	ENSRNOG00000024922	protein_coding	Fbxo24
ENSRNOT00000080775	ENSRNOG00000025001	protein_coding	Pcolce
ENSRNOT00000001894	ENSRNOG00000025001	protein_coding	Pcolce
ENSRNOT00000090343	ENSRNOG00000056889	protein_coding	Vps33a
ENSRNOT00000080785	ENSRNOG00000056889	protein_coding	Vps33a
ENSRNOT00000001890	ENSRNOG00000001396	protein_coding	Mospd3
ENSRNOT00000001905	ENSRNOG00000001407	protein_coding	Tfr2
ENSRNOT00000082895	ENSRNOG00000001407	protein_coding	Tfr2
ENSRNOT00000001368	ENSRNOG00000001035	protein_coding	Gtf2h3
ENSRNOT00000097451	ENSRNOG00000001035	protein_coding	Gtf2h3
ENSRNOT00000112340	ENSRNOG00000001035	protein_coding	Gtf2h3
ENSRNOT00000001729	ENSRNOG00000001283	protein_coding	Anapc7
ENSRNOT00000094793	ENSRNOG00000001283	protein_coding	Anapc7
ENSRNOT00000001910	ENSRNOG00000001408	protein_coding	Actl6b
ENSRNOT00000087817	ENSRNOG00000001408	protein_coding	Actl6b
ENSRNOT00000077380	ENSRNOG00000001039	protein_coding	Eif2b1
ENSRNOT00000092416	ENSRNOG00000001039	protein_coding	Eif2b1
ENSRNOT00000092699	ENSRNOG00000001039	protein_coding	Eif2b1
ENSRNOT00000072208	ENSRNOG00000045952	protein_coding	Ephb4
ENSRNOT00000101976	ENSRNOG00000045952	protein_coding	Ephb4
ENSRNOT00000118505	ENSRNOG00000045952	protein_coding	Ephb4
ENSRNOT00000113768	ENSRNOG00000001296	protein_coding	P2rx7
ENSRNOT00000079201	ENSRNOG00000001296	protein_coding	P2rx7
ENSRNOT00000119858	ENSRNOG00000001296	protein_coding	P2rx7
ENSRNOT00000100996	ENSRNOG00000001296	protein_coding	P2rx7
ENSRNOT00000001746	ENSRNOG00000001296	protein_coding	P2rx7
ENSRNOT00000114333	ENSRNOG00000001296	protein_coding	P2rx7
ENSRNOT00000039797	ENSRNOG00000050059	protein_coding	LOC100910497
ENSRNOT00000072653	ENSRNOG00000050059	protein_coding	LOC100910497
ENSRNOT00000001387	ENSRNOG00000001043	protein_coding	Ddx55
ENSRNOT00000094210	ENSRNOG00000001043	protein_coding	Ddx55
ENSRNOT00000065866	ENSRNOG00000052199	protein_coding	Zcwpw1
ENSRNOT00000071110	ENSRNOG00000052199	protein_coding	Zcwpw1
ENSRNOT00000043279	ENSRNOG00000069835	protein_coding	Oas1i
ENSRNOT00000034036	ENSRNOG00000024462	protein_coding	Oas1d
ENSRNOT00000001913	ENSRNOG00000025310	protein_coding	Pop7
ENSRNOT00000041741	ENSRNOG00000001369	protein_coding	Oas1a
ENSRNOT00000038426	ENSRNOG00000001369	protein_coding	Oas1a
ENSRNOT00000067176	ENSRNOG00000001369	protein_coding	Oas1a
ENSRNOT00000048450	ENSRNOG00000001369	protein_coding	Oas1a
ENSRNOT00000112137	ENSRNOG00000068186	protein_coding	Muc3a
ENSRNOT00000109195	ENSRNOG00000064228	protein_coding	Pilrb-ps6
ENSRNOT00000098960	ENSRNOG00000064228	protein_coding	Pilrb-ps6
ENSRNOT00000103398	ENSRNOG00000064228	protein_coding	Pilrb-ps6
ENSRNOT00000085747	ENSRNOG00000057769	protein_coding	Oas1h
ENSRNOT00000057258	ENSRNOG00000057769	protein_coding	Oas1h
ENSRNOT00000088023	ENSRNOG00000068922	protein_coding	Oas1f
ENSRNOT00000001916	ENSRNOG00000001414	protein_coding	Serpine1
ENSRNOT00000048782	ENSRNOG00000033220	protein_coding	Oas1f
ENSRNOT00000001853	ENSRNOG00000033220	protein_coding	Oas1f
ENSRNOT00000001914	ENSRNOG00000001412	protein_coding	Epo
ENSRNOT00000049622	ENSRNOG00000031726	protein_coding	Oas1e
ENSRNOT00000113858	ENSRNOG00000048277	protein_coding	Srrt
ENSRNOT00000074544	ENSRNOG00000048277	protein_coding	Srrt
ENSRNOT00000089392	ENSRNOG00000050841	protein_coding	Ache
ENSRNOT00000075504	ENSRNOG00000050841	protein_coding	Ache
ENSRNOT00000075234	ENSRNOG00000062846	protein_coding	Oas1k
ENSRNOT00000075317	ENSRNOG00000062846	protein_coding	Oas1k
ENSRNOT00000057266	ENSRNOG00000062846	protein_coding	Oas1k
ENSRNOT00000029041	ENSRNOG00000024641	protein_coding	Nyap1
ENSRNOT00000090867	ENSRNOG00000059207	protein_coding	Oas3
ENSRNOT00000072024	ENSRNOG00000049282	protein_coding	Oas2
ENSRNOT00000059451	ENSRNOG00000038896	protein_coding	Upk3bl1
ENSRNOT00000098471	ENSRNOG00000028206	protein_coding	Pheta1
ENSRNOT00000030600	ENSRNOG00000028206	protein_coding	Pheta1
ENSRNOT00000108435	ENSRNOG00000028206	protein_coding	Pheta1
ENSRNOT00000102813	ENSRNOG00000028206	protein_coding	Pheta1
ENSRNOT00000110926	ENSRNOG00000028206	protein_coding	Pheta1
ENSRNOT00000001883	ENSRNOG00000001392	protein_coding	Lhx5
ENSRNOT00000001893	ENSRNOG00000001399	protein_coding	Tbx5
ENSRNOT00000001872	ENSRNOG00000001385	protein_coding	Plbd2
ENSRNOT00000115261	ENSRNOG00000067638	protein_coding	Zan
ENSRNOT00000098130	ENSRNOG00000067638	protein_coding	Zan
ENSRNOT00000001876	ENSRNOG00000001388	protein_coding	Sds
ENSRNOT00000001875	ENSRNOG00000001388	protein_coding	Sds
ENSRNOT00000104886	ENSRNOG00000046497	protein_coding	Brap
ENSRNOT00000100924	ENSRNOG00000046497	protein_coding	Brap
ENSRNOT00000072481	ENSRNOG00000046497	protein_coding	Brap
ENSRNOT00000105270	ENSRNOG00000063866	protein_coding	LOC685157
ENSRNOT00000099715	ENSRNOG00000037815	protein_coding	Aldh2
ENSRNOT00000096999	ENSRNOG00000037815	protein_coding	Aldh2
ENSRNOT00000057435	ENSRNOG00000037815	protein_coding	Aldh2
ENSRNOT00000073125	ENSRNOG00000037815	protein_coding	Aldh2
ENSRNOT00000104824	ENSRNOG00000037815	protein_coding	Aldh2
ENSRNOT00000095373	ENSRNOG00000037815	protein_coding	Aldh2
ENSRNOT00000001816	ENSRNOG00000037815	protein_coding	Aldh2
ENSRNOT00000100577	ENSRNOG00000001409	protein_coding	Gnb2
ENSRNOT00000001911	ENSRNOG00000001409	protein_coding	Gnb2
ENSRNOT00000116394	ENSRNOG00000001409	protein_coding	Gnb2
ENSRNOT00000099940	ENSRNOG00000001409	protein_coding	Gnb2
ENSRNOT00000097367	ENSRNOG00000001409	protein_coding	Gnb2
ENSRNOT00000107655	ENSRNOG00000001070	protein_coding	Cdk2ap1
ENSRNOT00000001419	ENSRNOG00000001070	protein_coding	Cdk2ap1
ENSRNOT00000100788	ENSRNOG00000001070	protein_coding	Cdk2ap1
ENSRNOT00000077803	ENSRNOG00000001073	protein_coding	Mtrfr
ENSRNOT00000001912	ENSRNOG00000001410	protein_coding	Gigyf1
ENSRNOT00000049985	ENSRNOG00000001074	protein_coding	Mphosph9
ENSRNOT00000099626	ENSRNOG00000001074	protein_coding	Mphosph9
ENSRNOT00000086244	ENSRNOG00000001074	protein_coding	Mphosph9
ENSRNOT00000001935	ENSRNOG00000001425	protein_coding	Sh2b2
ENSRNOT00000102136	ENSRNOG00000001425	protein_coding	Sh2b2
ENSRNOT00000093990	ENSRNOG00000001425	protein_coding	Sh2b2
ENSRNOT00000001686	ENSRNOG00000001251	protein_coding	Grifin
ENSRNOT00000089378	ENSRNOG00000056407	protein_coding	Cfap73
ENSRNOT00000001953	ENSRNOG00000001435	protein_coding	Ssc4d
ENSRNOT00000098416	ENSRNOG00000001435	protein_coding	Ssc4d
ENSRNOT00000037639	ENSRNOG00000023686	protein_coding	Upk3b
ENSRNOT00000092970	ENSRNOG00000024277	protein_coding	Card11
