chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr14	99480960	99481367	408	99481106	23.14	14.39339	6.43746	10.20578	peak_331
chr14	104251023	104251792	770	104251301	17.35	5.26629	3.05905	1.65591	peak_332
chr14	104752670	104753071	402	104752932	32.23	22.33826	8.25108	17.94457	peak_333
chr14	105475502	105475964	463	105475605	15.70	7.96283	4.76722	4.06508	peak_334
chr14	106752394	106752915	522	106752649	39.67	6.48464	2.39218	2.71643	peak_335
chr15	17081407	17081685	279	17081419	80.99	6.42492	1.82193	2.66383	peak_336
chr15	19566200	19567121	922	19567017	18.18	7.28745	3.83614	3.43853	peak_337
chr15	19775406	19780954	5549	19776190	88.42	95.04207	22.35611	90.02798	peak_338
chr15	19782284	19783932	1649	19782518	41.32	30.48921	9.71698	25.95582	peak_339
chr15	20101819	20106011	4193	20104768	87.60	54.15737	8.85980	49.36637	peak_340
chr15	20340294	20343838	3545	20341174	161.15	86.39341	7.65499	81.41137	peak_341
chr15	21108839	21112887	4049	21110654	80.16	28.37931	4.50891	23.87885	peak_342
chr15	75450404	75450772	369	75450596	22.31	13.78194	6.38901	9.61087	peak_343
chr15	75451768	75452189	422	75452072	25.62	15.45244	6.65457	11.22791	peak_344
chr15	98896940	98897295	356	98897030	14.05	7.15268	4.29545	3.31311	peak_345
chr15	100557224	100557548	325	100557383	15.70	7.96283	4.76722	4.06508	peak_346
chr16	589347	589923	577	589783	50.41	46.93130	14.67431	42.20212	peak_347
chr16	960668	960953	286	960898	16.53	8.79877	5.00310	4.84419	peak_348
chr16	3021590	3021865	276	3021748	16.53	6.26813	3.66378	2.53637	peak_349
chr16	22534924	22535504	581	22535168	15.70	5.31046	3.34031	1.69154	peak_350
chr16	30335065	30335437	373	30335156	17.35	8.72673	4.73547	4.78230	peak_351
chr16	30370596	30371047	452	30370836	28.92	20.43859	8.54135	16.08220	peak_352
chr16	30377991	30378313	323	30378064	22.31	10.68882	4.87294	6.63892	peak_353
chr16	30650819	30651310	492	30650869	17.35	9.65910	5.23898	5.65763	peak_354
chr16	30658015	30659215	1201	30658102	35.54	25.66042	9.13376	21.20355	peak_355
chr16	32285470	32286220	751	32285696	28.10	18.26469	7.22508	13.96543	peak_356
chr16	33336003	33339922	3920	33338675	155.36	41.95407	3.72292	37.27391	peak_357
chr16	33491312	33492427	1116	33491674	155.36	51.62290	4.46750	46.85232	peak_358
chr16	34573242	34574420	1179	34574026	814.83	76.92958	2.07590	71.99566	peak_359
chr16	34582799	34583688	890	34583111	1482.56	54.96788	1.54698	50.17100	peak_360
chr16	34586635	34586898	264	34586822	1076.79	74.84807	1.85188	69.92371	peak_361
chr16	34589932	34590381	450	34590313	350.39	11.04862	1.46180	6.98300	peak_362
chr16	34592701	34593558	858	34593255	1166.87	48.71630	1.59111	43.97234	peak_363
chr16	34595197	34595575	379	34595481	777.64	17.03721	1.37812	12.76995	peak_364
chr16	34731094	34731359	266	34731156	19.01	7.88383	3.95272	3.99817	peak_365
chr16	37680219	37680523	305	37680393	14.88	5.43472	3.56252	1.80254	peak_366
chr16	38265771	38267963	2193	38267018	128.92	98.47698	12.99179	93.45370	peak_367
chr16	38268381	38268997	617	38268863	24.79	16.27076	7.36193	12.02390	peak_368
chr16	38275928	38280475	4548	38276290	143.79	83.24902	8.51723	78.28140	peak_369
chr16	46387699	46388037	339	46387935	1694.11	38.78639	1.39861	34.14548	peak_370
chr16	46390641	46391208	568	46390739	2590.75	29.10035	1.25874	24.58841	peak_371
chr16	46394279	46395059	781	46394795	1788.32	36.03120	1.36798	31.42490	peak_372
chr16	46398384	46399580	1197	46398914	1633.79	42.60741	1.43402	37.92175	peak_373
chr16	46400036	46400910	875	46400135	1577.59	22.60554	1.29605	18.20623	peak_374
chr16	46401243	46401511	269	46401412	1095.80	55.91828	1.67964	51.11560	peak_375
chr16	57028890	57029470	581	57029247	28.10	20.43859	8.30547	16.08220	peak_376
chr16	87999203	87999834	632	87999255	23.97	11.00531	4.99310	6.94130	peak_377
chr16	88245409	88245678	270	88245445	14.88	6.59104	4.20532	2.81532	peak_378
chr17	117192	117900	709	117788	120.65	30.22389	3.47583	25.69362	peak_379
chr17	217607	218187	581	218024	31.40	8.65647	3.24031	4.71765	peak_380
chr17	256405	256856	452	256479	16.53	8.68665	4.94027	4.74523	peak_381
chr17	1062542	1064045	1504	1063674	38.01	12.89294	3.90142	8.75187	peak_382
chr17	1064637	1065077	441	1064694	19.83	6.46191	3.47225	2.69478	peak_383
chr17	2593086	2593450	365	2593204	19.83	11.44792	5.94663	7.35984	peak_384
chr17	7014734	7014987	254	7014844	16.53	5.94584	3.50559	2.24416	peak_385
chr17	7306884	7307589	706	7307051	28.92	20.34982	8.49449	15.99856	peak_386
chr17	7351783	7352132	350	7351963	32.23	24.84119	9.48488	20.39901	peak_387
chr17	7404215	7404531	317	7404393	19.01	11.38906	5.67942	7.31008	peak_388
chr17	7841441	7842050	610	7841586	39.67	33.03024	11.60783	28.46449	peak_389
chr17	18183398	18183757	360	18183667	20.66	8.71601	4.33198	4.77195	peak_390
chr17	19062292	19063896	1605	19063662	48.76	40.68121	12.43935	36.01535	peak_391
chr17	19111951	19112211	261	19112116	23.97	9.01740	4.12961	5.05273	peak_392
chr17	19188590	19189341	752	19188624	23.14	7.60524	3.44844	3.73783	peak_393
chr17	21860862	21861579	718	21861282	119.00	9.17485	1.81820	5.20318	peak_394
chr17	21863937	21864271	335	21864243	113.22	7.27666	1.70472	3.43059	peak_395
chr17	21893824	21894502	679	21894487	50.41	7.04678	2.23523	3.23802	peak_396
chr17	21973096	21973664	569	21973113	242.13	6.52205	1.39732	2.75181	peak_397
chr17	22521214	22521567	354	22521398	476.83	303.15118	10.38762	297.79852	peak_398
chr17	22977455	22977718	264	22977573	83.47	41.01473	6.49739	36.34531	peak_399
chr17	23378177	23378917	741	23378798	80.99	23.94479	3.90414	19.51918	peak_400
chr17	23503037	23503597	561	23503054	14.88	7.15268	4.53133	3.31311	peak_401
chr17	23583019	23583846	828	23583377	163.63	31.80810	2.93976	27.25828	peak_402
chr17	23804574	23804863	290	23804591	35.54	5.52475	2.28344	1.88126	peak_403
chr17	23878316	23879162	847	23878832	39.67	20.48726	6.20868	16.12996	peak_404
chr17	24150955	24151650	696	24151177	128.92	18.69522	2.45128	14.38235	peak_405
chr17	24187524	24188815	1292	24188165	300.81	41.09467	2.43394	36.42400	peak_406
chr17	24355370	24355760	391	24355424	24.79	5.41167	2.69302	1.78407	peak_407
chr17	24421289	24421582	294	24421461	157.02	63.69321	5.44880	58.83949	peak_408
chr17	24532953	24533468	516	24533035	24.79	5.06283	2.57919	1.47055	peak_409
chr17	24736316	24737212	897	24736595	54.54	18.85607	4.27247	14.53868	peak_410
chr17	24748208	24748949	742	24748279	49.58	15.61981	3.89106	11.39178	peak_411
chr17	24823882	24824548	667	24824108	83.47	6.87233	1.83622	3.07879	peak_412
chr17	25074367	25074664	298	25074481	254.53	65.44879	3.65043	60.58372	peak_413
chr17	25075465	25075763	299	25075596	31.40	10.83294	3.89650	6.77917	peak_414
chr17	25128029	25128828	800	25128255	19.01	11.38906	5.67942	7.31008	peak_415
chr17	25139898	25140200	303	25139975	66.94	13.13725	2.83075	8.98998	peak_416
chr17	25352975	25353367	393	25353085	57.85	13.22595	3.09725	9.07594	peak_417
chr17	25383672	25383935	264	25383790	210.73	81.48353	5.29328	76.52522	peak_418
chr17	25389824	25390210	387	25389901	184.29	66.47056	4.87596	61.59869	peak_419
chr17	25425587	25426036	450	25425769	13.22	5.42412	3.53149	1.79392	peak_420
chr17	25494963	25495538	576	25495191	24.79	9.29119	4.09541	5.31116	peak_421
chr17	25533209	25533829	621	25533230	33.06	7.67859	2.83799	3.80372	peak_422
chr17	25573086	25573960	875	25573521	129.74	38.20344	3.98774	33.56962	peak_423
chr17	25645273	25645627	355	25645432	31.40	21.41391	8.10077	17.03727	peak_424
chr17	25674382	25674973	592	25674426	14.88	6.17368	3.96878	2.44766	peak_425
chr17	25761774	25762304	531	25761983	14.88	7.15268	4.53133	3.31311	peak_426
chr17	25771497	25772181	685	25771600	41.32	12.05923	3.52665	7.94831	peak_427
chr17	25819798	25820103	306	25819933	14.05	7.15268	4.29545	3.31311	peak_428
chr17	25944152	25944547	396	25944224	26.44	6.01580	2.74447	2.30974	peak_429
chr17	25965848	25966338	491	25966021	33.06	5.78308	2.36984	2.10087	peak_430
chr17	26036635	26037283	649	26036759	30.58	8.10064	3.15767	4.19108	peak_431
chr17	26140667	26141097	431	26141017	76.03	12.94339	2.56663	8.80121	peak_432
chr17	26324995	26325678	684	26325209	20.66	12.37422	6.18252	8.25241	peak_433
chr17	26494033	26494780	748	26494661	87.60	37.20673	5.53738	32.58532	peak_434
chr17	26549057	26549418	362	26549135	78.51	13.08563	2.56476	8.93991	peak_435
chr17	26594724	26595096	373	26594904	495.84	84.98020	2.79122	80.00436	peak_436
chr17	26603734	26604300	567	26603914	993.33	110.14519	2.22944	105.09403	peak_437
chr17	26619525	26620106	582	26619854	610.71	45.92882	1.89383	41.20929	peak_438
chr17	26880977	26881642	666	26881415	933.00	108.02748	2.27251	102.98080	peak_439
chr17	26882290	26885856	3567	26885404	1242.90	45.32461	1.53948	40.61159	peak_440
chr17	26940190	26940687	498	26940362	99.99	7.48558	1.80360	3.62824	peak_441
chr17	43239577	43239879	303	43239721	22.31	8.40735	3.88545	4.48051	peak_442
chr17	43244794	43245364	571	43244950	20.66	7.09102	3.60999	3.27881	peak_443
chr17	43251495	43251971	477	43251715	111.56	70.39228	9.38029	65.49429	peak_444
chr17	43272273	43272966	694	43272735	48.76	18.03066	4.52340	13.73656	peak_445
chr17	43283224	43283488	265	43283302	27.27	9.35087	3.73999	5.36925	peak_446
chr17	43283863	43284194	332	43284090	23.14	7.46764	3.39747	3.61078	peak_447
chr17	43299555	43299880	326	43299743	24.79	11.80429	5.15838	7.70172	peak_448
chr17	43323326	43323584	259	43323425	13.22	5.42412	3.53149	1.79392	peak_449
chr17	49788717	49789274	558	49789122	22.31	14.28585	6.65428	10.10187	peak_450
chr17	50178263	50178568	306	50178349	19.01	11.44792	5.71075	7.35984	peak_451
chr17	75979243	75979745	503	75979455	26.44	11.25152	4.57411	7.17764	peak_452
chr17	77616295	77616605	311	77616392	36.36	29.45071	10.66430	24.93173	peak_453
chr17	78592315	78592731	417	78592588	29.75	19.36886	7.68757	15.04066	peak_454
chr17	81991541	81991960	420	81991815	23.97	15.26952	7.12605	11.05065	peak_455
chr18	106825	107563	739	107262	415.68	52.65004	2.35411	47.87064	peak_456
chr18	107901	108490	590	108276	1184.23	64.27968	1.71028	59.42261	peak_457
chr18	108888	109373	486	108902	637.98	5.29968	1.19760	1.68424	peak_458
chr18	110263	111040	778	110404	530.55	33.09194	1.77182	28.52555	peak_459
chr18	15467305	15467625	321	15467442	15.70	6.90630	4.17538	3.10890	peak_460
chr18	16632893	16633162	270	16633091	22.31	12.68394	5.82818	8.54925	peak_461
chr18	16795828	16796089	262	16796046	23.97	13.58947	6.24137	9.42384	peak_462
chr18	18289110	18289665	556	18289589	32.23	15.97543	5.53824	11.73851	peak_463
chr18	20561610	20562383	774	20561940	53.72	31.89887	7.81654	27.34623	peak_464
chr18	20582261	20582576	316	20582416	19.01	5.28566	2.85816	1.67083	peak_465
chr18	20938888	20940070	1183	20939395	32.23	17.87632	6.28315	13.58515	peak_466
chr18	23871121	23871684	564	23871402	26.44	16.40859	6.86117	12.15781	peak_467
chr18	29154377	29154645	269	29154503	22.31	10.22378	4.66254	6.19579	peak_468
chr18	48942697	48943077	381	48942830	16.53	8.79877	5.00310	4.84419	peak_469
chr18	48952172	48953006	835	48952513	38.84	31.82601	11.37195	27.27458	peak_470
chr18	49690529	49691180	652	49690620	19.83	9.42101	4.86814	5.43435	peak_471
chr18	59139480	59140082	603	59139575	30.58	22.03133	8.71405	17.64197	peak_472
chr19	659664	660009	346	659872	15.70	7.96283	4.76722	4.06508	peak_473
chr19	676767	677697	931	677463	25.62	17.28889	7.59782	13.01366	peak_474
chr19	680722	680979	258	680833	21.49	13.32049	6.41840	9.16634	peak_475
chr19	735488	735794	307	735716	14.05	6.17368	3.76219	2.44766	peak_476
chr19	3762647	3762947	301	3762711	23.97	10.92599	4.95703	6.86741	peak_477
chr19	4172466	4172719	254	4172618	14.88	7.15268	4.53133	3.31311	peak_478
chr19	6424975	6425443	469	6425200	16.53	8.79877	5.00310	4.84419	peak_479
chr19	9819086	9819692	607	9819507	23.14	13.50640	5.99388	9.34587	peak_480
chr19	12789951	12790369	419	12790221	30.58	22.61245	9.01312	18.21170	peak_481
chr19	15887290	15887959	670	15887698	16.53	5.94584	3.50559	2.24416	peak_482
chr19	18192896	18193157	262	18193016	19.83	8.38489	4.35473	4.46066	peak_483
chr19	18522233	18522615	383	18522334	28.10	12.76925	4.84958	8.63124	peak_484
chr19	24894430	24895483	1054	24894465	28.92	8.61782	3.49243	4.68138	peak_485
chr19	24930125	24931115	991	24930452	34.71	10.40071	3.57087	6.36540	peak_486
chr19	24952512	24953265	754	24952673	40.49	6.23803	2.30519	2.50810	peak_487
chr19	24954085	24955404	1320	24955081	41.32	13.97269	3.99756	9.79774	peak_488
chr19	25000081	25000341	261	25000142	14.88	6.17003	3.96674	2.44766	peak_489
chr19	25029694	25030577	884	25030259	36.36	18.58321	5.93250	14.27233	peak_490
chr19	25038634	25039481	848	25038741	25.62	7.77505	3.40762	3.89423	peak_491
chr19	25050702	25051108	407	25051054	28.10	8.61782	3.39598	4.68138	peak_492
chr19	25067489	25068226	738	25068141	29.75	8.67725	3.41670	4.73622	peak_493
chr19	25076196	25077008	813	25076489	26.44	7.74921	3.30025	3.86982	peak_494
chr19	25079956	25080562	607	25079980	41.32	8.08262	2.64499	4.17527	peak_495
chr19	25088110	25088997	888	25088739	50.41	5.02500	1.90408	1.43715	peak_496
chr19	25098218	25098651	434	25098394	33.88	9.70737	3.45990	5.70476	peak_497
chr19	25106175	25107120	946	25106917	37.19	6.33454	2.38674	2.59862	peak_498
chr19	25141013	25141388	376	25141369	23.14	7.60524	3.44844	3.73783	peak_499
chr19	25193823	25194557	735	25193959	26.44	9.52900	3.92067	5.53681	peak_500
chr19	25203731	25204293	563	25204264	33.06	6.32905	2.50159	2.59501	peak_501
chr19	25207310	25208007	698	25207778	32.23	14.65593	5.05371	10.45870	peak_502
chr19	25211306	25212096	791	25211638	34.71	17.65711	5.95144	13.37210	peak_503
chr19	25232671	25233121	451	25233074	21.49	6.40804	3.21233	2.64903	peak_504
chr19	25255679	25256205	527	25255853	29.75	7.55824	3.07503	3.69467	peak_505
chr19	25285089	25285418	330	25285247	26.44	9.40718	3.87648	5.42208	peak_506
chr19	25303070	25303536	467	25303189	32.23	10.49570	3.69216	6.45643	peak_507
chr19	25309660	25309984	325	25309678	28.10	7.02967	2.90975	3.22150	peak_508
chr19	25315446	25316097	652	25316021	22.31	8.40735	3.88545	4.48051	peak_509
chr19	25347155	25347699	545	25347234	23.14	9.01740	3.99292	5.05273	peak_510
chr19	25355653	25355969	317	25355967	21.49	5.34426	2.81079	1.71985	peak_511
chr19	25430837	25431311	475	25431076	21.49	6.40804	3.21233	2.64903	peak_512
chr19	25525737	25526112	376	25525879	22.31	10.22378	4.66254	6.19579	peak_513
chr19	25527628	25528005	378	25527807	17.35	8.38748	4.55749	4.46199	peak_514
chr19	25550337	25551266	930	25550419	32.23	10.49570	3.69216	6.45643	peak_515
chr19	25552149	25552761	613	25552414	40.49	15.88087	4.61038	11.64671	peak_516
chr19	25574944	25575303	360	25575197	19.01	5.28566	2.85816	1.67083	peak_517
chr19	25594472	25594886	415	25594547	19.01	6.40182	3.30943	2.64445	peak_518
chr19	25639409	25639745	337	25639491	15.70	7.41028	4.45399	3.55580	peak_519
chr19	25670206	25670681	476	25670520	23.97	7.21177	3.41672	3.36876	peak_520
chr19	25810583	25810887	305	25810721	14.05	6.26016	3.80826	2.52932	peak_521
chr19	25889291	25890146	856	25889974	19.83	10.08017	5.20838	6.05812	peak_522
chr19	25963595	25963853	259	25963665	42.15	11.45089	3.31894	7.36242	peak_523
chr19	25965313	25966009	697	25965523	33.88	11.02453	3.84472	6.95927	peak_524
chr19	26002072	26003677	1606	26002589	34.71	7.28108	2.74682	3.43477	peak_525
chr19	26095489	26096059	571	26095849	25.62	12.35463	5.20695	8.23521	peak_526
chr19	26147666	26147944	279	26147845	38.84	14.46717	4.42674	10.27642	peak_527
chr19	26183817	26184152	336	26184010	29.75	16.03933	6.15005	11.80035	peak_528
chr19	26189593	26190977	1385	26190119	28.10	12.76925	4.84958	8.63124	peak_529
chr19	26274024	26274342	319	26274025	14.88	5.66574	3.68778	1.99143	peak_530
chr19	26385414	26385901	488	26385736	23.97	6.41011	3.12069	2.64920	peak_531
chr19	26418106	26418573	468	26418224	58.67	14.78494	3.31523	10.58447	peak_532
chr19	26439167	26439631	465	26439457	20.66	8.19902	4.09554	4.28381	peak_533
chr19	26449391	26450292	902	26449880	26.44	15.48041	6.41296	11.25509	peak_534
chr19	26485922	26486174	253	26486047	20.66	8.71601	4.33198	4.77195	peak_535
chr19	26490015	26490285	271	26490041	16.53	7.66459	4.38198	3.79152	peak_536
chr19	26603576	26603882	307	26603795	14.05	6.44620	3.90806	2.68413	peak_537
chr19	26645197	26645964	768	26645958	21.49	5.34426	2.81079	1.71985	peak_538
chr19	26749077	26749953	877	26749147	45.45	17.66225	4.64518	13.37686	peak_539
chr19	26904228	26904785	558	26904747	19.01	7.11094	3.61079	3.29445	peak_540
chr19	26929926	26930367	442	26929944	19.83	6.08092	3.30809	2.37004	peak_541
chr19	26973343	26974456	1114	26974176	33.88	8.66882	3.17111	4.72845	peak_542
chr19	27002593	27003406	814	27002692	29.75	7.55824	3.07503	3.69467	peak_543
chr19	27019547	27019821	275	27019697	29.75	10.00074	3.84378	5.98453	peak_544
chr19	27045813	27046236	424	27046182	20.66	8.37476	4.17520	4.45219	peak_545
chr19	27054350	27054973	624	27054522	19.01	6.46191	3.33452	2.69478	peak_546
chr19	27076938	27077677	740	27077211	40.49	9.33966	2.96382	5.35863	peak_547
chr19	27078319	27078718	400	27078546	40.49	10.34495	3.19180	6.31278	peak_548
chr19	27106184	27107019	836	27106421	39.67	22.06803	6.77784	17.67793	peak_549
chr19	27137807	27138502	696	27137858	55.37	15.37348	3.52304	11.15211	peak_550
chr19	27146711	27147030	320	27146852	109.08	29.80065	3.66948	25.27559	peak_551
chr19	27156906	27157470	565	27157252	29.75	11.59223	4.39290	7.49885	peak_552
chr19	27163023	27163367	345	27163175	96.69	39.93005	5.42713	35.27348	peak_553
chr19	29695428	29696887	1460	29696207	33.06	19.68479	6.81117	15.34606	peak_554
chr19	29697176	29697434	259	29697297	17.35	9.65910	5.23898	5.65763	peak_555
chr19	36054380	36054863	484	36054743	61.15	56.96593	15.43305	52.15652	peak_556
chr19	37270914	37271188	275	37271019	48.76	14.99740	3.82749	10.79169	peak_557
chr19	38850166	38850580	415	38850285	18.18	10.54253	5.47487	6.49709	peak_558
chr19	40425744	40426029	286	40425943	28.10	20.00921	8.08618	15.66550	peak_559
chr19	41859689	41860131	443	41859965	31.40	23.72017	9.24900	19.29823	peak_560
chr19	42268523	42269175	653	42269065	25.62	16.51970	7.19543	12.26641	peak_561
chr19	42396666	42397065	400	42396832	22.31	14.28585	6.65428	10.10187	peak_562
chr19	45405177	45406618	1442	45405695	64.46	63.29062	17.34005	58.43943	peak_563
chr19	45455958	45456287	330	45456157	18.18	9.25272	4.79518	5.27533	peak_564
chr19	49640274	49640677	404	49640532	33.06	25.97512	9.72077	21.51274	peak_565
chr2	64750788	64751130	343	64751119	18.18	5.85335	3.19679	2.16072	peak_566
chr2	87395642	87399084	3443	87396069	87.60	76.43084	15.29343	71.49906	peak_567
chr2	87405976	87407830	1855	87407012	51.24	36.85189	9.87709	32.23442	peak_568
chr2	87408245	87408814	570	87408413	28.10	12.76925	4.84958	8.63124	peak_569
chr2	87409202	87411426	2225	87410394	47.93	29.66819	8.15517	25.14483	peak_570
chr2	87412054	87413842	1789	87413187	31.40	15.71676	5.61775	11.48655	peak_571
chr2	87414276	87421358	7083	87419417	66.11	44.75136	9.51322	40.04324	peak_572
chr2	87422013	87422359	347	87422201	27.27	8.74288	3.53389	4.79703	peak_573
chr2	87423374	87431378	8005	87425147	90.08	47.07642	7.00594	42.34580	peak_574
chr2	89828626	89828903	278	89828635	549.55	7.18937	1.26274	3.34767	peak_575
chr2	89829204	89829511	308	89829253	534.68	6.91590	1.26042	3.11768	peak_576
chr2	89830952	89831223	272	89830985	412.37	22.62713	1.69415	18.22630	peak_577
chr2	89832520	89833168	649	89832906	490.88	6.11232	1.25230	2.40013	peak_578
chr2	89836260	89837209	950	89836512	1623.04	60.56673	1.54966	55.73444	peak_579
chr2	89839798	89840559	762	89840335	509.06	9.58090	1.33175	5.58712	peak_580
chr2	89840823	89841125	303	89841112	261.97	5.23673	1.32812	1.63152	peak_581
chr2	90288088	90288957	870	90288194	27.27	12.00288	4.71185	7.89383	peak_582
chr2	90289220	90293034	3815	90292034	63.63	46.27383	10.69105	41.55152	peak_583
chr2	90296976	90297310	335	90297199	23.14	10.50097	4.60828	6.46160	peak_584
chr2	90297759	90298328	570	90298124	20.66	8.51002	4.23702	4.57828	peak_585
chr2	91498567	91500778	2212	91498794	46.28	26.78792	7.21801	22.31348	peak_586
chr2	91504439	91511555	7117	91508754	47.93	13.13766	3.49507	8.99015	peak_587
chr2	91511839	91512523	685	91511986	20.66	5.83711	3.09427	2.14880	peak_588
chr2	91512795	91513265	471	91513073	17.35	5.90011	3.34294	2.20360	peak_589
chr2	91513991	91522600	8610	91516511	52.89	25.17211	5.98771	20.72370	peak_590
chr2	91523147	91524272	1126	91523526	33.06	12.68071	4.25698	8.54745	peak_591
chr2	91524676	91528804	4129	91526665	35.54	13.53907	4.39337	9.37786	peak_592
chr2	92130967	92131402	436	92130987	20.66	6.06194	3.18420	2.35334	peak_593
chr2	92220680	92220951	272	92220830	12.40	5.61631	3.82368	1.94469	peak_594
chr2	92221219	92221625	407	92221380	16.53	8.79877	5.00310	4.84419	peak_595
chr2	92273318	92273746	429	92273642	14.05	7.15268	4.29545	3.31311	peak_596
chr2	92324520	92324869	350	92324596	19.83	5.28566	2.97622	1.67083	peak_597
chr2	92333092	92333519	428	92333450	15.70	6.85440	4.14709	3.06120	peak_598
chr2	92365759	92366145	387	92365849	16.53	7.66459	4.38198	3.79152	peak_599
chr2	92463412	92463790	379	92463449	13.22	6.36991	4.05957	2.61564	peak_600
chr2	92468889	92469159	271	92469019	23.97	7.60524	3.56650	3.73783	peak_601
chr2	92487290	92487632	343	92487599	17.35	8.44714	4.58858	4.51710	peak_602
chr2	92491324	92491668	345	92491641	17.35	5.26629	3.05905	1.65591	peak_603
chr2	92586345	92587402	1058	92587002	17.35	8.96478	4.86205	5.00217	peak_604
chr2	92608506	92609337	832	92608608	15.70	5.98689	3.68538	2.28286	peak_605
chr2	92637934	92638284	351	92638033	15.70	7.96283	4.76722	4.06508	peak_606
chr2	92655378	92655889	512	92655447	15.70	5.31046	3.34031	1.69154	peak_607
chr2	94502365	94502632	268	94502450	20.66	10.11248	5.00227	6.09000	peak_608
chr2	102001793	102004233	2441	102003586	50.41	43.13457	12.85255	38.44247	peak_609
chr2	202376220	202376494	275	202376334	19.83	11.23780	5.83050	7.16531	peak_610
chr2	207163751	207164006	256	207163802	32.23	18.75374	6.64589	14.43852	peak_611
chr2	219274014	219274589	576	219274285	29.75	19.36886	7.68757	15.04066	peak_612
chr2	240586398	240586668	271	240586604	16.53	8.79877	5.00310	4.84419	peak_613
chr2	241315434	241315695	262	241315525	14.05	7.05570	4.24151	3.24584	peak_614
chr2	241355627	241355987	361	241355759	18.18	10.54253	5.47487	6.49709	peak_615
chr20	23350225	23350761	537	23350385	31.40	17.49855	6.33854	13.21701	peak_616
chr20	26603837	26604321	485	26603850	64.46	6.69624	1.98360	2.91150	peak_617
chr20	26605179	26605861	683	26605753	90.08	16.87541	2.75992	12.61259	peak_618
chr20	26606891	26607836	946	26607138	95.04	17.55423	2.74387	13.27147	peak_619
chr20	28494700	28498076	3377	28495518	174.37	92.62351	7.62477	87.61683	peak_620
chr20	28498418	28498691	274	28498646	34.71	10.40071	3.57087	6.36540	peak_621
chr20	28644670	28645029	360	28644692	43.80	5.93243	2.19333	2.23391	peak_622
chr20	29176511	29176960	450	29176701	22.31	6.62550	3.19053	2.84514	peak_623
chr20	29177887	29178305	419	29177931	17.35	7.57348	4.14232	3.70947	peak_624
chr20	29184306	29184621	316	29184322	27.27	6.51537	2.82711	2.74529	peak_625
chr20	31054101	31054729	629	31054711	355.35	8.51459	1.38120	4.58248	peak_626
chr20	31060275	31061172	898	31060305	341.30	31.38901	2.02545	26.84445	peak_627
chr20	31063117	31063927	811	31063142	324.77	13.15056	1.55130	9.00278	peak_628
chr20	31106169	31106702	534	31106659	35.54	8.86057	3.08370	4.90437	peak_629
chr20	31157406	31158303	898	31157846	293.37	11.52328	1.53318	7.43261	peak_630
chr20	31185559	31186013	455	31185829	276.02	19.18840	1.81056	14.86543	peak_631
chr20	31186633	31187241	609	31186641	199.16	9.92804	1.61421	5.91518	peak_632
chr20	31985835	31986822	988	31985948	24.79	6.96909	3.22399	3.16637	peak_633
chr20	31987102	31988120	1019	31987855	71.90	68.05260	17.03363	63.17110	peak_634
chr20	48664812	48665477	666	48665341	23.14	7.60524	3.44844	3.73783	peak_635
chr20	57693115	57693403	289	57693198	15.70	6.44356	3.92577	2.68197	peak_636
chr20	57748709	57749025	317	57748835	23.97	13.13322	6.01082	8.98601	peak_637
chr20	64287079	64287357	279	64287193	34.71	11.77222	3.96763	7.67233	peak_638
chr21	7926148	7927313	1166	7926414	2549.43	180.73454	1.87256	175.57707	peak_639
chr21	7933191	7933832	642	7933807	138.83	14.45528	2.08708	10.26571	peak_640
chr21	8209692	8210048	357	8210024	138.01	5.75071	1.51096	2.07118	peak_641
chr21	8210979	8211438	460	8211195	163.63	14.10947	1.93678	9.93156	peak_642
chr21	8212503	8212811	309	8212680	109.91	15.04457	2.35980	10.83776	peak_643
chr21	8213934	8214240	307	8214144	163.63	24.88603	2.53272	20.44215	peak_644
chr21	8215326	8215838	513	8215704	136.36	10.42340	1.83141	6.38771	peak_645
chr21	8256709	8257021	313	8256902	91.73	11.83534	2.26171	7.73218	peak_646
chr21	8392754	8393100	347	8393024	140.49	9.95310	1.78635	5.93937	peak_647
chr21	8394055	8394442	388	8394237	173.54	17.65746	2.07790	13.37241	peak_648
chr21	8395521	8395856	336	8395722	114.04	20.08696	2.69574	15.74211	peak_649
chr21	8398359	8398823	465	8398716	133.88	12.40835	1.98347	8.28608	peak_650
chr21	8438284	8438686	403	8438452	170.24	18.13905	2.11405	13.84335	peak_651
chr21	8441182	8441534	353	8441321	219.00	41.61472	2.93327	36.93985	peak_652
chr21	8443585	8443932	348	8443638	94.21	5.00264	1.58682	1.41615	peak_653
chr21	8445511	8445775	265	8445662	123.13	13.04799	2.07650	8.90285	peak_654
chr21	10668217	10668994	778	10668984	81.81	15.99290	2.85563	11.75546	peak_655
chr21	37267634	37267942	309	37267758	14.88	7.15268	4.53133	3.31311	peak_656
chr21	42267323	42267767	445	42267525	21.49	11.72143	5.58349	7.62377	peak_657
chr21	46293470	46294096	627	46293510	19.01	6.46191	3.33452	2.69478	peak_658
chr22	11814440	11814866	427	11814813	153.71	11.29629	1.82011	7.22112	peak_659
chr22	11817520	11817871	352	11817707	159.49	21.36685	2.36021	16.99125	peak_660
chr22	12175773	12176931	1159	12176324	294.20	15.73527	1.66778	11.50465	peak_661
