pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
GO_WOUND_HEALING	0.00100300902708124	0.0574801489705572	0.455303757528122	1.55113059967959	0	416	SPARC COL5A1 ANXA1 PDPN SMOC2 SYK THBS1 PLAU CAV1 GAP43 NOTCH1 WNT5A CCN4 PHLDB2 SOX2 EREG CD109 PIK3R5 P2RY1 LOX MYLK CARMIL1 DOCK11 MYH9 UBASH3B LGR6 CD44 PLET1 PLCG2 FZD6 ITPR2 PPL VCL CCN3 FGF2 F2R NRG1 ETS1 PRKCA PLEC PTEN PRKAR2B GSN PAK1 ACTG1 C1QTNF1 P2RX7 COL3A1 HIF1A PROS1 PIK3CB FLNA PIK3R1 LNPK DST FGF10 CASP3 ARHGEF19 F2RL1 COL1A1 CBX5 MACF1 CASK RAP2B GATA2 TGFBR1 ELK3 PDGFA EHD2 MAPK3 YWHAZ DCBLD2 HMGCR AKAP1 ANO6 TFPI C1GALT1C1 PRKCB SDC1 CLDN1 ANXA2 MYH10 ARFGEF1 PRKAR2A ANXA6 ITGA5 ARRB1 AK3 SYT7 FOXA2 PRKACB DGKE ENO3 AKAP10 FZD7 TNC TNFAIP3 SLC7A11 CD34 PTGFRN NDNF CFLAR TGFB2 DYSF MAFG
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_1_SECRETION	0.0144717800289436	0.151502523498634	0.704319827514337	1.65329435742031	9	16	WNT5A PANX1 P2RX7 RIPK2 GSDMD
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	0.00441014332965821	0.0888213258048754	0.497416734001263	1.55557191974009	3	88	ANXA1 IL5RA HAVCR2 SYK KITLG VCAM1 CSF1 VTCN1 CD38 CD276 EFNB1 FGF10 MEF2C BCL2 RIPK2 NCKAP1L GPAM TFRC
GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.0160944206008584	0.159096508175253	0.443584591238914	1.4253614740669	14	113	PTPN22 HAVCR2 CAV1 COLEC12 APPL2 RPS6KA3 LGR4 TAB3 RTN4 RAB7B OTUD4 IRAK1 S100A14 IKBKG F2RL1 RIPK1 BIRC3 RIPK2 SMPDL3B TRAF3 RAB11FIP2 EPG5 MFHAS1 TNFAIP3 BIRC2 PIK3C3 UBQLN1 IKBKE TANK RSAD2 UNC93B1 CHUK TIRAP PJA2 UBE2D1 GRAMD4 TNIP3
GO_FOREBRAIN_CELL_MIGRATION	0.024330900243309	0.195967970264325	0.513533126980132	1.47241965661299	19	47	FOXG1 SEMA3A CXCL12 RTN4 NRG1 LRRK2 PEX13 ADGRG1 CTNNB1
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_MIGRATION	0.00110497237569061	0.0574801489705572	0.57454666682572	1.79204382009606	0	86	SPARC ANXA1 SMOC2 ADGRA2 THBS1 PTK2B WNT5A CCBE1 RHOB FGFR1 SASH1 ANXA3 FGF2 FLT4 ETS1 PRKCA MET VEGFC RHOJ FGF1 HIF1A ROCK2 GATA2
GO_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	0.0222513089005236	0.188083359479973	0.560517341969066	1.50996179876347	16	33	THBS1 CXCL12 CSF1 PLCB1 CCN3 LGALS3 S100A14 PLA2G7 MOSPD2 C3AR1 MAPK3 ANO6
GO_PIGMENTATION	0.00114025085518814	0.0574801489705572	0.566059571028603	1.7442552882166	0	76	SPARC MLPH SPNS2 KITLG ADAMTS9 ENPP1 RAB38 MYO5A ATP6AP2 MEF2C BCL2 LYST KIF13A ATP7A RAB1A SHROOM2 ATRN SNAI2 ARCN1 SNAPIN AP1G1 RAB27B MYO7A MITF ZEB2 ANKRD27 NF1 MYSM1 BBS5
GO_AORTA_DEVELOPMENT	0.00607533414337789	0.102021726387209	0.563178777543395	1.61523027388985	4	48	NOTCH1 ADAMTS9 JAG1 LOX MYLK SIX1 COL3A1 EYA1 EFNB2 NPRL3 RBPJ MYH10 AP2B1 PLXND1 LTBP1 TGFB2 HECTD1 PKD2 ADAMTS6
GO_ASYMMETRIC_CELL_DIVISION	0.0299850074962519	0.214718081820424	0.695693397325463	1.55279040491478	19	13	ACTR2 DOCK7 RAB10 PAX6 ETV5 SOX5 ACTR3 ASPM
GO_SPECIFICATION_OF_SYMMETRY	0.0468920392584515	0.270124564178967	0.421635605502494	1.34342223760774	42	103	BICC1 NOTCH1 WNT5A TBX3 RTTN HIF1A FGF10 MEF2C CTNNB1 MICAL2 DYNC2H1 TBC1D32 ACVR1 DISP1 GREM1 TMED2 IFT74 GAS8 AIDA PKD2 ARL13B MKS1 KIF3B OFD1 TGFBR2 NKX2-5 BBS5 RPGRIP1L BBS7 NOTCH2 ENG PSKH1 AP1B1
GO_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	0.0117647058823529	0.136327825138378	-0.511330365844486	-2.16467533836457	0	103	RPL36 PPP1R15A RPS2 RPS27 RPL32 GET3 RPL41 DDRGK1 RPL12 RPL28 RPS21 RPS16 GRIK5 RPL11 RPLP1 RPL18 RPL13 RPS28 RPL35A RPS23 RPS11 RPS12 RPL15 RPS8 RPL10A RPL6 RPS19 RPS26 SGTA SRP14 RPS6 RPS3 RPS18 SPCS1 RPS9 RPL37A RPS13 RPS5 RPL7 RPL18A RPL22 RPL19 RPS14 SEC61A1
GO_CELLULAR_RESPIRATION	0.0263157894736842	0.202759646368669	-0.410200609101526	-1.80933675749848	0	156	TRPV4 COX8A COX6A1 NDUFA3 PPARGC1A SLC25A25 NDUFS3 NDUFC1 COX4I1 GPD1 NDUFA2 NDUFB10 NDUFA13 NDUFV3 COX6B1 NDUFB7 SIRT3 ATP5F1D NDUFS5 NDUFA12 MDH2 SLC25A23 NDUFS2 CDK1 ISCU COQ9 NDUFA9 FXN NDUFB2 UQCRC1 OXA1L NDUFS7 NDUFA1 COX7A2L NOP53 SHMT2 IDH3B DNAJC15 NDUFS8 FLCN NDUFS6 NDUFA4 SDHB PINK1 UQCRQ IDH1 MTFR2 BID CYC1 NDUFB6 NDUFV1 NDUFA8 ACO2 SUCLG1 FAHD1 NDUFB3 UQCR10 COX5A PARK7 PDHB NDUFA10 NDUFAF2
GO_B_CELL_DIFFERENTIATION	0.00884955752212389	0.120094590744719	0.47348559598937	1.48278187154867	7	90	SYK INHBA PTK2B VCAM1 DOCK11 PLCG2 CYLD ATP11C KLF6 DNAJB9 ITGB1 PIK3R1 PRKDC BCL2 CDH17 RBPJ ATM ZFP36L2 NCKAP1L
GO_NEURAL_PRECURSOR_CELL_PROLIFERATION	0.0203644158628081	0.179440849290238	0.433868010695599	1.39744359903339	18	117	FOXG1 EML1 NOTCH1 WNT5A IGF2BP1 APPL2 FZD6 FGFR1 ID4 NES LRRK2 CDON VEGFC ADGRG1 HIF1A FLNA DOCK7 RYK ARTN GATA2 CTNNB1 RAB10 DAGLA PCM1 CDH2 PAFAH1B1 SHCBP1 PAX6 CIP2A HOOK3 NF2 INSM1 PTBP2 ZEB2 SOX5 NF1 ASPM ORC3 SMARCD3
GO_ENDOTHELIAL_CELL_MIGRATION	0.00103412616339193	0.0574801489705572	0.517661555798333	1.70888810767752	0	167	SPARC LOXL2 ANXA1 SMOC2 ADGRA2 THBS1 PTK2B NOTCH1 DNAJA4 WNT5A ADAMTS9 PPARG CYP1B1 MYH9 AMOT CCBE1 RHOB FGFR1 SASH1 ANXA3 CCN3 FGF2 FLT4 ETS1 PRKCA BMPER PTEN PTK2 MET VEGFC RHOJ FGF1 HIF1A ITGB1 ROCK2 EFNB2 LGALS8 MEF2C GATA2 TGFBR1
GO_ORGANIC_HYDROXY_COMPOUND_CATABOLIC_PROCESS	0.0403916768665851	0.251409786995216	0.496675658496989	1.41373921019248	32	45	MAOA ADH7 OCRL PTEN FAH PDXP LDHD
GO_ANION_TRANSPORT	0.00501504513540622	0.0951993017166133	0.380025206054952	1.29587762046856	4	437	ANO1 ANXA1 PDPN CCK STK39 SYK THBS1 SLC9A7 SLC43A2 ABCC3 SLC6A17 ERFE PLSCR4 PPARG AKT2 SLC1A4 CA13 ENPP1 SLC12A2 ACSL1 PRELID2 SLC16A3 PRKG2 FGFR1 TMEM30A PNPLA8 ACSL4 CERT1 ATP8A1 P2RX7 ATP10A SLC25A24 CLCN4 SLC9A6 RPS6KB1 ATP11C CFTR SLC35A3 ABCC1 MAP2K6 SLC36A1 SLC6A9 TSPO KCNN4 RIPK1 PITPNA ANKH SLC10A7 G6PC3 SLC20A2 ATP8B1 LRRC8B XK ABCD1 ATP11B SLC25A21 CPT1A SLC17A5 ANO6 SLCO2A1 SLC25A17 GLS SLC4A4 ACE CLCN3 SLC9A9 SLC4A7 TNFRSF11A PLSCR3 SLC16A10 CPT2 MID1IP1 PRNP ACSL3 SLC16A13 SLC7A11 RXRA AHCYL1 CYB5R4 NCOR1 SLC35A2 SLC35B3 ATP9B SLC33A1 SLC26A2 CA5B SLC24A3 SLC12A7 CLCN5 ANO10 PLEKHA3 SLC37A4
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	0.00671140939597315	0.106428424282508	0.622175149961115	1.61280786222948	4	28	CHST15 CSGALNACT1 VCAN CHST7 DSE CSGALNACT2 XYLT1 CHST11
GO_RESPONSE_TO_MAGNESIUM_ION	0.014792899408284	0.152368416150804	0.7035701151933	1.60312965645078	9	14	THBS1 ANK3 CCND1
GO_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_ACTIVITY	0.00898587933247754	0.120386243285303	0.569494089291904	1.55254340394957	6	36	PTK2B CAV1 DDAH1 ATP2B4 HIF1A CALM1 GCH1 NOSTRIN LYPLA1 HSP90AA1 NUS1 ZDHHC21
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	0.0030060120240481	0.0776934685564127	0.387896129439148	1.32592756436043	2	456	IL33 SMOC2 CTSC PTPN22 HAVCR2 STK39 PAK3 SYK THBS1 IL18RAP RIPOR2 PTK2B CAV1 WNT5A IL1RL1 CCN4 EREG COLEC12 APPL2 RPS6KA3 PLCG2 CXCL12 ADAM10 CADM1 LGR4 TAB3 FGFR1 RTN4 CSF1 SASH1 CYLD RAB7B FGF2 PSME4 ETS1 MGST2 PRKCA VAMP7 LRRK2 PAK1 CD47 MET XIAP VEGFC OTUD4 IRAK1 TUBB2B CEBPA S100A14 CGAS PLA2G7 MOSPD2 ABCC1 IKBKG MAP2K6 NUPR1 ERBIN FGF10 ARTN F2RL1 S1PR1 OPTN RIPK1 PRKDC C3AR1 BIRC3 MAPK3 ANO6 LPAR1 RIPK2 NLRX1 SMPDL3B TRAF3 TNFRSF11A RAB11FIP2 NPLOC4 CLOCK TIAM1 ADAM8 EPG5 MFHAS1 NCKAP1L PRKACB SKP1 PSMD12
GO_REGULATION_OF_VACUOLAR_TRANSPORT	0.0492957746478873	0.276401931659791	0.825012703249061	1.46300358196253	27	5	VAMP7 LRRK2 SNAPIN VPS35
GO_POLYSACCHARIDE_CATABOLIC_PROCESS	0.0476858345021038	0.273277911463806	0.587473134381951	1.46650123159766	33	22	PGM2L1 PHKA2 PHKA1 RB1CC1 PGM1 CALM1 AGL PHKB PPP1CB PYGB
GO_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	0.0269989615784008	0.205922149847384	0.414517762850492	1.36551451914816	25	152	PTPN22 HAVCR2 CAV1 COLEC12 APPL2 RPS6KA3 LGR4 TAB3 RTN4 CYLD RAB7B XIAP OTUD4 IRAK1 S100A14 IKBKG MAP2K6 ERBIN F2RL1 RIPK1 BIRC3 RIPK2 NLRX1 SMPDL3B TRAF3 RAB11FIP2 NPLOC4 EPG5 MFHAS1 TNFAIP3 BIRC2 PUM2 PIK3C3 UBQLN1 IKBKE TANK RSAD2 UNC93B1 CHUK TIRAP PJA2 UBE2D1 GRAMD4 IFIH1 TNIP3 ZCCHC3 OTULIN
GO_WATER_TRANSPORT	0.00454545454545455	0.0906873614190688	0.796689596305809	1.75928067465645	2	12	HAS2 AQP5 SLC14A1 CFTR
GO_ESTABLISHMENT_OF_CELL_POLARITY	0.00537634408602151	0.0973693607903821	0.467995528408117	1.50972553067168	4	120	RIPOR2 PTK2B WNT5A MAP2 MYH9 AMOT MSN OPHN1 PARD3B MAP1B PTK2 GSN UST KIF26B PAK1 ITGB1 ROCK2 DOCK7 FGF10 MYO9A GOLPH3 RAB10 WWC1 MAP4 RAB11FIP2 ARFGEF1 SIPA1L3 PRKCI HSP90AA1 AMOTL1 MISP CYTH1 FRMD4A PAFAH1B1 PAX6 GSK3B CRK NUMA1 MYO18A RAP1B PKD1 FEZ1 FBF1 UBXN2B CYTH3 SPDL1 RICTOR LLGL1 CDC42 CYP26B1 SHTN1 NDEL1 CLASP1 SLC9A3R1 SNX27 NDC80 ACTR10 WDPCP
GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	0.0464767616191904	0.269767292731133	0.672112110128752	1.50015687894578	30	13	CCL2 LRRK2 MAP2K6 MAP2K4
GO_DIGESTIVE_SYSTEM_DEVELOPMENT	0.0375536480686695	0.243760243592144	0.422874988828538	1.35831233553627	34	111	ITGB4 PDGFC NOTCH1 WNT5A LGR4 FOXF2 FAT4 CDX2 SHOX2 C1GALT1 TCF7 COL3A1 HIF1A YIPF6 FGF10 CTNNB1 BCL2 PDX1 RARB ITGA6 COBL WLS SOX11 RB1 TGFB2
GO_POSITIVE_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	0.0417910447761194	0.255034080163765	-0.616254869412122	-1.59633420723474	13	13	ABCG1 ADM PPARGC1A
GO_DETECTION_OF_MECHANICAL_STIMULUS	0.00133155792276964	0.0574801489705572	0.653279060227437	1.72344587467998	0	30	PIEZO2 BACE1 CXCL12 COL11A1 PKD2 PKD1 CACNB3 WHRN SERPINE2 JUP TRPA1 ADGRV1 PIEZO1
GO_EPIDERMAL_CELL_DIFFERENTIATION	0.012448132780083	0.139966633870899	0.428026783528901	1.41078354454509	11	159	ANXA1 RIPOR2 NOTCH1 WNT5A KRT8 JAG1 EREG CD109 KRT19 PKP1 TMEM79 FGFR1 PPL SGPP1 PERP MAP2K1 GRHL2 ROCK2 KRT20 PALLD CASP3 CTNNB1 CBFB MYCL RBPJ KRT18 SLC4A7 IFT74 MYO7A MAFG ESRP1 LATS1 PAFAH1B1 PAX6 ST14 NUMA1 KRT10 HDAC2 EXPH5 ADAM9 MED1
GO_TAXIS	0.00100200400801603	0.0574801489705572	0.476373774816861	1.62844994048817	0	461	ANXA1 FOXG1 CCL2 SMOC2 ADGRA2 PLXNA4 NCAM1 SEMA3A STK39 SYK THBS1 IL1RN RIPOR2 PLAU PADI2 PTK2B HOXB9 GAP43 NOTCH1 WNT5A SEMA3C RAP1GAP VCAM1 FLT1 SH3KBP1 NTN1 LOX ACKR3 FLRT2 LGR6 AMOT MMP28 OPHN1 NECTIN1 SEMA3B ENPP2 MATN2 CXCL12 SLC12A2 ADAM10 EPHA7 FGFR1 CSF1 CCN3 FGF2 NEXN PLXNA2 NRG1 C10orf99 PRKCA UNC5C MPP1 EXT1 PTK2 MET VEGFC MAP2K1 RHOBTB3 BDNF GAB2 EFNB1 TUBB2B LGALS3 FGF1 PIK3CB TRIO S100A14 PIK3R1 PLA2G7 MOSPD2 ABCC1 PALLD FGF10 EFNB2 RYK DOCK4 PLXNA3 ARTN F2RL1 S1PR1 ITGAV GFRA2 LYST RALA SPTBN1 C3AR1 PDGFA MAPK3 NRCAM ANO6 LPAR1 APP PLD1 NTN4 TNFRSF11A MYH10 SEMA6D TIAM1 ADAM8 PDE4D NCKAP1L PTPRM PLXND1 GREM1 NIBAN2 FER VLDLR GPC1 MACO1 L1CAM RANBP9 USP33 NPTN GPNMB
GO_REGULATION_OF_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	0.00728862973760933	0.109255131768968	0.719243825057034	1.71987629113696	4	18	CACNA2D1 FLNA DLG1 ANK2 ZMPSTE24 KCNE3 SNTA1
GO_NEGATIVE_REGULATION_OF_TISSUE_REMODELING	0.00728862973760933	0.109255131768968	0.729779788062556	1.74507018553856	4	18	ABR UBASH3B CD38 P2RX7 GREM1 TNFAIP3
GO_CELLULAR_EXTRAVASATION	0.00121506682867558	0.0574801489705572	0.631628569271966	1.8115483530684	0	48	JAM2 CCL2 RIPOR2 VCAM1 ADD2 ABR IL1R1 CXCL12 RIPK3 PLCB1 ITGB7 CD47 ITGB1 GOLPH3
GO_POSITIVE_REGULATION_OF_INSULIN_SECRETION	0.0230582524271845	0.191488837415603	0.514201184282617	1.49654224284445	18	53	ANO1 CD38 ACSL4 C1QTNF12 HIF1A CFTR MCU PDX1 SERP1 PPP3CB ARRB1 AACS GLUL OXCT1 LRP1 VSNL1 SYBU STX4 SOX4 SRI TCF7L2
GO_EPITHELIAL_CELL_CELL_ADHESION	0.0458579881656805	0.267464059319263	0.650596654348805	1.48242622654272	30	14	CYP1B1 VCL CCN3 KIFC3 SERPINB8 JUP
GO_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	0.0418041804180418	0.255034080163765	0.430487989636512	1.3650163116554	37	98	ANXA1 THBS1 PTK2B NOTCH1 PPARG MYH9 AMOT FGFR1 FGF2 ETS1 PRKCA VEGFC RHOJ HIF1A ITGB1 EFNB2 MEF2C GATA2 MECP2 PLK2 GREM1 SPRED1 SIRT1 AMOTL1 NUS1 SP1 FGFBP1 NRP1 ALOX12 FBXW7 AKT3 MAP3K3 NF1 MAP2K3 ADAM17 JCAD JUP CARD10 ROBO1
GO_NEGATIVE_REGULATION_OF_ANION_TRANSPORT	0.00711237553342817	0.109255131768968	0.72455453676851	1.72281202110202	4	17	STK39 THBS1 AKT2 PRKG2
GO_LEUKOCYTE_MIGRATION	0.00101112234580384	0.0574801489705572	0.507722253156133	1.71085552231589	0	287	IL33 ANXA1 JAM2 CCL2 SDC3 STK39 SYK THBS1 IL1RN SDC2 RIPOR2 SPNS2 PADI2 PTK2B CAV1 WNT5A KITLG VCAM1 FLT1 ADD2 ABR MYH9 IL1R1 MSN CD44 MMP28 CXCL12 SLC12A2 ADAM10 SLC16A3 CSF1 RIPK3 PLCB1 ROR2 CCN3 C10orf99 ITGB7 MPP1 CD47 ECM1 VEGFC LGALS3 PROS1 PIK3CB S100A14 ITGB1 PIK3R1 PLA2G7 MOSPD2 ARTN F2RL1 COL1A1 S1PR1 ITGAV LYST GOLPH3 C3AR1 MAPK3 ANO6 LRCH1 SDC1 APP TNFRSF11A GLG1 ITGA6 ADAM8 PDE4D ITGA5 NCKAP1L GREM1 GRB14 FER GPC1 SLC7A11 L1CAM CD34
GO_SENSORY_PERCEPTION_OF_PAIN	0.00229095074455899	0.0713486167846603	0.551388138040641	1.68385970359887	1	69	ANO1 CCL2 CCK BACE1 RETREG1 P2RY1 CXCL12 CCN3 F2R NDN P2RX7 MAPK3 MECP2
GO_REGULATION_OF_ANATOMICAL_STRUCTURE_SIZE	0.00100502512562814	0.0574801489705572	0.437243459426425	1.4892822741968	0	396	WNT7B PLXNA4 SEMA3A PAK3 PTK2B CAV1 NGF WNT5A SEMA3C MAP2 HTR1B NTN1 ULK2 P2RY1 ADD2 CARMIL1 IQGAP2 FMN1 EPHX2 MSN ARHGAP42 SEMA3B CXCL12 SLC8A1 SLC12A2 BAIAP2L1 ADRA1D PLS1 CDC42EP5 EPHA7 RTN4 F2R CD38 RASA1 ACTR2 MAP1B PTEN LRRK2 LIMA1 GSN FHOD3 PAK1 TMOD3 PDXP P2RX7 BDNF TMOD2 VILL OLFM1 ROCK2 TWF1 JMY RYK DOCK4 PLXNA3 F2RL1 KCNN4 CDC42EP1 MACF1 KANK3 ADCY6 DEPTOR RB1CC1 SPTBN1 DLG1 NCKAP1 CFL2 XK MYO1C ATP7A HMGCR NRCAM ANO6 SCIN ACE NPM1 CLCN3 CDKL5 TMEM123 ATP2B1 SEMA6D ARFGEF1 APLN CDC42EP2 NCKAP1L GCH1 PTPRM
GO_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	0.0285714285714286	0.21102870041922	-0.364020270131804	-1.55346734849349	1	111	CHCHD10 ATP5MF ALKBH7 CNP ATP5F1E HK2 ATP5ME NDUFA13 ATP5IF1 ATP5F1D MICOS13 ATP5F1B TP53 BCL2L11 ATP5MC3 OXA1L TIMM50 HEBP2 TIMM13 PINK1 ATP5F1A BAX ATP5PB IMMT RCC1L MUL1 GSK3A BID STAT3 ATP5PD ROMO1 ATP5F1C BCL2L1 CHCHD3 TMEM14A
GO_REGULATION_OF_MYOBLAST_DIFFERENTIATION	0.00746268656716418	0.109825684172839	0.577954147490848	1.61505523501759	5	41	IGFBP3 RIPOR2 NOTCH1 MBNL3 PLCB1 TBX3 CDON SOX9 MEF2C
GO_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_GROWTH_FACTOR_STIMULUS	0.00107411385606874	0.0574801489705572	0.508490028899887	1.63693390383994	0	118	XDH ADGRA2 THBS1 CAV1 FBN1 NOTCH1 WNT5A SULF1 PMEPA1 CD109 BMPER CAV2 DLX1 NEDD4 CASK TGFBR1 SNX25 EPN2 ONECUT2 CHST11 GLG1 CREB3L1 APLN GREM1 LTBP1 NIBAN2 TOB1 FZD1 SIRT1 GPC1 PRDM16
GO_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	0.05	0.27728813559322	-0.27611075147465	-1.2389768884605	0	228	ADGRF5 TRPV4 COX8A COX6A1 NDUFA3 PPARGC1A SLC25A25 NDUFS3 STK40 NDUFC1 PHKG2 COX4I1 GPD1 NDUFA2 NDUFB10 NDUFA13 NDUFV3 COX6B1 NDUFB7 SIRT3 ATP5F1D NDUFS5 NDUFA12 MDH2 SLC25A23 NDUFS2 CDK1 ISCU TP53 COQ9 NDUFA9 FXN NDUFB2 UQCRC1 GNAS OXA1L NDUFS7 NDUFA1 COX7A2L NOP53 SHMT2 IDH3B DNAJC15 NDUFS8 FLCN NDUFS6 NDUFA4 SDHB PINK1 UQCRQ IDH1 PPP1CC GSK3A PPP1CA MTFR2 BID
GO_REGULATION_OF_PLATELET_AGGREGATION	0.0177514792899408	0.168356058657062	0.688529885148808	1.56885952714385	11	14	PDPN SYK UBASH3B PRKCA C1QTNF1
GO_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT	0.00110619469026549	0.0574801489705572	0.517616317797491	1.62098298015622	0	90	ANK3 MYO5A VAMP7 RP2 VPS54 STEAP2 EXOC2 RABEP1 OPTN MACF1 GOLPH3 SPTBN1 KIF13A VAMP3 RAB10 ANKFY1 EXOC5 VPS13A KRT18 NSF DOP1A SCAMP1 EXOC6B ACSL3 AP1G1 CNST LYPLA1 GGA1 MON2 VAMP5 GGA2 GOLGA4 CCDC22 GOLPH3L OSBPL5 LLGL1 KIF16B EPS15 EXOC8 SCFD1 VTI1A STX4 CCDC91
GO_POSITIVE_REGULATION_OF_VASOCONSTRICTION	0.0144092219020173	0.151328226622344	0.680220734342255	1.65178183846078	9	19	CAV1 ADRA1D F2R CD38
GO_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT	0.00240673886883273	0.0713732590225441	0.583670734192367	1.69754423197495	1	52	ANK3 VAMP7 STEAP2 EXOC2 RABEP1 OPTN MACF1 GOLPH3 SPTBN1 KIF13A VAMP3 RAB10 EXOC5 KRT18 NSF EXOC6B ACSL3 CNST LYPLA1 GGA1 VAMP5 GGA2 GOLGA4 CCDC22 GOLPH3L OSBPL5 LLGL1
GO_PROTEIN_TARGETING_TO_MEMBRANE	0.0222222222222222	0.188045977011494	-0.371567993843933	-1.62440608854948	0	142	RPL36 RPS2 RPS27 RPL32 GET3 RPL41 RPL12 RPL28 RPS21 RPS16 RPL11 RPLP1 RPL18 STOM RPL13 SSR2 RPS28 RPL35A FIS1 RPS23 RPS11 RPS12 RPL15 RPS8 VPS37B RPL10A RPL6 RPS19 RPS26 SGTA SRP14 RPS6 CDK5 RPS3 RPS18 FYN RPS9 TAOK2 RPL37A RPS13 RPS5 RPL7 RPL18A RPL22 ADORA1 RPL19 CDK5R1 RPS14 PEX26 ITGB1BP1 SEC61A1 ERBB2 PEX16 SDCBP
GO_REGULATION_OF_FEEDING_BEHAVIOR	0.00721500721500722	0.109255131768968	0.737786216955597	1.70874236134193	4	15	LEPR CCK SGIP1
GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	0.0140421263791374	0.149324571011318	0.372716589584199	1.27094330060719	13	438	DPYSL3 CCK LRRN1 SYK RIPOR2 PTK2B CAV1 PHLDB2 ADGRL3 CARMIL1 IQGAP2 DOCK11 FLRT2 FMN1 PIP4K2A SYNPO HAS3 MSN KCTD17 BAIAP2L1 CDC42EP5 EEF2K ARHGEF10L ATR DLG5 MAPK9 COL16A1 NIN FMR1 CNOT6 ACTR2 PRKCA MAP1B GSN SH3PXD2B SLF1 PAK1 VSTM5 CD47 CUL4B MET P2RX7 BDNF CCDC88A NAV3 FLNA ASAP1 PMAIP1 ROCK2 SOX9 JMY F2RL1 NOX4 CDC42EP1 TPBG PPM1E RALA TGFBR1 CDH17 DLG1 NCKAP1 MYO1C ATP7A SORBS3 MECP2 LPAR1 SCIN CNOT6L SDC1 CLDN1 CCN2 ATM IL1RAP FNBP1L COBL SEPTIN9 CDC42EP2 ICE1 NCKAP1L SEPTIN7 SLAIN2 IDE FER PALM
GO_BONE_DEVELOPMENT	0.00205761316872428	0.0704383019030397	0.46915553193285	1.55080202896401	1	178	SPARC SPNS2 PLS3 PDGFC CSGALNACT1 FBN1 CCN4 SULF1 LOX HAS2 COL12A1 PIP4K2A MATN2 MBTPS2 COL6A2 FAM20C COL27A1 FAT4 TTC9 SRD5A1 SH3PXD2B SHOX2 LRRK1 AMER1 IMPAD1 SOX9 RUNX2 PRPSAP2 COL1A1 MEF2C SLC10A7 XYLT1 SMAD5 ANO6 SCARA3 MMP16 RFLNB ATP6AP1 RARB INSIG2 ANXA2 GLG1 ANXA6 ZMPSTE24 GREM1 COL6A1 NAB1 SCX COL6A3 PHEX SIGLEC15
GO_NEGATIVE_REGULATION_OF_TRANSPORT	0.00902708124373119	0.120386243285303	0.391914124104064	1.33126709935588	8	344	IL33 ANXA1 MDFIC PTPN22 STK39 THBS1 INHBA PTK2B CAV1 NOTCH1 ANK3 HTR1B P2RY1 APPL2 ABR AKT2 NDFIP1 ENPP1 KALRN PRKG2 LGR4 CCN3 FMR1 F2R UBQLN2 NRG1 MAP1B TNFRSF21 ABCA2 PTEN LRRK2 PKIA CD47 GPM6B IRS1 LGALS3 NEDD4L NEDD4 UBE2J1 F2RL1 ITGAV BCL2 PACSIN2 RAP1A MCTP1 ATP7A VAMP3 HMGCR SNX12 RAB11FIP3 PEA15 PRKCB CALM1 PACSIN3 PID1 TNFAIP3 GCLC CD34 LYPLA1 ANXA4 KCNE3 YWHAQ DYSF ANKRD13B FRMD4A VPS35 SLC30A1 ATG3 PKD2 UBQLN1 WNK1
GO_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION	0.00265604249667995	0.0749187159408344	0.660932284842009	1.73174652222526	1	29	WNT5A PRRX1 FGFR1 SIX1 SHOX2 SOX9 CTNNB1 PDGFA LMNA
GO_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD	0.00720461095100865	0.109255131768968	0.71023634726253	1.72466883203342	4	19	WNT5A SULF1 RDH10 HIF1A FGF10 CTNNB1 AR
