Gene.ID	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10
ENSG00000155254	127.95	118.15	186.67	331.55	191.73	263.09	216.88	294.55	238.37	29.61
ENSG00000229485	0.55	0	0	0	0	0	0	0	0	0
ENSG00000237882	0	0	0	0	0	2.39	0	0	2.34	0
ENSG00000226646	0	2.19	0	0	0	0	1.51	3.45	3.51	0
ENSG00000230224	2.19	15.32	2.04	0	7.57	0	3.78	3.45	6.43	0.45
ENSG00000105988	1.64	6.56	8.86	0	5.05	0	5.29	4.03	4.09	2.24
ENSG00000287732	0	8.75	2.04	0	0	0	0	0.58	0	0.9
ENSG00000235140	0.55	17.5	2.73	93	20.18	7.18	2.27	6.9	0.58	7.18
ENSG00000228828	2.19	21.88	2.73	60.65	22.71	4.78	0.76	9.2	2.92	0
ENSG00000237579	1.64	19.69	0.68	0	0	0	3.02	1.73	1.75	1.35
ENSG00000283232	0	15.32	0.68	0	2.52	16.74	0.76	4.6	2.34	1.35
ENSG00000286876	0	0	0	0	2.52	0	0	0	1.75	0
ENSG00000285254	9.84	13.13	20.44	0	37.84	4.78	0	2.3	3.51	1.35
ENSG00000236842	0	4.38	0	0	0	0	0	1.15	0	0
ENSG00000232075	0.55	0	1.36	0	0	0	0	0	0.58	0
ENSG00000227032	0	0	0	0	0	0	0	0	0	0
ENSG00000099194	10134.37	16391.75	12117.46	37133.53	22395.12	35185.31	7870.24	10231.12	8196.15	4026.83
ENSG00000270075	0	0	0	0	0	0	0	0	0	0
ENSG00000272988	2.19	0	0	0	12.61	0	0	0	0	2.24
ENSG00000236769	0	41.57	0	0	5.05	0	0.76	4.6	1.17	3.14
ENSG00000232230	2.19	59.07	31.34	113.21	85.78	184.17	27.96	42	12.85	22.88
ENSG00000233900	0	0	0	0	0	7.18	1.51	0.58	0	1.79
ENSG00000241935	7.11	35.01	2.73	0	40.37	0	3.78	8.63	6.43	5.38
ENSG00000203942	0	2.19	0	44.48	7.57	0	2.27	3.45	0	0.45
ENSG00000227851	0	0	0	0	0	0	0	0	0	0
ENSG00000166167	504.15	1045.82	630.88	4439.53	2033.4	2587.89	492.69	584.5	538.07	431.62
ENSG00000107447	0.55	35.01	0.68	24.26	2.52	0	0	5.75	0.58	3.14
ENSG00000214626	1.09	21.88	0.68	0	10.09	7.18	6.05	0.58	1.75	0.45
ENSG00000236308	1.09	4.38	1.36	0	20.18	26.31	4.53	2.3	0	5.83
ENSG00000224498	0	10.94	0	0	0	38.27	0.76	1.73	0	0
ENSG00000236626	0	6.56	0	0	10.09	4.78	3.02	0	0	1.35
ENSG00000224301	0	21.88	0.68	48.52	2.52	0	0	2.88	1.75	0.45
ENSG00000230609	0	2.19	0	0	0	0	0	0	0	0.9
ENSG00000229847	26.79	231.92	21.12	198.12	85.78	26.31	12.09	35.67	23.95	20.64
ENSG00000284951	0	15.32	2.04	20.22	12.61	11.96	0	0.58	1.75	0.45
ENSG00000205433	0	0	0	0	0	57.4	0	1.73	0	0.9
ENSG00000236514	1.09	17.5	1.36	52.56	0	0	6.8	1.73	0	2.24
ENSG00000148468	738.18	2955.85	838.67	4374.83	2679.24	4558.71	696.72	784.13	777.61	601.67
ENSG00000189180	995.17	1861.9	1205.89	11175.64	4924.56	4489.35	726.19	973.98	910.23	789.21
ENSG00000165507	27.89	61.26	25.89	0	58.02	9.57	37.03	43.15	32.13	22.88
ENSG00000287969	2.19	0	0.68	20.22	5.05	11.96	0	3.45	2.34	0.45
ENSG00000230967	1.09	0	0	0	0	0	0	0.58	0	0.9
ENSG00000283578	0	0	0	0	0	2.39	0	0	0	0
ENSG00000171160	429.24	527.28	568.88	2078.25	1811.39	2894.04	332.49	314.11	280.43	326.18
ENSG00000213260	6.56	0	7.49	8.09	12.61	19.13	5.29	9.2	6.43	6.73
ENSG00000148834	63.43	111.58	91.29	149.6	105.96	356.37	176.83	163.38	180.53	28.27
ENSG00000165879	24.61	113.77	37.47	97.04	186.69	191.34	37.78	24.74	21.62	30.06
ENSG00000223993	1.09	13.13	0	0	0	0	0	5.18	0.58	1.79
ENSG00000228694	0	8.75	0	0	0	0	2.27	0.58	0	0
ENSG00000196072	478.45	599.48	638.37	998.69	1231.14	2786.41	562.97	420.54	574.88	332.02
ENSG00000225155	0	4.38	0.68	0	7.57	0	0.76	1.73	0.58	0.9
ENSG00000228462	14.22	21.88	20.44	0	78.21	14.35	34	60.98	39.14	9.42
ENSG00000165886	49.76	111.58	93.34	218.34	146.32	112.41	224.43	274.42	299.13	37.69
ENSG00000165644	68.35	70.01	101.51	173.86	322.92	430.52	37.03	22.44	35.64	41.73
ENSG00000234580	0	0	0	0	10.09	0	0	1.73	0	0
ENSG00000119986	6.01	17.5	19.08	0	10.09	2.39	22.67	22.44	21.03	13.01
ENSG00000287779	0	0	0	0	0	0	0	0	0	0
ENSG00000232739	1.64	21.88	2.73	64.69	12.61	23.92	4.53	1.73	1.75	1.79
ENSG00000286344	0	0	0	0	17.66	0	1.51	4.6	0	0.45
ENSG00000052749	201.22	457.27	207.79	1803.3	832.53	1143.27	333.25	352.66	313.73	160.18
ENSG00000229272	1.64	30.63	2.73	0	25.23	102.85	3.02	14.38	7.59	6.73
ENSG00000227186	0	0	0	0	0	0	0	0	0	0
ENSG00000177613	431.97	960.49	517.78	3287.19	1402.69	2071.27	477.58	536.18	500.1	395.28
ENSG00000275312	0	0	0	0	0	0	0	0	0	0.45
ENSG00000270648	0	0	0	0	2.52	0	0	0	0.58	1.79
ENSG00000180628	108.81	140.03	140.35	12.13	37.84	11.96	211.59	174.89	220.25	7.18
ENSG00000213390	60.69	170.66	51.1	343.68	191.73	234.39	105.79	125.99	102.24	40.83
ENSG00000166171	250.43	553.54	392.42	570.1	819.92	1303.51	544.08	472.32	436.42	234.66
ENSG00000166169	90.22	179.41	98.11	376.03	222.01	272.66	114.11	126.57	106.91	34.55
ENSG00000224907	0	0	1.36	0	2.52	4.78	0	0	0	1.79
ENSG00000214807	0	35.01	5.45	0	2.52	4.78	4.53	8.63	2.92	0.9
ENSG00000270623	0	0	0	0	2.52	114.8	0	0.58	0	0.45
ENSG00000230809	0	2.19	0.68	4.04	22.71	0	0.76	4.03	0	4.04
ENSG00000227492	3.83	15.32	2.04	64.69	12.61	4.78	1.51	3.45	2.92	3.14
ENSG00000165669	533.68	1505.28	606.35	2648.35	1710.48	2523.32	615.87	634.55	524.64	367.91
ENSG00000286609	0	4.38	0	0	0	0	0	0.58	0	0
ENSG00000287077	7.66	19.69	6.13	117.26	27.75	62.19	0	6.33	0.58	0.9
ENSG00000233334	0	13.13	1.36	93	0	9.57	0.76	0	0	3.14
ENSG00000107829	173.34	417.89	196.21	3052.68	850.19	693.61	178.34	264.64	170.01	136.4
ENSG00000227128	0	94.08	4.09	80.87	20.18	4.78	6.8	14.96	4.09	7.63
ENSG00000155265	273.4	437.58	267.75	1326.2	930.92	1858.4	182.87	219.76	166.51	172.74
ENSG00000232985	0	0	0	0	0	0	0	0	0	0.45
ENSG00000232728	0	8.75	0	0	2.52	0	0	0	0.58	0.45
ENSG00000227695	0	21.88	0	0	7.57	0	0	3.45	2.34	2.69
ENSG00000237592	0	0	0	0	0	0	0	0	0	0.45
ENSG00000236900	0	0	0	0	0	0	0	0	2.34	0
ENSG00000148843	696.62	1398.07	750.78	5256.27	2252.88	3099.73	751.13	872.15	782.87	350.41
ENSG00000258539	0	0	2.04	0	30.27	0	1.51	5.18	3.51	4.04
ENSG00000274461	10.39	142.21	12.26	76.82	146.32	43.05	21.91	50.05	35.64	27.37
ENSG00000249967	0	0	0	0	0	0	0	0	0	0
ENSG00000203837	0	4.38	0.68	16.17	10.09	0	0.76	1.73	3.51	1.79
ENSG00000231188	0	2.19	0	0	5.05	0	0	1.73	1.75	1.35
ENSG00000231471	0	0	0	0	0	0	0.76	0	0	0
ENSG00000227356	1.64	37.19	0	0	15.14	0	0	4.03	1.75	1.35
ENSG00000270333	0	0	0	0	2.52	0	0.76	0	0	0
ENSG00000107581	6471.91	17929.84	5916.34	74311.53	18169.39	20511.81	7858.15	9472.3	10089.05	3056.8
ENSG00000185875	67.8	183.78	85.84	432.63	163.98	399.43	55.16	71.91	77.7	71.79
ENSG00000072422	256.45	746.07	309.31	1115.95	754.32	880.17	327.2	355.53	316.07	132.81
ENSG00000120563	0	0	2.04	0	0	0	2.27	4.03	1.17	1.35
ENSG00000234544	0	0	0	0	0	0	0	0	0	0
ENSG00000120029	153.1	328.19	241.86	1249.37	671.07	1229.37	188.92	254.28	193.38	163.32
ENSG00000228261	0	8.75	1.36	20.22	7.57	4.78	5.29	0	0	0.45
ENSG00000237002	0	0	0	0	10.09	11.96	1.51	1.73	1.17	0.9
ENSG00000270902	0	2.19	0	36.39	2.52	14.35	0.76	2.88	0	0
ENSG00000204172	13.67	24.07	5.45	80.87	65.59	224.83	17.38	17.26	15.19	16.15
ENSG00000171314	554.45	697.94	730.34	938.04	746.76	1899.06	699.74	719.7	706.33	417.71
ENSG00000095596	1.09	24.07	2.04	32.35	7.57	0	12.09	5.75	7.01	2.24
ENSG00000231508	0	0	0	0	0	0	0	0	1.17	0
ENSG00000148541	241.14	404.76	287.51	1625.4	928.4	612.29	164.73	210.56	232.52	188.44
ENSG00000156671	370.73	805.15	471.45	1686.05	1079.77	1523.56	377.08	443.56	352.29	337.85
ENSG00000234569	0	4.38	0	0	5.05	0	2.27	0	1.17	1.35
ENSG00000287427	0	4.38	2.04	0	0	0	0	2.3	0	0.45
ENSG00000236058	2.19	21.88	4.09	16.17	12.61	7.18	6.05	13.23	15.77	7.63
ENSG00000285615	0.55	43.76	0	0	2.52	0	3.02	1.15	0	2.69
ENSG00000148841	42.65	234.11	51.78	105.13	58.02	62.19	117.88	166.84	116.26	45.32
ENSG00000120051	4.37	30.63	3.41	113.21	12.61	9.57	11.33	24.74	19.86	7.18
ENSG00000138346	30.07	50.32	46.33	194.08	138.76	365.94	40.81	57.53	43.23	21.98
ENSG00000216740	2.19	24.07	0.68	8.09	5.05	0	3.78	2.3	0.58	1.79
ENSG00000234149	1.64	0	1.36	0	0	0	0	0	1.17	0
ENSG00000231398	0	0	0	0	0	0	0	0	0	0.45
ENSG00000287231	0.55	4.38	0	0	0	0	0.76	0.58	0.58	1.79
ENSG00000229981	1.64	85.33	6.13	28.3	93.34	9.57	2.27	19.56	6.43	18.84
ENSG00000235742	0	0	0	28.3	0	0	0	0	0.58	0.45
ENSG00000231138	0	35.01	1.36	0	7.57	57.4	0	4.03	2.92	0.45
ENSG00000232935	0	0	0	0	0	0	0	0	0	0
ENSG00000271343	0	4.38	0.68	0	12.61	2.39	0.76	1.73	2.92	0.45
ENSG00000107593	2.73	48.13	10.22	218.34	22.71	71.75	3.78	12.66	4.67	2.24
ENSG00000229775	2.73	24.07	2.04	190.03	42.89	33.48	6.8	9.78	2.92	6.73
ENSG00000238215	0	15.32	1.36	44.48	10.09	0	0	1.15	0	0
ENSG00000286289	3.83	10.94	0.68	0	27.75	105.24	2.27	4.03	5.26	7.18
ENSG00000230018	0	0	0	0	0	0	0	0	0	0
ENSG00000236799	2.73	0	0	0	2.52	0	0	1.15	0.58	2.69
ENSG00000196932	0	19.69	2.04	0	17.66	0	0	6.33	0	4.04
ENSG00000108100	550.63	732.95	581.14	1411.11	1180.68	1502.03	1157.68	1118.38	1229.22	261.13
ENSG00000237242	0	0	0.68	0	0	0	0	0.58	0	0
ENSG00000119979	82.02	124.71	73.58	278.99	148.85	303.75	98.99	97.8	109.25	52.05
ENSG00000151893	291.44	621.36	340.65	1661.79	877.94	1162.4	330.23	449.31	344.7	193.83
ENSG00000181274	130.68	194.72	144.43	606.49	592.86	645.78	153.4	148.43	132.04	116.21
ENSG00000236762	2.73	2.19	0.68	0	0	0	2.27	1.15	2.92	1.79
ENSG00000282863	0	10.94	0	16.17	10.09	0	2.27	5.18	5.84	0.9
ENSG00000107560	291.99	411.33	340.65	1427.28	1049.5	1320.26	252.39	383.72	302.63	253.5
ENSG00000227437	1.09	0	0	32.35	12.61	0	6.05	6.9	1.17	3.14
ENSG00000236171	0.55	6.56	0	0	0	0	0	0	1.75	0.9
ENSG00000188620	4.92	19.69	10.9	64.69	30.27	0	2.27	2.3	4.67	2.69
ENSG00000203434	0	0	0	0	0	0	0	0	0	0
ENSG00000234542	0	4.38	3.41	0	0	0	0	1.15	0	0.45
ENSG00000151553	431.97	441.96	414.23	2138.9	1422.87	2181.29	332.49	394.08	406.62	312.72
ENSG00000274599	0	0	0	0	0	0	0	0	0	0
ENSG00000271434	0	0	0	0	0	0	0	0.58	0	0
ENSG00000213574	1.64	19.69	4.77	24.26	35.32	57.4	5.29	10.36	1.75	3.59
ENSG00000189319	212.7	522.91	238.45	1212.99	777.03	1619.23	133	179.49	123.86	199.21
ENSG00000227307	0	4.38	0	0	2.52	0	0	0	1.17	2.24
ENSG00000229649	3.28	39.38	2.04	16.17	10.09	4.78	15.11	10.93	4.67	5.38
ENSG00000232259	0	0	0.68	0	0	0	1.51	3.45	0.58	0
ENSG00000234806	2.19	6.56	2.73	44.48	15.14	0	5.29	4.03	2.92	1.35
ENSG00000270294	0	6.56	0	0	0	2.39	0	0.58	0	0
ENSG00000213185	3.28	17.5	2.73	177.9	32.8	69.36	1.51	1.73	4.67	2.24
ENSG00000287361	0	8.75	0	0	0	0	0	1.15	0	0
ENSG00000119973	149.28	258.17	237.77	1572.84	1173.11	1726.86	24.94	27.04	16.94	25.13
ENSG00000232437	0.55	10.94	0	0	0	0	0	0.58	1.17	0
ENSG00000138152	1.64	48.13	2.04	0	5.05	2.39	2.27	11.51	0.58	3.59
ENSG00000065154	270.67	446.33	425.13	1508.15	1082.29	2494.61	326.45	370.49	337.1	288.05
ENSG00000213025	8.2	26.25	10.9	68.74	42.89	16.74	40.81	31.64	32.13	33.65
ENSG00000276490	0	0	0	0	0	0	0	0	0	0
ENSG00000170430	45.38	63.45	49.05	80.87	90.82	93.28	71.79	70.19	75.37	44.87
ENSG00000156398	25.15	207.85	38.15	376.03	209.39	330.06	34.76	66.73	42.06	29.61
ENSG00000148824	96.78	78.76	161.47	525.63	355.72	707.96	86.15	144.98	148.98	63.71
ENSG00000225899	0	0	0.68	0	0	0	0	1.15	0	0.45
ENSG00000095574	144.9	164.09	184.63	456.89	446.54	585.98	130.73	182.95	156.57	91.98
ENSG00000237169	0.55	0	1.36	0	10.09	0	1.51	4.6	0.58	3.14
ENSG00000166272	225.83	343.5	293.64	962.3	613.05	966.27	338.54	368.77	347.03	133.7
ENSG00000234309	0	0	0	0	0	0	0	0	0	0
ENSG00000279626	0	0	0	0	0	0	0	0	0	0
ENSG00000107949	463.14	1389.32	562.75	3194.19	2368.93	2099.97	862.97	755.94	761.83	408.74
ENSG00000270965	1.09	8.75	1.36	0	0	0	0	2.3	0	0.45
ENSG00000068383	277.77	321.62	327.02	853.13	592.86	873	157.93	176.04	127.36	85.25
ENSG00000227143	0	17.5	1.36	97.04	12.61	0	0.76	2.88	1.17	4.49
ENSG00000277687	4.37	13.13	3.41	0	17.66	16.74	3.78	2.88	5.84	2.69
ENSG00000182022	245.51	573.23	309.31	2474.49	1670.11	2929.92	261.46	335.4	269.33	164.66
ENSG00000278831	0.55	0	1.36	0	0	0	2.27	1.15	0.58	0.9
ENSG00000287609	1.09	28.44	3.41	20.22	12.61	7.18	4.53	6.33	0	5.83
ENSG00000232823	0	0	0	0	0	0	0	0.58	0	0
ENSG00000236818	0	4.38	0.68	0	0	0	0	0	0	1.35
ENSG00000138162	1046.57	1702.19	1331.24	7059.58	3443.66	7892.84	906.8	1150.02	868.16	705.31
ENSG00000223381	0	10.94	0	0	0	0	0	2.3	0	0.45
ENSG00000148702	1.09	32.82	0.68	24.26	30.27	0	0.76	1.73	0	8.52
ENSG00000233135	0	0	0	0	2.52	0	0	0	0	0
ENSG00000186795	0	26.25	0	0	0	0	0	2.88	1.17	0
ENSG00000227076	0	6.56	0	0	5.05	0	0	2.3	5.26	0
ENSG00000278484	0	37.19	2.04	16.17	7.57	0	0.76	1.15	0.58	1.35
ENSG00000229544	13.67	56.89	16.35	0	45.41	86.1	8.31	5.18	4.67	3.14
ENSG00000107902	69.99	35.01	104.92	125.34	138.76	126.76	137.53	119.66	109.25	69.1
ENSG00000225208	1.09	61.26	2.04	32.35	12.61	0	0	1.73	0	3.14
ENSG00000089876	173.88	290.99	204.39	566.06	340.58	483.14	278.84	321.02	278.68	102.3
ENSG00000280561	0	0	0	0	0	0	0	0	0	0
ENSG00000237675	0	4.38	0	0	2.52	0	0	1.15	0	0
ENSG00000166033	31.17	50.32	50.42	24.26	12.61	133.94	48.36	69.61	56.09	6.28
ENSG00000288107	0	15.32	1.36	0	27.75	19.13	1.51	4.6	2.34	6.28
ENSG00000148773	84.21	441.96	72.22	679.27	116.05	78.93	213.85	357.84	305.55	33.2
ENSG00000287047	0.55	35.01	0	0	10.09	4.78	1.51	0.58	2.34	0
ENSG00000165650	339.02	824.84	414.91	1597.1	1140.32	1480.5	314.36	397.53	340.02	183.06
ENSG00000276904	0	0	0	0	0	0	0	0	0	0
ENSG00000203795	0.55	2.19	0	0	2.52	0	0	0	0	2.69
ENSG00000175018	0	21.88	0	0	0	0	0	2.3	0	0.45
ENSG00000234952	0	13.13	0	0	2.52	0	1.51	4.03	0	0
ENSG00000230098	1.09	0	0.68	0	17.66	0	0.76	0	0.58	0
ENSG00000231104	0	4.38	2.73	0	0	9.57	1.51	1.73	1.75	0.45
ENSG00000203791	85.3	266.92	95.38	371.98	338.06	478.35	71.79	113.33	82.38	58.33
ENSG00000077147	1479.09	3196.52	1873.55	7924.84	3721.17	6728.05	2128.71	2389.22	2323.48	998.74
ENSG00000285955	0	24.07	0	68.74	0	0	4.53	4.03	2.34	0.9
ENSG00000225424	0	0	1.36	0	0	0	0	0	0.58	0
ENSG00000171307	307.85	472.59	466.68	1597.1	1347.19	1420.71	454.91	449.88	393.77	277.28
ENSG00000183605	54.13	91.89	64.72	36.39	179.12	112.41	77.08	79.97	96.4	36.79
ENSG00000283095	0	4.38	0.68	0	0	0	0	2.88	0.58	0.9
ENSG00000224190	0.55	2.19	0	32.35	0	0	2.27	0	0	0.45
ENSG00000276164	0	0	0	0	0	0	0	0	0	0
ENSG00000154485	5.47	172.84	28.61	295.16	161.46	342.02	19.65	32.22	16.36	14.81
ENSG00000287327	0	0	0	56.61	0	0	0	0	0	0
ENSG00000175470	342.84	1198.97	408.09	2227.85	1551.54	2468.31	279.6	348.06	295.62	276.83
ENSG00000177640	74.91	255.98	54.5	836.96	406.17	437.69	61.21	69.61	64.85	75.38
ENSG00000213543	0	0	0	0	0	0	0	0	0	0
ENSG00000287326	0.55	61.26	1.36	24.26	17.66	9.57	3.02	2.3	0	2.24
ENSG00000234677	0	6.56	0	4.04	12.61	0	3.02	0	2.34	1.35
ENSG00000280337	0	0	0	0	0	0	0	0	0	0
ENSG00000287466	2.73	30.63	0	0	37.84	0	0	6.33	0	2.69
ENSG00000280953	0	41.57	4.09	24.26	2.52	0	0.76	6.33	1.75	7.63
ENSG00000138161	0	10.94	0	0	7.57	11.96	0	3.45	0	2.24
ENSG00000188916	56.32	26.25	60.63	578.19	416.27	698.4	26.45	33.94	20.45	52.49
ENSG00000276964	0	0	0	0	0	0	0	0	0	0
ENSG00000234134	0	0	0	0	0	0	2.27	4.03	0.58	0.45
ENSG00000287655	0.55	8.75	0	0	12.61	0	1.51	2.3	0.58	0
ENSG00000180745	0	0	0	0	10.09	0	0	4.03	1.17	0.45
ENSG00000213170	4.37	0	0	0	0	0	0	1.73	0	0
ENSG00000234109	1.64	0	0	4.04	0	0	2.27	1.73	0	0
ENSG00000233435	0.55	2.19	2.04	28.3	58.02	14.35	0.76	2.3	2.34	2.69
ENSG00000120008	294.18	695.75	381.52	1471.76	857.76	1822.53	466.24	581.05	477.31	233.31
ENSG00000165672	384.4	310.68	560.7	849.09	875.42	2207.6	589.42	510.87	553.85	279.97
ENSG00000171311	117.56	159.72	135.58	521.58	302.74	296.58	150.38	157.06	169.43	70.44
ENSG00000234640	0.55	0	0	0	2.52	0	1.51	0	1.75	0
ENSG00000236991	2.73	50.32	2.04	0	27.75	131.55	8.31	12.08	4.09	3.59
ENSG00000188613	118.66	100.64	159.42	978.47	905.69	1707.72	64.99	69.04	52.58	95.12
ENSG00000286114	0	0	0	0	0	0	0	0	0	0
ENSG00000203780	19.68	107.21	25.89	93	65.59	7.18	51.39	54.65	73.61	14.81
ENSG00000258114	0	8.75	0	109.17	0	2.39	0	4.6	0	1.35
ENSG00000235180	0	8.75	0	0	10.09	0	0	2.88	0	0
ENSG00000278641	0	0	0	0	0	0	0	0	0	0
ENSG00000196177	149.82	194.72	181.22	679.27	421.31	664.91	199.5	239.9	206.82	157.04
ENSG00000228021	0	32.82	3.41	4.04	22.71	9.57	8.31	5.75	1.75	4.04
ENSG00000214297	0	10.94	4.09	0	17.66	0	0	0.58	0	0.45
ENSG00000237635	0	0	0	0	0	0	0	0	0	0
ENSG00000203867	211.06	608.24	272.52	1916.52	1137.79	1212.63	281.86	363.01	352.87	222.54
ENSG00000108039	269.02	424.45	338.6	865.26	948.58	1545.08	454.91	496.48	484.91	226.13
ENSG00000275610	0	0	0	0	0	0	0	0	0	0
ENSG00000186766	4.37	205.66	2.04	359.85	35.32	2.39	19.65	16.68	12.85	4.94
ENSG00000176584	4.92	98.46	3.41	28.3	22.71	0	3.78	8.63	2.34	5.83
ENSG00000165646	2.73	41.57	8.18	32.35	22.71	4.78	4.53	5.75	3.51	5.83
ENSG00000285582	3.83	80.95	8.86	0	35.32	33.48	5.29	12.66	8.18	13.01
ENSG00000229455	0.55	85.33	13.63	161.73	151.37	7.18	9.82	16.68	9.35	9.42
ENSG00000165660	220.36	260.36	247.99	562.02	726.57	951.92	182.12	193.88	239.53	139.54
ENSG00000287768	0	2.19	0	0	0	0	0	0.58	0.58	0
ENSG00000187164	708.65	1391.5	872.05	5074.32	2666.63	3946.42	535.01	679.43	671.28	534.37
ENSG00000272933	25.7	87.52	32.7	129.39	121.1	246.35	25.69	43.15	20.45	27.37
ENSG00000154478	15.86	225.35	21.12	699.49	204.35	112.41	18.89	43.72	26.29	43.07
ENSG00000107518	341.2	641.05	390.38	1006.78	807.3	877.78	228.97	274.99	203.31	231.07
ENSG00000285529	0	4.38	0.68	36.39	5.05	0	0.76	1.15	2.34	2.69
ENSG00000229466	0	28.44	4.09	16.17	12.61	0	2.27	4.03	0	3.59
ENSG00000236426	1.64	4.38	0.68	0	0	0	3.02	2.3	0	1.35
ENSG00000234016	0	17.5	0	0	2.52	0	0	0	0	0.45
ENSG00000165752	152.56	450.71	173.05	869.31	580.25	1262.85	151.89	172.59	177.02	186.65
ENSG00000213147	0	0	0	0	0	0	0	0	0	0
ENSG00000188690	540.24	901.41	554.57	2183.37	1791.21	3212.15	530.48	691.51	536.32	535.27
ENSG00000232342	0	0	2.04	0	2.52	0	0	1.73	0	0.9
ENSG00000183559	0	37.19	0	0	22.71	0	0	4.03	1.17	1.79
ENSG00000278761	0	0	0	0	0	0	0	0	0	0
ENSG00000271670	6.01	15.32	2.04	8.09	2.52	19.13	3.78	0.58	7.01	4.04
ENSG00000154473	538.05	557.91	760.32	1593.05	1281.6	2599.85	565.99	537.33	524.64	406.05
ENSG00000228485	0	0	0	0	2.52	0	0	1.15	1.17	0.45
ENSG00000233409	0	0	0	0	0	0	0	0	1.17	0
ENSG00000213438	0	0	1.36	0	2.52	0	2.27	0	0	0.45
ENSG00000230468	0	2.19	0	16.17	0	0	0	1.15	0	1.79
ENSG00000286295	0.55	37.19	2.04	0	15.14	0	3.02	4.03	0.58	0.45
ENSG00000119965	113.73	133.46	129.45	246.64	449.06	1059.55	93.7	87.45	101.07	98.26
ENSG00000254636	2.19	15.32	0	0	10.09	0	1.51	4.03	3.51	2.24
ENSG00000107938	191.93	457.27	230.96	1500.06	736.67	1408.75	210.83	311.81	246.54	148.51
ENSG00000277879	16.95	10.94	8.18	40.43	17.66	33.48	6.05	10.93	7.01	7.18
ENSG00000287358	11.48	41.57	14.31	117.26	40.37	124.37	11.33	9.78	5.84	10.32
ENSG00000278664	0	0	0	0	0	0	0	0	0	0
ENSG00000254536	8.75	30.63	6.81	0	25.23	47.84	7.56	8.63	8.76	0.9
ENSG00000226428	0	0	0	0	0	0	0	0	0.58	0
ENSG00000279725	0	2.19	0	0	0	0	0	2.88	1.75	5.38
ENSG00000176769	64.52	54.7	69.49	363.9	237.15	224.83	44.58	27.61	37.97	43.07
ENSG00000223528	2.73	105.02	10.9	145.56	70.64	145.9	9.07	30.49	10.52	13.01
ENSG00000198873	179.9	470.4	318.16	2268.28	1324.48	2267.4	266.75	277.87	223.76	267.41
ENSG00000203876	3.83	52.51	17.03	109.17	35.32	16.74	17.38	29.34	17.53	12.56
ENSG00000272627	0	0	0	0	0	4.78	0.76	0	0	0
ENSG00000233477	0	0	0.68	0	7.57	0	0	0.58	0	0
ENSG00000226557	0.55	2.19	0	0	0	0	0	0	0	0.9
ENSG00000278790	0	0	0	0	0	0	0	0	0	0
ENSG00000227096	0.55	13.13	0	0	0	0	1.51	0	2.34	1.79
ENSG00000224023	2.19	39.38	10.9	84.91	50.46	0	6.05	13.81	6.43	9.87
ENSG00000286088	0	4.38	0	0	15.14	0	0	0	0	0
ENSG00000232805	0	0	0	0	0	0	0.76	0.58	0	0.9
ENSG00000228484	1.64	30.63	4.09	161.73	27.75	4.78	12.09	14.96	2.34	11.22
ENSG00000280446	0.55	4.38	0	12.13	0	0	0	0.58	1.17	0
ENSG00000287936	0.55	17.5	2.04	88.95	0	9.57	2.27	5.75	0	0.9
ENSG00000075290	4.37	19.69	4.09	121.3	5.05	0	5.29	4.6	0.58	4.94
ENSG00000270778	0	0	0.68	0	0	0	0	0	0	0
ENSG00000265763	25.15	39.38	34.75	68.74	20.18	241.57	25.69	42	17.53	18.84
ENSG00000271353	0	0	1.36	0	2.52	0	3.02	1.73	0.58	3.14
ENSG00000263041	0	4.38	0	0	7.57	0	0.76	3.45	0	0
ENSG00000277274	0	0	0	0	0	0	0	0	0	0
ENSG00000276046	0	0	0	0	0	0	0	0	0	0
ENSG00000273312	3.28	19.69	4.77	60.65	25.23	4.78	3.02	10.93	0.58	8.52
ENSG00000232334	0	0	0	0	0	0	0	0	0	0
ENSG00000227586	0	4.38	2.04	24.26	25.23	2.39	2.27	4.03	0	3.14
ENSG00000182645	0	2.19	0	8.09	0	16.74	1.51	4.03	0	1.35
ENSG00000148908	411.74	389.45	523.91	2688.78	2237.75	3499.16	419.39	391.2	458.04	566.67
ENSG00000237618	0	30.63	0.68	16.17	22.71	0	0	5.18	0	0.45
ENSG00000226253	0	0	0	0	0	0	0	0	0	0
ENSG00000234474	0.55	50.32	2.04	0	32.8	21.53	3.02	3.45	3.51	6.28
ENSG00000185737	423.77	584.17	604.99	2935.42	1306.82	1392.01	347.61	396.96	312.56	277.73
ENSG00000148704	21.33	105.02	28.61	24.26	63.07	21.53	15.87	14.38	4.09	10.32
ENSG00000234811	0	0	0	0	2.52	0	0	0.58	0.58	0.45
ENSG00000282875	0	0	0	0	0	0	0	0	0	0
ENSG00000237417	2.73	4.38	0.68	0	10.09	0	10.58	7.48	3.51	2.69
ENSG00000215760	0	13.13	0.68	0	10.09	4.78	0	2.88	0	0
ENSG00000095485	55.77	161.9	65.4	367.94	229.58	435.3	86.15	81.69	68.35	51.6
ENSG00000177291	0	0	2.73	0	5.05	0	3.78	1.73	0.58	2.69
ENSG00000165832	279.41	586.36	385.61	950.17	895.6	2119.11	236.52	272.69	216.16	255.74
ENSG00000229418	0	15.32	0	0	5.05	0	0	0	0	0
