Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm
BTNL8	1.3109	0.933074	1.73243	0.538592	0.590168	NA	1	1	1	2	0.84	0.81	1.25	2.35
BTNL9	43.3631	1.86318	0.422662	4.40819	1.04238e-05	2.42858e-05	21	24	36	78	17.66	19.48	44.86	91.46
BTRC	275.879	1.46507	0.154281	9.49612	2.17858e-21	1.12428e-20	174	181	320	351	146.32	146.89	398.75	411.55
BUB1	184.433	-7.07217	0.685661	-10.3144	6.06667e-25	3.47748e-24	389	500	2	2	327.11	405.78	2.49	2.35
BUB1B	153.424	-5.88702	0.519476	-11.3326	9.04625e-30	5.89401e-29	367	364	4	4	308.61	295.41	4.98	4.69
BUB3	440.229	-1.29469	0.129069	-10.031	1.11386e-23	6.1691e-23	713	803	202	220	599.56	651.69	251.71	257.95
BUD13	115.99	-0.951964	0.237537	-4.00764	6.13278e-05	0.000133672	173	198	57	74	145.48	160.69	71.03	86.77
BUD31	187.119	-0.514165	0.190437	-2.69992	0.00693564	0.0119942	233	301	126	129	195.93	244.28	157.01	151.25
BVES	44.1314	0.398843	0.362809	1.09932	0.271629	0.33823	47	45	43	40	39.52	36.52	53.58	46.9
BYSL	212.223	-1.85724	0.19059	-9.74467	1.94415e-22	1.03747e-21	401	405	65	87	337.2	328.69	81	102.01
BZRAP1	715.09	4.51162	0.149192	30.2404	6.97935e-201	3.46911e-199	72	73	1073	1197	60.54	59.24	1337.07	1403.5
BZW1	169.746	-1.60529	0.208884	-7.6851	1.5288e-14	6.06473e-14	282	338	62	77	237.13	274.31	77.26	90.28
BZW2	227.738	-2.53317	0.201869	-12.5485	4.04925e-36	3.08503e-35	443	499	45	66	372.52	404.97	56.07	77.39
C10orf10	367.084	1.23148	0.134614	9.14828	5.78478e-20	2.85432e-19	251	280	406	447	211.07	227.24	505.92	524.11
C10orf105	31.5757	4.29614	0.643669	6.67446	2.48136e-11	8.48528e-11	2	5	45	55	1.68	4.06	56.07	64.49
C10orf107	4.10788	0.52726	1.12888	0.467065	0.640454	0.699496	4	4	6	2	3.36	3.25	7.48	2.35
C10orf108	8.18658	0.106116	0.817582	0.129792	0.896731	0.916368	11	8	8	6	9.25	6.49	9.97	7.04
C10orf11	13.2734	-1.07824	0.678724	-1.58862	0.112145	0.155047	18	26	6	8	15.14	21.1	7.48	9.38
C10orf110	24.7814	1.14896	0.502513	2.28644	0.0222287	0.0352262	22	15	22	35	18.5	12.17	27.41	41.04
C10orf111	3.46614	1.14449	1.21546	0.941611	0.346392	0.417517	2	3	5	3	1.68	2.43	6.23	3.52
C10orf114	40.1259	0.725908	0.382603	1.89729	0.0577898	0.0851011	39	34	38	45	32.79	27.59	47.35	52.76
C10orf116	91.7099	3.71642	0.341649	10.8779	1.46901e-27	8.99659e-27	15	16	128	155	12.61	12.99	159.5	181.74
C10orf118	45.3164	1.20753	0.367187	3.28859	0.00100691	0.00193698	36	30	48	57	30.27	24.35	59.81	66.83
C10orf119	243.502	-1.32242	0.1684	-7.85287	4.0661e-15	1.65071e-14	402	441	114	116	338.04	357.9	142.06	136.01
C10orf12	29.2307	-0.749641	0.452235	-1.65764	0.0973905	0.136367	42	47	17	19	35.32	38.14	21.18	22.28
C10orf125	34.03	-2.27184	0.482209	-4.71133	2.46109e-06	6.0803e-06	63	74	11	8	52.98	60.06	13.71	9.38
C10orf128	6.15837	-0.0348354	0.943086	-0.0369377	0.970535	0.97677	10	5	6	4	8.41	4.06	7.48	4.69
C10orf129	1.51379	0.464384	1.64212	0.282795	0.777334	NA	1	2	1	2	0.84	1.62	1.25	2.35
C10orf137	88.7871	-0.217372	0.261313	-0.831844	0.405497	0.477635	122	109	63	73	102.59	88.46	78.5	85.59
C10orf140	23.0121	1.68714	0.532058	3.17098	0.00151927	0.00286327	15	11	34	24	12.61	8.93	42.37	28.14
C10orf18	274.703	-1.00931	0.158505	-6.36767	1.91923e-10	6.23146e-10	413	477	140	162	347.29	387.12	174.45	189.95
C10orf2	189.529	-1.97652	0.202701	-9.75093	1.82784e-22	9.76887e-22	343	390	58	69	288.43	316.51	72.27	80.9
C10orf25	16.472	-0.664147	0.594989	-1.11623	0.264322	0.330708	26	23	10	11	21.86	18.67	12.46	12.9
C10orf26	303.064	0.415288	0.143892	2.88611	0.00390037	0.0069797	308	321	268	306	259	260.51	333.96	358.79
C10orf28	67.1807	-0.893089	0.310639	-2.875	0.00404022	0.00721745	100	112	31	47	84.09	90.9	38.63	55.11
C10orf32	44.1942	1.09858	0.369033	2.97692	0.00291164	0.00528583	30	38	47	53	25.23	30.84	58.57	62.14
C10orf35	137.121	2.70194	0.241678	11.1799	5.11503e-29	3.26002e-28	48	40	186	208	40.36	32.46	231.78	243.88
C10orf46	205.564	-0.0781824	0.172613	-0.452936	0.650595	0.708587	259	252	161	170	217.79	204.52	200.62	199.33
C10orf47	54.5907	-2.31542	0.386836	-5.98553	2.15693e-09	6.585e-09	98	123	13	17	82.41	99.82	16.2	19.93
C10orf54	226.087	3.14303	0.200613	15.6672	2.53578e-55	2.82494e-54	50	61	322	351	42.04	49.51	401.24	411.55
C10orf55	2.46734	-1.4406	1.44751	-0.995224	0.319628	0.390569	5	4	1	1	4.2	3.25	1.25	1.17
C10orf57	68.2155	-0.254786	0.295902	-0.861046	0.389213	0.460729	82	98	49	54	68.95	79.53	61.06	63.32
C10orf58	256.851	0.978488	0.161819	6.0468	1.4775e-09	4.5585e-09	186	233	280	284	156.41	189.1	348.91	332.99
C10orf62	3.22645	1.41558	1.26252	1.12123	0.262189	0.328644	2	2	3	5	1.68	1.62	3.74	5.86
C10orf67	1.83265	0.836056	1.54252	0.542006	0.587814	NA	2	1	2	2	1.68	0.81	2.49	2.35
C10orf68	1.53219	0.480295	1.63802	0.293217	0.769356	NA	1	2	2	1	0.84	1.62	2.49	1.17
C10orf71	6.56918	-3.06676	1.16923	-2.6229	0.00871844	0.0148561	11	18	1	1	9.25	14.61	1.25	1.17
C10orf72	96.2829	1.74165	0.26171	6.65489	2.83513e-11	9.66865e-11	55	52	112	134	46.25	42.2	139.56	157.12
C10orf76	144.919	0.46173	0.203212	2.27216	0.0230767	0.0364812	149	146	135	143	125.29	118.49	168.22	167.67
C10orf78	14.2593	-0.807662	0.645738	-1.25076	0.211023	0.27197	25	19	9	8	21.02	15.42	11.21	9.38
C10orf79	4.54109	1.3417	1.11296	1.20552	0.228001	0.290776	1	5	5	6	0.84	4.06	6.23	7.04
C10orf81	3.08335	-1.83325	1.36841	-1.3397	0.180344	0.236527	6	6	1	1	5.05	4.87	1.25	1.17
C10orf82	4.39396	-0.0920397	1.07742	-0.085426	0.931923	0.944192	5	6	4	3	4.2	4.87	4.98	3.52
C10orf84	64.5643	0.548589	0.303959	1.80481	0.0711038	0.102665	56	71	63	64	47.09	57.62	78.5	75.04
C10orf88	34.3582	0.252602	0.410845	0.614837	0.538663	0.607727	34	42	28	34	28.59	34.09	34.89	39.87
C10orf90	42.007	1.97209	0.396452	4.97434	6.54691e-07	1.69054e-06	19	22	55	56	15.98	17.85	68.54	65.66
C10orf91	2.94137	-1.07072	1.3511	-0.792478	0.428082	0.500241	2	8	1	2	1.68	6.49	1.25	2.35
C10orf93	5.17851	2.68526	1.14918	2.33667	0.0194563	0.0312048	1	2	9	6	0.84	1.62	11.21	7.04
C10orf95	40.3578	0.225741	0.377441	0.598084	0.549784	0.61789	45	45	36	36	37.84	36.52	44.86	42.21
C10orf96	2.26445	-1.28304	1.48338	-0.86494	0.387072	0.458528	5	3	1	1	4.2	2.43	1.25	1.17
C11orf1	39.6054	-1.07327	0.400638	-2.6789	0.0073865	0.0127162	70	60	22	20	58.86	48.69	27.41	23.45
C11orf10	210.222	-1.24519	0.188562	-6.60359	4.01328e-11	1.35914e-10	347	370	83	124	291.79	300.28	103.43	145.39
C11orf16	1.42356	-0.371254	1.68941	-0.219753	0.826063	NA	1	3	1	1	0.84	2.43	1.25	1.17
C11orf17	94.6534	0.0178918	0.252354	0.0708994	0.943478	0.954301	108	120	70	88	90.82	97.39	87.23	103.18
C11orf2	1269.38	0.895439	0.0810549	11.0473	2.25874e-28	1.41593e-27	1098	1050	1294	1441	923.3	852.15	1612.46	1689.6
C11orf20	8.97813	3.55251	1.0275	3.45742	0.000545376	0.00107992	2	1	8	20	1.68	0.81	9.97	23.45
C11orf21	4.22583	1.19353	1.12368	1.06216	0.288162	0.356515	3	3	3	7	2.52	2.43	3.74	8.21
C11orf24	340.349	-1.47086	0.147704	-9.95814	2.32375e-23	1.27774e-22	596	616	132	167	501.17	499.93	164.49	195.81
C11orf30	167.66	-0.588465	0.194454	-3.02623	0.0024762	0.00453759	239	249	99	123	200.97	202.08	123.36	144.22
C11orf31	337.258	-0.681693	0.140084	-4.86631	1.13701e-06	2.88293e-06	507	499	200	229	426.33	404.97	249.22	268.51
C11orf34	1.53219	0.480295	1.63802	0.293217	0.769356	NA	1	2	2	1	0.84	1.62	2.49	1.17
C11orf35	81.5997	0.0794409	0.271174	0.292951	0.76956	0.811801	101	91	63	76	84.93	73.85	78.5	89.11
C11orf36	1.22066	-0.0247955	1.75776	-0.0141064	0.988745	NA	1	2	1	1	0.84	1.62	1.25	1.17
C11orf41	622.425	3.5096	0.132819	26.424	7.25699e-154	2.58803e-152	108	135	916	979	90.82	109.56	1141.43	1147.89
C11orf42	8.68674	3.10135	0.954561	3.24898	0.00115819	0.00221272	2	2	13	13	1.68	1.62	16.2	15.24
C11orf45	8.38616	-0.370701	0.813487	-0.455694	0.64861	0.706777	10	13	7	5	8.41	10.55	8.72	5.86
C11orf46	68.8729	0.459795	0.298495	1.54038	0.123468	0.169141	79	61	65	67	66.43	49.51	81	78.56
C11orf48	166.058	-1.36732	0.207953	-6.57511	4.86163e-11	1.63948e-10	271	309	84	69	227.88	250.77	104.67	80.9
C11orf49	301.996	1.66906	0.155218	10.753	5.73721e-27	3.4736e-26	156	194	352	410	131.18	157.44	438.63	480.73
C11orf51	40.6806	-0.396358	0.380254	-1.04235	0.297249	0.366027	55	57	30	28	46.25	46.26	37.38	32.83
C11orf52	15.5815	0.830968	0.612013	1.35776	0.174539	0.229967	11	16	19	14	9.25	12.99	23.68	16.42
C11orf54	45.806	-0.156969	0.365938	-0.428949	0.667961	0.723386	61	56	28	44	51.29	45.45	34.89	51.59
C11orf57	164.285	-0.0235447	0.192446	-0.122344	0.902626	0.921046	202	199	125	145	169.86	161.5	155.76	170.01
C11orf58	325.514	0.0311359	0.139042	0.223932	0.82281	0.856289	376	404	258	287	316.18	327.87	321.49	336.51
C11orf59	451.991	0.0923338	0.120987	0.763173	0.44536	0.516272	509	551	359	414	428.02	447.17	447.35	485.42
C11orf61	41.7456	-0.290712	0.381911	-0.761203	0.446536	0.517429	63	48	32	30	52.98	38.96	39.88	35.18
C11orf63	17.4291	0.626173	0.571055	1.09652	0.272851	0.339513	17	16	19	16	14.3	12.99	23.68	18.76
C11orf65	1.93424	-0.17544	1.50733	-0.116391	0.907343	NA	3	2	1	2	2.52	1.62	1.25	2.35
C11orf66	18.7975	0.539594	0.547765	0.985084	0.324583	0.395633	18	19	17	20	15.14	15.42	21.18	23.45
C11orf67	52.9822	-1.01375	0.344232	-2.94495	0.00323009	0.00583378	80	92	27	31	67.27	74.66	33.64	36.35
C11orf68	681.526	0.95167	0.102802	9.25729	2.09681e-20	1.04757e-19	578	546	710	778	486.04	443.12	884.73	912.22
C11orf70	2.7415	1.60613	1.36545	1.17626	0.239491	0.303577	1	2	4	3	0.84	1.62	4.98	3.52
C11orf71	42.4189	0.476239	0.374725	1.2709	0.203763	0.263912	37	49	36	46	31.11	39.77	44.86	53.94
C11orf73	58.3401	-0.87431	0.324824	-2.69164	0.00711016	0.0122802	89	94	34	34	74.84	76.29	42.37	39.87
C11orf74	21.8895	0.598091	0.52535	1.13846	0.254928	0.320621	24	18	16	28	20.18	14.61	19.94	32.83
C11orf75	36.5882	-0.810222	0.411142	-1.97066	0.0487627	0.0728782	59	54	18	26	49.61	43.82	22.43	30.49
C11orf80	88.545	-0.0750162	0.260008	-0.288515	0.772953	0.814401	111	109	64	79	93.34	88.46	79.75	92.63
C11orf82	35.2628	-3.89066	0.63291	-6.14726	7.88343e-10	2.47757e-09	92	68	4	3	77.36	55.19	4.98	3.52
C11orf83	173.666	-1.00382	0.193937	-5.17598	2.26717e-07	6.052e-07	285	276	96	95	239.66	223.99	119.63	111.39
C11orf84	345.988	-1.07433	0.143303	-7.49692	6.53359e-14	2.52563e-13	554	582	194	174	465.86	472.33	241.74	204.02
C11orf85	1.85105	0.846414	1.55268	0.54513	0.585664	NA	2	1	3	1	1.68	0.81	3.74	1.17
C11orf86	23.5216	-4.97768	0.981774	-5.07009	3.97627e-07	1.04473e-06	54	57	1	1	45.41	46.26	1.25	1.17
C11orf87	186.168	7.62514	0.681299	11.1921	4.45951e-29	2.84533e-28	3	1	291	323	2.52	0.81	362.62	378.72
C11orf88	1.80692	0.829158	1.56026	0.531421	0.595127	NA	1	2	1	3	0.84	1.62	1.25	3.52
C11orf9	1279.25	2.92156	0.0890713	32.8003	5.83371e-236	3.64264e-234	344	378	1829	1912	289.27	306.77	2279.12	2241.85
C11orf90	3.08807	2.41724	1.39986	1.72677	0.0842083	0.119715	1	1	2	7	0.84	0.81	2.49	8.21
C11orf91	3.04598	0.509595	1.26064	0.404235	0.68604	0.739162	2	4	3	3	1.68	3.25	3.74	3.52
C11orf93	12.853	-1.0108	0.690316	-1.46426	0.143123	0.193124	16	26	6	8	13.45	21.1	7.48	9.38
C11orf94	1.82532	0.844602	1.54392	0.547051	0.584344	NA	1	2	2	2	0.84	1.62	2.49	2.35
C11orf95	305.341	0.595382	0.143844	4.13908	3.48709e-05	7.75075e-05	286	303	284	325	240.5	245.91	353.89	381.07
C12orf10	319.797	0.273523	0.140964	1.94037	0.0523343	0.0778119	353	348	270	310	296.84	282.43	336.45	363.48
C12orf11	118.409	-2.40131	0.269894	-8.89722	5.72608e-19	2.72055e-18	220	263	34	28	185	213.44	42.37	32.83
C12orf12	1.22066	-0.0247955	1.75776	-0.0141064	0.988745	NA	1	2	1	1	0.84	1.62	1.25	1.17
C12orf23	130.893	-1.15642	0.22344	-5.1755	2.27303e-07	6.06579e-07	209	229	66	68	175.75	185.85	82.24	79.73
C12orf24	123.788	-0.233149	0.223319	-1.04402	0.296478	0.365155	153	171	99	89	128.66	138.78	123.36	104.35
C12orf26	9.01281	-0.160801	0.783896	-0.205131	0.83747	0.868728	13	10	8	6	10.93	8.12	9.97	7.04
C12orf29	66.2051	0.606775	0.307867	1.9709	0.048735	0.0728431	65	62	53	80	54.66	50.32	66.04	93.8
C12orf32	126.501	-2.235	0.254686	-8.77554	1.7009e-18	7.92882e-18	265	240	38	35	222.84	194.78	47.35	41.04
C12orf34	292.387	2.98854	0.17294	17.2807	6.56927e-67	8.85968e-66	80	78	416	444	67.27	63.3	518.38	520.6
C12orf35	122.133	-1.40055	0.237691	-5.89233	3.80787e-09	1.14735e-08	223	206	50	61	187.52	167.18	62.31	71.52
C12orf36	1.22066	-0.0247955	1.75776	-0.0141064	0.988745	NA	1	2	1	1	0.84	1.62	1.25	1.17
C12orf39	3.89562	2.21825	1.24864	1.77653	0.075646	0.108607	1	2	3	8	0.84	1.62	3.74	9.38
C12orf4	63.7858	0.432588	0.312868	1.38265	0.166771	0.220724	74	57	65	56	62.23	46.26	81	65.66
C12orf40	1.22066	-0.0247955	1.75776	-0.0141064	0.988745	NA	1	2	1	1	0.84	1.62	1.25	1.17
C12orf41	119.79	-0.907894	0.231899	-3.91504	9.03901e-05	0.000193649	180	199	61	77	151.36	161.5	76.01	90.28
C12orf42	2.03554	0.486291	1.46975	0.330867	0.740745	NA	2	2	2	2	1.68	1.62	2.49	2.35
C12orf43	93.6401	0.599367	0.25433	2.35665	0.0184406	0.0297044	96	84	87	100	80.73	68.17	108.41	117.25
C12orf44	313.644	-0.326353	0.142589	-2.28876	0.0220934	0.0350245	422	423	216	245	354.86	343.29	269.16	287.27
C12orf45	28.8575	-1.47981	0.480062	-3.08255	0.00205237	0.00379901	56	47	12	13	47.09	38.14	14.95	15.24
C12orf47	116.72	-0.23173	0.235167	-0.985382	0.324436	0.395564	132	174	81	97	111	141.21	100.93	113.73
C12orf48	26.6005	-3.26111	0.633504	-5.14773	2.63654e-07	7.00707e-07	63	54	3	5	52.98	43.82	3.74	5.86
C12orf49	154.607	0.40547	0.197424	2.05381	0.0399944	0.0607096	161	161	136	156	135.38	130.66	169.47	182.91
C12orf5	62.1491	0.0875817	0.306703	0.285559	0.775216	0.81659	68	78	52	54	57.18	63.3	64.8	63.32
C12orf51	1642.17	2.37075	0.0769883	30.7937	3.18231e-208	1.69717e-206	638	650	2163	2396	536.49	527.52	2695.32	2809.35
C12orf52	237.665	0.0534536	0.160788	0.332449	0.73955	0.786005	274	291	189	212	230.41	236.17	235.51	248.57
C12orf53	639.295	4.17485	0.148825	28.0521	3.76499e-173	1.57662e-171	80	82	921	1088	67.27	66.55	1147.66	1275.7
C12orf54	1.64082	1.32959	1.64061	0.810427	0.417695	NA	1	1	3	1	0.84	0.81	3.74	1.17
C12orf56	2.32867	0.7761	1.40411	0.552734	0.580445	0.644588	2	2	2	3	1.68	1.62	2.49	3.52
C12orf57	713.135	0.147337	0.0991605	1.48585	0.137319	0.18594	804	835	578	664	676.08	677.66	720.25	778.55
C12orf59	3.53496	-0.423853	1.22075	-0.347208	0.728435	0.776355	3	7	1	4	2.52	5.68	1.25	4.69
C12orf60	4.4276	-1.82253	1.1892	-1.53257	0.125382	0.171429	11	6	1	2	9.25	4.87	1.25	2.35
C12orf61	3.18825	-1.22164	1.30984	-0.932668	0.350991	0.422017	8	3	1	2	6.73	2.43	1.25	2.35
C12orf62	154.403	0.552521	0.196927	2.80572	0.00502043	0.00885285	149	154	148	156	125.29	124.98	184.42	182.91
C12orf63	1.3109	0.933074	1.73243	0.538592	0.590168	NA	1	1	1	2	0.84	0.81	1.25	2.35
C12orf64	7.38015	1.72805	0.895837	1.92898	0.0537339	0.0796296	3	5	9	10	2.52	4.06	11.21	11.73
C12orf65	73.6425	-0.0265634	0.283765	-0.0936106	0.925418	0.939175	90	90	54	67	75.68	73.04	67.29	78.56
C12orf66	29.1317	-0.177485	0.460211	-0.38566	0.699749	0.751717	31	44	27	18	26.07	35.71	33.64	21.11
C12orf67	2.63315	-0.243026	1.3471	-0.180407	0.856833	0.884249	3	4	1	3	2.52	3.25	1.25	3.52
C12orf68	227.071	6.00412	0.499931	12.0099	3.15179e-33	2.25077e-32	12	4	323	420	10.09	3.25	402.49	492.46
C12orf69	1.42356	-0.371254	1.68941	-0.219753	0.826063	NA	1	3	1	1	0.84	2.43	1.25	1.17
C12orf70	1.95264	-0.160872	1.50403	-0.106961	0.91482	NA	3	2	2	1	2.52	1.62	2.49	1.17
C12orf71	1.9453	-0.154663	1.50503	-0.102764	0.91815	NA	2	3	2	1	1.68	2.43	2.49	1.17
C12orf72	6.98572	1.40865	0.898328	1.56808	0.116863	0.16096	4	5	8	9	3.36	4.06	9.97	10.55
C12orf73	45.8383	-0.275045	0.373275	-0.736845	0.461217	0.531388	52	70	26	43	43.73	56.81	32.4	50.42
C12orf75	100.688	-2.78382	0.305881	-9.10099	8.95144e-20	4.38353e-19	220	206	18	24	185	167.18	22.43	28.14
C12orf76	144.948	2.31752	0.224709	10.3134	6.12667e-25	3.51073e-24	53	64	194	206	44.57	51.94	241.74	241.54
C13orf1	117.637	1.84203	0.238127	7.73546	1.03027e-14	4.11219e-14	58	66	144	161	48.77	53.56	179.44	188.78
C13orf15	290.78	5.31773	0.277692	19.1497	9.72571e-82	1.59782e-80	16	18	447	493	13.45	14.61	557.01	578.05
C13orf16	11.089	2.43332	0.795132	3.06027	0.00221137	0.00407785	4	4	19	12	3.36	3.25	23.68	14.07
C13orf18	17.111	1.62201	0.598234	2.71133	0.00670142	0.0116097	11	9	20	23	9.25	7.3	24.92	26.97
C13orf23	250.636	-0.81357	0.160713	-5.06225	4.14336e-07	1.08669e-06	378	396	141	160	317.86	321.38	175.7	187.6
C13orf26	1.3109	0.933074	1.73243	0.538592	0.590168	NA	1	1	1	2	0.84	0.81	1.25	2.35
C13orf27	29.3795	-1.59341	0.481942	-3.30623	0.00094562	0.00182336	59	48	11	13	49.61	38.96	13.71	15.24
C13orf29	28.7508	-2.75952	0.565255	-4.88189	1.05072e-06	2.67071e-06	58	64	3	9	48.77	51.94	3.74	10.55
C13orf30	1.22066	-0.0247955	1.75776	-0.0141064	0.988745	NA	1	2	1	1	0.84	1.62	1.25	1.17
C13orf31	46.1577	2.56086	0.401358	6.38048	1.76537e-10	5.74252e-10	17	15	62	69	14.3	12.17	77.26	80.9
C13orf33	5.40009	1.37713	1.01469	1.3572	0.174719	0.230169	3	4	8	5	2.52	3.25	9.97	5.86
C13orf34	33.4299	-3.13426	0.552963	-5.66812	1.44374e-08	4.17948e-08	67	79	5	6	56.34	64.11	6.23	7.04
C13orf36	27.3496	5.22583	0.857205	6.09636	1.08509e-09	3.38052e-09	1	2	51	37	0.84	1.62	63.55	43.38
C13orf37	77.8976	-0.04203	0.281173	-0.149481	0.881174	0.904263	106	85	62	65	89.14	68.98	77.26	76.21
C13orf38	3.77091	-0.551107	1.16282	-0.473941	0.635542	0.69556	5	6	2	3	4.2	4.87	2.49	3.52
C13orf39	4.04104	2.85512	1.29456	2.20547	0.0274209	0.042824	1	1	6	6	0.84	0.81	7.48	7.04
C14orf1	187.361	-0.25417	0.181908	-1.39724	0.16234	0.215463	231	263	135	148	194.25	213.44	168.22	173.53
C14orf101	53.8499	0.122023	0.329587	0.37023	0.711211	0.761559	57	68	44	49	47.93	55.19	54.83	57.45
C14orf102	87.0842	0.344378	0.268844	1.28096	0.200208	0.259673	88	98	66	96	74	79.53	82.24	112.56
C14orf104	92.3214	-0.954067	0.261852	-3.64354	0.000268916	0.000550637	150	145	48	56	126.13	117.68	59.81	65.66
C14orf106	48.1868	-2.86577	0.446357	-6.42036	1.35954e-10	4.45463e-10	97	109	6	13	81.57	88.46	7.48	15.24
C14orf109	52.8869	-0.755392	0.338534	-2.23136	0.0256573	0.0402344	79	82	32	33	66.43	66.55	39.88	38.69
C14orf115	29.139	-5.28626	0.965127	-5.47727	4.31948e-08	1.21225e-07	73	65	1	1	61.39	52.75	1.25	1.17
C14orf118	65.5698	-0.387748	0.300893	-1.28866	0.197517	0.256561	91	89	45	49	76.52	72.23	56.07	57.45
C14orf119	176.025	-1.45722	0.209827	-6.94487	3.78821e-12	1.34878e-11	275	351	85	70	231.25	284.86	105.92	82.08
C14orf126	42.4749	0.223837	0.372126	0.601509	0.547501	0.615956	43	52	33	43	36.16	42.2	41.12	50.42
C14orf128	27.5822	1.06771	0.464352	2.29935	0.0214852	0.0341467	18	25	30	32	15.14	20.29	37.38	37.52
C14orf129	61.7509	0.580633	0.316657	1.83363	0.0667084	0.0969731	51	69	53	70	42.89	56	66.04	82.08
C14orf132	1323.29	4.18344	0.10712	39.0536	0	0	149	185	1983	2172	125.29	150.14	2471.02	2546.7
C14orf135	136.882	-0.866689	0.218042	-3.97486	7.04196e-05	0.000152654	213	215	86	74	179.11	174.49	107.16	86.77
C14orf138	44.4404	0.694875	0.361507	1.92216	0.0545857	0.0807896	41	41	45	46	34.48	33.27	56.07	53.94
C14orf139	37.5417	-0.19171	0.39253	-0.488396	0.625269	0.686421	47	50	28	30	39.52	40.58	34.89	35.18
C14orf142	29.7378	-0.725306	0.448911	-1.6157	0.106159	0.147375	41	49	18	19	34.48	39.77	22.43	22.28
C14orf143	13.1754	-0.919591	0.671365	-1.36973	0.17077	0.225475	20	22	6	9	16.82	17.85	7.48	10.55
C14orf145	28.3842	-1.86302	0.500986	-3.71872	0.000200237	0.000415341	58	50	10	10	48.77	40.58	12.46	11.73
C14orf147	177.123	-1.19164	0.198304	-6.00916	1.8649e-09	5.72455e-09	280	317	96	82	235.45	257.27	119.63	96.15
C14orf148	2.55758	-0.790175	1.38257	-0.571527	0.567642	0.634345	5	3	1	2	4.2	2.43	1.25	2.35
C14orf149	48.9518	-1.15136	0.370741	-3.10556	0.00189919	0.00352963	69	95	28	22	58.02	77.1	34.89	25.8
C14orf153	76.114	0.0961	0.278529	0.345027	0.730074	0.777676	90	88	67	63	75.68	71.42	83.49	73.87
C14orf156	146.271	-0.923867	0.208349	-4.43422	9.24056e-06	2.16758e-05	230	234	81	86	193.41	189.91	100.93	100.84
C14orf159	337.288	1.66127	0.142281	11.676	1.68982e-31	1.15278e-30	196	196	405	444	164.82	159.07	504.67	520.6
C14orf162	22.1439	5.42215	0.985481	5.50203	3.75434e-08	1.05753e-07	1	1	34	38	0.84	0.81	42.37	44.56
C14orf166	269.226	-1.46464	0.163128	-8.97849	2.74499e-19	1.31919e-18	486	471	110	127	408.68	382.25	137.07	148.91
C14orf167	56.5234	0.103613	0.32054	0.323245	0.746509	0.792105	63	69	46	51	52.98	56	57.32	59.8
C14orf169	119.977	0.0646914	0.238488	0.271257	0.786194	0.825033	148	136	80	124	124.45	110.37	99.69	145.39
C14orf174	5.38572	0.661571	0.998132	0.662809	0.507453	0.576743	3	7	6	5	2.52	5.68	7.48	5.86
C14orf176	4.82203	-1.07174	1.07915	-0.993136	0.320643	0.391674	10	6	2	3	8.41	4.87	2.49	3.52
C14orf178	2.11845	1.13603	1.4755	0.769933	0.441339	0.512729	1	2	2	3	0.84	1.62	2.49	3.52
C14orf179	48.1676	0.434991	0.353836	1.22936	0.218938	0.280442	54	45	39	53	45.41	36.52	48.6	62.14
C14orf180	3.78698	1.71281	1.23823	1.38328	0.16658	0.22049	1	3	2	8	0.84	2.43	2.49	9.38
C14orf181	22.6536	-2.65355	0.617905	-4.29442	1.75151e-05	3.99791e-05	51	44	4	6	42.89	35.71	4.98	7.04
C14orf182	2.67757	-1.58515	1.42013	-1.1162	0.264335	0.330708	6	4	1	1	5.05	3.25	1.25	1.17
C14orf183	1.52112	0.455392	1.64047	0.277599	0.78132	NA	2	1	1	2	1.68	0.81	1.25	2.35
C14orf19	14.253	0.0349936	0.642439	0.05447	0.956561	0.965142	21	13	9	15	17.66	10.55	11.21	17.59
C14orf2	399.009	0.558247	0.129586	4.30793	1.6479e-05	3.77418e-05	371	411	361	427	311.97	333.55	449.84	500.66
C14orf21	147.133	-0.235596	0.208993	-1.12729	0.25962	0.325866	192	193	122	101	161.45	156.63	152.02	118.42
C14orf23	5.58028	3.3597	1.21102	2.77427	0.00553259	0.00970942	1	1	10	7	0.84	0.81	12.46	8.21
C14orf28	11.7643	-0.233953	0.705076	-0.331813	0.740031	0.786398	12	19	6	12	10.09	15.42	7.48	14.07
C14orf33	7.004	-2.13585	1.00293	-2.1296	0.0332046	0.0511418	13	15	3	1	10.93	12.17	3.74	1.17
C14orf34	9.85211	-3.68819	1.09648	-3.36367	0.000769146	0.00149778	16	29	1	1	13.45	23.54	1.25	1.17
C14orf37	42.7701	3.19221	0.454839	7.01831	2.2456e-12	8.09227e-12	12	8	60	68	10.09	6.49	74.77	79.73
C14orf38	6.99073	3.70937	1.1661	3.18101	0.00146762	0.00276951	1	1	7	15	0.84	0.81	8.72	17.59
C14orf39	3.07602	-1.8295	1.37086	-1.33457	0.182017	0.238423	5	7	1	1	4.2	5.68	1.25	1.17
C14orf4	965.846	0.272636	0.0863678	3.15668	0.00159574	0.00300127	1054	1064	838	912	886.3	863.51	1044.23	1069.33
C14orf43	439.711	-0.0123914	0.126608	-0.0978722	0.922034	0.936823	547	522	326	400	459.97	423.64	406.23	469.01
