Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
DSCR9	2.3544	0.703645	1.28023	0.54929	0.582806	0.64676	3	1	3	2	2.52	0.81	3.74	2.35	1.24	0.42	1.59	1.18
DSE	56.4528	0.113908	0.323588	0.352022	0.724822	0.773584	71	60	50	47	59.7	48.69	62.31	55.11	5.9	5.61	5.96	5.79
DSEL	102.499	0.906524	0.246927	3.67104	0.000241565	0.000498823	91	81	117	104	76.52	65.74	145.79	121.94	6.26	6.05	7.18	6.92
DSG1	1.83265	0.740827	1.36726	0.54109	0.588446	NA	2	1	2	2	1.68	0.81	2.49	2.35	0.77	0.3	1.07	1.02
DSG2	185.71	-5.79651	0.456606	-12.2616	1.45625e-34	1.0804e-33	429	456	4	6	360.74	370.08	4.98	7.04	8.47	8.51	2.7	3.06
DSN1	93.4905	-3.0331	0.328524	-9.191	3.89211e-20	1.94894e-19	207	197	18	15	174.07	159.88	22.43	17.59	7.42	7.3	4.54	4.22
DSP	839.885	-4.71759	0.164205	-28.6519	1.51593e-180	6.61654e-179	1915	2005	49	52	1610.32	1627.2	61.06	60.97	10.65	10.66	5.96	5.96
DST	1605.46	1.9302	0.074552	25.8898	8.68192e-148	2.92386e-146	802	813	2025	2187	674.4	659.81	2523.36	2564.29	9.4	9.37	11.3	11.32
DSTN	635.845	0.609821	0.104738	5.82233	5.80337e-09	1.74091e-08	580	639	636	635	487.72	518.59	792.52	744.55	8.93	9.02	9.63	9.54
DSTYK	302.613	1.3027	0.148795	8.75454	2.04944e-18	9.62256e-18	217	205	332	382	182.47	166.37	413.71	447.9	7.52	7.38	8.69	8.8
DTD1	212.566	-0.262879	0.170978	-1.53748	0.124176	0.170032	265	297	152	168	222.84	241.04	189.41	196.98	7.8	7.91	7.57	7.62
DTHD1	1.3293	0.81223	1.47801	0.548102	0.583622	NA	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
DTL	145.132	-6.10183	0.560908	-10.2513	1.16817e-24	6.74232e-24	345	349	2	4	290.11	283.24	2.49	4.69	8.15	8.12	2.03	2.58
DTNA	751.076	4.02158	0.132316	30.365	1.59057e-202	8.11282e-201	110	100	1118	1226	92.5	81.16	1393.14	1437.5	6.54	6.36	10.44	10.48
DTNB	222.769	1.92468	0.177795	10.8226	2.69054e-27	1.65352e-26	119	105	286	298	100.07	85.21	356.39	349.41	6.65	6.42	8.47	8.44
DTNBP1	164.406	0.614774	0.196944	3.12156	0.00179897	0.00336763	167	147	149	181	140.43	119.3	185.67	212.23	7.14	6.9	7.53	7.73
DTWD1	33.309	-0.585904	0.421897	-1.38827	0.165054	0.218718	52	45	19	25	43.73	36.52	23.68	29.31	5.43	5.18	4.59	4.88
DTWD2	20.1094	0.0485378	0.530491	0.0914955	0.927099	0.940282	20	28	14	20	16.82	22.72	17.45	23.45	4.09	4.49	4.14	4.53
DTX1	253.497	4.00619	0.226301	17.6539	9.49378e-70	1.33797e-68	40	31	345	448	33.64	25.16	429.91	525.29	5.11	4.7	8.74	9.02
DTX2	69.8347	-1.56025	0.312573	-4.98669	6.14228e-07	1.60066e-06	127	126	31	27	106.79	102.26	38.63	31.66	6.72	6.66	5.29	5.02
DTX3	708.349	2.4077	0.110331	21.8191	1.52764e-105	3.32555e-104	277	266	920	1056	232.93	215.88	1146.41	1238.18	7.87	7.76	10.16	10.27
DTX3L	93.5746	-1.36054	0.282164	-4.81925	1.441e-06	3.64476e-06	145	182	52	34	121.93	147.71	64.8	39.87	6.92	7.19	6.03	5.35
DTX4	259.656	2.07219	0.167356	12.3786	3.41273e-35	2.56225e-34	114	127	321	375	95.86	103.07	400	439.69	6.59	6.7	8.64	8.77
DTYMK	190.122	-2.27934	0.208969	-10.8975	1.18531e-27	7.36977e-27	358	407	50	57	301.04	330.31	62.31	66.83	8.23	8.36	5.98	6.08
DULLARD	472.794	-0.208754	0.122489	-1.70426	0.0883332	0.125072	569	660	335	392	478.47	535.64	417.44	459.63	8.9	9.06	8.71	8.84
DUOX1	55.9488	2.62754	0.365975	7.16016	8.05838e-13	2.9975e-12	17	20	77	83	14.3	16.23	95.95	97.32	3.91	4.08	6.55	6.57
DUOX2	3.65826	-0.0404074	1.09425	-0.0369192	0.970549	0.976791	5	4	2	4	4.2	3.25	2.49	4.69	2	1.74	1.51	2.11
DUOXA1	3.26756	-0.656607	1.1511	-0.568376	0.569779	0.636233	4	6	2	2	3.36	4.87	2.49	2.35	1.72	2.1	1.45	1.4
DUOXA2	2.15553	-0.353649	1.30747	-0.27006	0.787114	0.825555	3	3	2	1	2.52	2.43	2.49	1.17	1.23	1.2	1.21	0.67
DUS1L	535.11	-0.859848	0.115931	-7.41664	1.20129e-13	4.62944e-13	858	812	305	324	721.49	658.99	380.06	379.9	9.49	9.36	8.57	8.57
DUS2L	81.8152	-1.00153	0.278519	-3.59469	0.000324777	0.000661696	122	143	42	48	102.59	116.05	52.34	56.28	6.67	6.85	5.72	5.83
DUS3L	206.648	-1.24181	0.179951	-6.89944	5.22089e-12	1.86342e-11	344	360	97	106	289.27	292.16	120.87	124.29	8.17	8.19	6.92	6.96
DUS4L	23.6676	-0.90213	0.499443	-1.80453	0.0711481	0.102898	38	37	14	13	31.95	30.03	17.45	15.24	4.97	4.88	4.15	3.98
DUSP1	564.413	0.880724	0.109656	8.03165	9.61711e-16	4.04366e-15	461	501	575	637	387.65	406.6	716.51	746.89	8.6	8.67	9.48	9.54
DUSP10	82.0022	-0.528443	0.271831	-1.94379	0.051921	0.0773546	108	127	54	57	90.82	103.07	67.29	66.83	6.5	6.68	6.08	6.07
DUSP11	50.4456	-0.328576	0.342773	-0.958494	0.337814	0.409032	73	63	34	40	61.39	51.13	42.37	46.9	5.93	5.68	5.41	5.55
DUSP12	79.6213	-1.14213	0.284226	-4.01656	5.90529e-05	0.000129388	130	136	36	46	109.32	110.37	44.86	53.94	6.76	6.78	5.51	5.76
DUSP13	9.96435	-3.01896	0.923429	-3.13054	0.00174488	0.00327371	19	25	1	2	15.98	20.29	1.25	2.35	3.84	4.15	1.17	1.63
DUSP14	145.071	-0.512434	0.211605	-2.4215	0.0154564	0.0252254	183	231	92	106	153.88	187.47	114.64	124.29	7.26	7.55	6.85	6.96
DUSP15	33.3639	1.22543	0.425284	2.88015	0.00397485	0.00712097	21	27	33	45	17.66	21.91	41.12	52.76	4.19	4.48	5.34	5.69
DUSP16	321.526	-0.16287	0.140828	-1.15651	0.247471	0.312473	419	403	246	256	352.34	327.06	306.54	300.16	8.46	8.35	8.26	8.23
DUSP18	21.2921	0.523167	0.529116	0.988749	0.322786	0.394291	25	17	15	27	21.02	13.8	18.69	31.66	4.39	3.83	4.23	4.94
DUSP19	12.5018	1.52629	0.677609	2.24738	0.0246158	0.0387779	8	7	17	14	6.73	5.68	21.18	16.42	2.85	2.64	4.3	3.97
DUSP2	75.6691	-0.0738199	0.277743	-0.265783	0.790407	0.828513	90	98	60	62	75.68	79.53	74.77	72.7	6.24	6.31	6.22	6.19
DUSP22	161.074	-0.314574	0.197211	-1.59507	0.110697	0.153468	203	230	107	131	170.7	186.66	133.33	153.6	7.41	7.54	7.06	7.26
DUSP23	119.334	-0.732266	0.228749	-3.20075	0.0013707	0.00260032	176	185	77	71	148	150.14	95.95	83.25	7.2	7.23	6.59	6.39
DUSP26	357.316	7.15686	0.425777	16.1544	1.05813e-58	1.27251e-57	6	5	561	615	5.05	4.06	699.06	721.1	2.63	2.38	9.43	9.48
DUSP27	7.75449	1.17757	0.827135	1.42136	0.155212	0.207794	6	5	11	7	5.05	4.06	13.71	8.21	2.43	2.18	3.62	2.99
DUSP28	40.4433	0.520882	0.382383	1.36221	0.17313	0.228419	46	34	39	40	38.68	27.59	48.6	46.9	5.27	4.81	5.59	5.54
DUSP3	737.432	0.802187	0.100273	7.99998	1.24436e-15	5.20592e-15	621	681	717	837	522.2	552.68	893.46	981.4	9.03	9.11	9.8	9.94
DUSP4	360.118	-3.09749	0.173146	-17.8673	2.11876e-71	3.08002e-70	779	783	62	62	655.06	635.46	77.26	72.7	9.35	9.31	6.29	6.2
DUSP5	182.74	0.215889	0.182807	1.18097	0.237614	0.301611	211	198	160	165	177.43	160.69	199.38	193.47	7.47	7.33	7.64	7.6
DUSP5P	13.5052	-0.816637	0.656536	-1.2421	0.214199	0.275983	25	17	6	10	21.02	13.8	7.48	11.73	4.32	3.77	3.02	3.57
DUSP6	233.664	-0.921417	0.172777	-5.33243	9.69052e-08	2.68101e-07	396	344	128	139	332.99	279.18	159.5	162.98	8.38	8.12	7.32	7.35
DUSP7	347.232	1.09467	0.137103	7.98402	1.41646e-15	5.91459e-15	259	277	368	416	217.79	224.8	458.57	487.77	7.77	7.82	8.84	8.93
DUSP8	709.463	4.19495	0.139973	29.9335	7.21672e-197	3.52714e-195	83	94	1095	1132	69.79	76.29	1364.48	1327.29	6.14	6.27	10.41	10.37
DUSP9	485.322	-4.74474	0.214709	-21.9908	3.53017e-107	7.84056e-106	1118	1149	25	32	940.12	932.49	31.15	37.52	9.87	9.86	5.02	5.27
DUT	306.753	-0.580863	0.147621	-3.93469	8.33042e-05	0.000179808	461	429	190	217	387.65	348.16	236.76	254.44	8.6	8.44	7.89	7.99
DVL1	1191.41	0.725142	0.0825711	8.78202	1.60566e-18	7.56931e-18	1060	1115	1139	1322	891.35	904.9	1419.31	1550.07	9.8	9.82	10.47	10.6
DVL2	364.536	-0.792176	0.148063	-5.35	8.7956e-08	2.43996e-07	528	593	183	260	443.99	481.26	228.04	304.85	8.79	8.91	7.84	8.25
DVL3	860.728	-0.183372	0.0909233	-2.01677	0.0437191	0.0659357	1081	1136	634	701	909.01	921.94	790.03	821.93	9.83	9.85	9.63	9.68
DYDC2	3.41095	1.04048	1.14431	0.906654	0.36459	0.435918	2	3	2	6	1.68	2.43	2.49	7.04	1.07	1.39	1.42	2.46
DYM	157.055	-0.212896	0.200383	-1.06243	0.288042	0.356492	184	225	113	128	154.72	182.6	140.81	150.08	7.27	7.51	7.14	7.23
DYNC1H1	5920.33	1.33563	0.0512719	26.0498	1.35081e-149	4.64731e-148	4038	4096	6660	7388	3395.54	3324.19	8299.04	8662.55	11.73	11.7	13.02	13.08
DYNC1I1	459.811	5.60204	0.241415	23.0323	2.21256e-117	5.43719e-116	20	24	680	815	16.82	19.48	847.35	955.6	4.16	4.35	9.72	9.89
DYNC1I2	145.321	0.501199	0.202778	2.47166	0.0134486	0.0222172	147	144	138	144	123.61	116.87	171.96	168.84	6.95	6.87	7.42	7.4
DYNC1LI1	159.641	0.36672	0.201366	1.82117	0.0685804	0.0995377	185	152	139	159	155.57	123.36	173.21	186.43	7.28	6.95	7.43	7.54
DYNC1LI2	951.006	1.35092	0.0901205	14.9898	8.55981e-51	8.88701e-50	612	685	1104	1158	514.63	555.92	1375.7	1357.77	9.01	9.12	10.42	10.41
DYNC2H1	52.3652	-0.0141588	0.345107	-0.0410274	0.967274	0.974159	74	53	46	40	62.23	43.01	57.32	46.9	5.95	5.44	5.84	5.56
DYNC2LI1	21.3919	0.369516	0.507908	0.727562	0.466882	0.537245	23	22	20	20	19.34	17.85	24.92	23.45	4.28	4.18	4.62	4.54
DYNLL1	679.216	0.619154	0.100122	6.18399	6.25019e-10	1.98958e-09	626	671	665	697	526.4	544.56	828.66	817.24	9.04	9.09	9.69	9.67
DYNLL2	1423.23	1.84962	0.0783245	23.6141	2.7642e-123	7.1535e-122	747	749	1755	1936	628.15	607.87	2186.91	2269.99	9.3	9.25	11.09	11.15
DYNLRB1	797.381	0.993964	0.0943154	10.5386	5.73295e-26	3.42727e-25	645	645	848	910	542.38	523.46	1056.69	1066.99	9.08	9.03	10.04	10.06
DYNLRB2	3.40362	1.03964	1.16021	0.893421	0.371632	0.443401	1	4	2	6	0.84	3.25	2.49	7.04	0.56	1.64	1.39	2.44
DYNLT1	99.5446	-1.31322	0.259046	-5.06703	4.04062e-07	1.06708e-06	174	170	50	44	146.32	137.97	62.31	51.59	7.18	7.1	5.97	5.71
DYNLT3	112.751	0.674104	0.231477	2.91215	0.00358951	0.00646428	108	102	105	125	90.82	82.78	130.84	146.56	6.51	6.38	7.03	7.19
DYRK1A	428.867	0.468583	0.128545	3.64529	0.00026709	0.000548947	406	466	372	454	341.4	378.19	463.55	532.32	8.42	8.56	8.86	9.05
DYRK1B	185.836	1.5489	0.195047	7.9399	2.02351e-15	8.37764e-15	99	130	207	253	83.25	105.5	257.94	296.65	6.39	6.73	8	8.2
DYRK2	132.81	-1.17822	0.227404	-5.17972	2.22217e-07	5.97275e-07	229	217	74	60	192.57	176.11	92.21	70.35	7.58	7.45	6.53	6.15
DYRK3	33.8248	-2.32351	0.486135	-4.75335	2.00069e-06	5.00272e-06	75	62	11	7	63.07	50.32	13.71	8.21	5.93	5.61	3.84	3.2
DYRK4	66.0444	0.0989122	0.305491	0.323785	0.746101	0.791815	88	66	56	57	74	53.56	69.78	66.83	6.21	5.75	6.12	6.06
DYSF	227.54	2.36815	0.181526	13.0397	7.27194e-39	5.98188e-38	91	87	299	333	76.52	70.61	372.58	390.45	6.27	6.16	8.53	8.6
DYSFIP1	2.14446	-0.370202	1.31369	-0.281205	0.778554	0.81927	4	2	1	2	3.36	1.62	1.25	2.35	1.47	0.86	0.7	1.15
DYX1C1	5.07808	-0.151625	0.981867	-0.154358	0.877327	0.901158	8	5	2	6	6.73	4.06	2.49	7.04	2.64	2.08	1.63	2.68
DZIP1	278.804	0.559213	0.150985	3.70376	0.00021243	0.000440787	253	293	269	281	212.75	237.79	335.2	329.48	7.74	7.89	8.39	8.36
DZIP1L	36.4095	-0.933701	0.410751	-2.27165	0.0231078	0.0366161	59	57	23	18	49.61	46.26	28.66	21.11	5.61	5.51	4.85	4.44
DZIP3	160.686	1.53815	0.205963	7.46673	8.22108e-14	3.19272e-13	88	111	179	218	74	90.08	223.05	255.61	6.22	6.5	7.79	7.99
E2F1	415.684	-2.81946	0.154785	-18.201	5.06675e-74	7.63101e-73	866	898	87	83	728.22	728.79	108.41	97.32	9.5	9.5	6.77	6.62
E2F2	113.496	-6.23859	0.654184	-8.73675	2.3992e-18	1.12317e-17	261	283	2	2	219.47	229.67	2.49	2.35	7.74	7.81	1.98	1.91
E2F3	126.392	-1.79556	0.239682	-7.48574	7.11447e-14	2.7697e-13	228	248	48	45	191.72	201.27	59.81	52.76	7.57	7.64	5.92	5.74
E2F4	499.924	-1.17359	0.120646	-9.72682	2.3172e-22	1.24717e-21	793	886	247	261	666.83	719.05	307.79	306.03	9.38	9.49	8.27	8.26
E2F5	20.9334	-1.26315	0.541663	-2.32712	0.0199589	0.0320139	38	34	10	10	31.95	27.59	12.46	11.73	4.95	4.75	3.7	3.62
E2F6	60.296	-0.716898	0.325957	-2.19882	0.0278909	0.0435968	81	101	43	32	68.11	81.97	53.58	37.52	6.08	6.34	5.75	5.25
E2F7	86.6793	-6.17966	0.7283	-7.59414	3.09837e-14	1.22497e-13	188	228	1	2	158.09	185.04	1.25	2.35	7.26	7.48	1.47	1.86
E2F8	41.6947	-4.80185	0.702769	-6.40889	1.46579e-10	4.83434e-10	98	98	2	2	82.41	79.53	2.49	2.35	6.29	6.24	1.88	1.81
E4F1	411.882	0.195238	0.133106	1.46678	0.142435	0.192318	493	436	331	398	414.56	353.84	412.46	466.66	8.7	8.47	8.69	8.87
EAF1	213.071	-0.00949016	0.170598	-0.0556289	0.955637	0.964712	247	271	162	190	207.7	219.94	201.87	222.78	7.7	7.78	7.66	7.8
EAF2	10.6607	0.395819	0.717831	0.551495	0.581294	0.64549	13	9	13	7	10.93	7.3	16.2	8.21	3.44	2.94	3.93	3.09
EAPP	110.838	0.0375975	0.230908	0.162825	0.870656	0.895407	127	138	88	98	106.79	112	109.66	114.91	6.74	6.81	6.78	6.84
EARS2	259.208	-0.820584	0.157721	-5.20236	1.96775e-07	5.31254e-07	390	412	150	160	327.95	334.37	186.92	187.6	8.35	8.38	7.55	7.55
EBAG9	58.0624	-0.147382	0.321596	-0.458272	0.646757	0.704932	65	83	48	43	54.66	67.36	59.81	50.42	5.77	6.07	5.9	5.66
EBF1	68.2979	2.21094	0.320481	6.89013	5.57409e-12	1.98665e-11	28	30	98	88	23.55	24.35	122.12	103.18	4.6	4.64	6.9	6.67
EBF2	1.43089	-0.3288	1.44868	-0.226463	0.820841	NA	2	2	1	1	1.68	1.62	1.25	1.17	0.63	0.6	0.43	0.39
EBF3	6.48941	2.17824	0.942748	2.28058	0.0225734	0.0358083	2	3	10	8	1.68	2.43	12.46	9.38	1.23	1.55	3.4	3.05
EBF4	113.493	1.04774	0.23512	4.45582	8.35739e-06	1.97866e-05	80	99	116	138	67.27	80.35	144.55	161.81	6.08	6.33	7.17	7.33
EBI3	12.094	0.131766	0.671441	0.196252	0.844413	0.874465	10	18	10	11	8.41	14.61	12.46	12.9	3.14	3.84	3.63	3.67
EBLN2	5.67209	-0.416453	0.944795	-0.440238	0.659765	0.716706	6	10	2	6	5.05	8.12	2.49	7.04	2.35	2.9	1.67	2.72
EBNA1BP2	296.374	-0.978617	0.150728	-6.49202	8.46921e-11	2.83319e-10	486	466	159	171	408.68	378.19	198.13	200.5	8.67	8.56	7.63	7.65
EBP	401.088	-1.9205	0.14051	-13.6643	1.65907e-42	1.47992e-41	736	802	133	144	618.9	650.88	165.73	168.84	9.27	9.34	7.38	7.41
EBPL	75.7525	-2.21014	0.324625	-6.79372	1.0928e-11	3.83409e-11	163	139	21	23	137.07	112.81	26.17	26.97	7.08	6.8	4.76	4.79
ECD	124.197	-0.348181	0.220976	-1.57559	0.115121	0.158873	169	168	83	98	142.11	136.34	103.43	114.91	7.15	7.09	6.7	6.85
ECE1	736.814	-0.850333	0.0989989	-8.58908	8.76707e-18	4.02057e-17	1147	1148	421	449	964.51	931.68	524.61	526.46	9.91	9.86	9.04	9.04
ECE2	219.901	1.64108	0.173478	9.45842	3.12634e-21	1.62052e-20	124	134	263	289	104.27	108.75	327.72	338.86	6.71	6.77	8.35	8.4
ECEL1	15.0368	-0.206261	0.605288	-0.340718	0.733316	0.780608	22	17	12	11	18.5	13.8	14.95	12.9	4.18	3.8	3.9	3.71
ECEL1P2	2.05423	-0.981514	1.34726	-0.720612	0.471148	0.541054	4	3	1	1	3.36	2.43	1.25	1.17	1.44	1.15	0.66	0.62
ECH1	572.158	-0.55467	0.110997	-4.99708	5.82053e-07	1.51952e-06	817	832	352	416	687.01	675.23	438.63	487.77	9.42	9.4	8.78	8.93
ECHDC1	121.483	-0.373207	0.222777	-1.67517	0.0939013	0.13205	167	165	87	88	140.43	133.91	108.41	103.18	7.13	7.06	6.76	6.69
ECHDC2	89.3818	1.75999	0.269233	6.53388	6.4086e-11	2.15909e-10	50	48	109	120	42.04	38.96	135.83	140.7	5.41	5.31	7.07	7.12
ECHDC3	35.6121	-0.667787	0.423485	-1.57633	0.114951	0.158711	52	54	29	16	43.73	43.82	36.14	18.76	5.44	5.44	5.17	4.28
ECHS1	559.771	-0.117454	0.11083	-1.05976	0.289255	0.35769	693	718	409	481	582.74	582.71	509.66	563.98	9.19	9.19	8.99	9.14
ECM1	247.088	-1.29574	0.174043	-7.44353	9.80278e-14	3.79271e-13	430	421	98	139	361.59	341.67	122.12	162.98	8.49	8.41	6.94	7.35
ECM2	11.0779	2.35676	0.767698	3.04046	0.0023622	0.00435006	5	3	18	13	4.2	2.43	22.43	15.24	2.24	1.66	4.32	3.81
ECSCR	4.44712	0.942962	1.02293	0.920367	0.357381	0.42835	3	4	4	6	2.52	3.25	4.98	7.04	1.56	1.8	2.24	2.62
ECSIT	402.549	0.777918	0.126665	6.14151	8.17431e-10	2.58939e-09	343	375	410	432	288.43	304.34	510.9	506.53	8.17	8.25	9	8.98
ECT2	124.218	-3.26797	0.297274	-10.9451	7.01499e-28	4.38493e-27	266	280	19	19	223.68	227.24	23.68	22.28	7.79	7.81	4.63	4.54
ECT2L	1.62243	1.15085	1.42053	0.804123	0.421326	NA	1	1	2	2	0.84	0.81	2.49	2.35	0.21	0.19	0.95	0.91
EDA	34.4833	-1.20755	0.430394	-2.80246	0.00507144	0.00896108	56	61	20	14	47.09	49.51	24.92	16.42	5.53	5.6	4.66	4.1
EDA2R	15.0161	-1.17056	0.631312	-1.84952	0.0643821	0.0941373	22	29	6	9	18.5	23.54	7.48	10.55	4.17	4.49	3.03	3.45
EDAR	1.72402	0.096126	1.38187	0.0695613	0.944543	NA	2	2	1	2	1.68	1.62	1.25	2.35	0.76	0.73	0.57	1.01
EDARADD	1173.48	-2.32868	0.207736	-11.2085	3.70433e-29	2.39573e-28	2278	2469	265	379	1915.56	2003.76	330.22	444.38	10.9	10.97	8.37	8.8
EDC3	330.474	-0.816162	0.147477	-5.53384	3.13299e-08	8.9501e-08	491	531	171	226	412.88	430.94	213.08	264.99	8.69	8.75	7.74	8.05
EDC4	1031.13	-0.0976623	0.0839597	-1.1632	0.244747	0.309457	1276	1305	801	848	1072.98	1059.1	998.13	994.29	10.07	10.05	9.96	9.96
EDEM1	319.27	-1.92513	0.156481	-12.2983	9.24705e-35	6.87786e-34	600	625	100	120	504.54	507.23	124.61	140.7	8.97	8.98	6.97	7.14
EDEM2	165.918	-1.20407	0.199508	-6.03371	1.60235e-09	4.9805e-09	273	288	78	88	229.56	233.73	97.2	103.18	7.84	7.86	6.61	6.7
EDEM3	168.146	-0.257032	0.193844	-1.32594	0.184858	0.242108	206	238	114	140	173.22	193.15	142.06	164.15	7.44	7.59	7.15	7.36
EDF1	1010.97	0.124419	0.0864656	1.43895	0.150166	0.201839	1190	1151	857	888	1000.67	934.12	1067.91	1041.19	9.97	9.87	10.06	10.02
EDIL3	355.336	5.92009	0.2969	19.6798	3.21376e-86	5.61639e-85	18	9	543	616	15.14	7.3	676.63	722.27	4	3.08	9.39	9.48
EDN1	35.0392	1.31593	0.415452	3.16584	0.00154636	0.00291904	27	21	42	41	22.7	17.04	52.34	48.07	4.53	4.14	5.68	5.56
EDN2	5.82183	-1.37203	0.964325	-1.41053	0.158384	0.210978	8	13	2	3	6.73	10.55	2.49	3.52	2.67	3.21	1.65	1.97
EDN3	19.1206	4.97209	0.911189	4.86598	1.13888e-06	2.9049e-06	1	1	29	33	0.84	0.81	36.14	38.69	0.75	0.71	5.01	5.11
EDNRA	15.3591	0.0819247	0.602888	0.135898	0.891902	0.912709	19	17	16	10	15.98	13.8	19.94	11.73	3.99	3.8	4.28	3.59
EDNRB	166.099	0.130872	0.193206	0.677371	0.498171	0.567296	180	204	149	138	151.36	165.56	185.67	161.81	7.24	7.37	7.53	7.34
EEA1	106.053	0.0901852	0.238792	0.377674	0.705672	0.756783	112	137	90	91	94.18	111.18	112.15	106.7	6.56	6.8	6.81	6.74
EED	110.771	-1.05206	0.242135	-4.34372	1.4009e-05	3.24578e-05	190	172	57	62	159.77	139.59	71.03	72.7	7.31	7.12	6.16	6.19
EEF1A1	678.508	-2.0507	0.246412	-8.32102	8.72077e-17	3.82632e-16	1213	1441	245	187	1020.01	1169.47	305.3	219.26	9.99	10.19	8.26	7.78
EEF1A1P9	77.3082	-2.12807	0.322599	-6.58429	4.57062e-11	1.55419e-10	132	174	26	21	111	141.21	32.4	24.62	6.78	7.12	5.05	4.67
EEF1A2	5828.01	2.7441	0.0554089	49.5234	0	0	1839	1824	7946	8856	1546.41	1480.3	9901.53	10383.8	10.6	10.53	13.27	13.34
EEF1B2	319.493	-1.88585	0.156301	-12.0614	1.68789e-33	1.22329e-32	594	625	101	124	499.49	507.23	125.86	145.39	8.96	8.98	6.99	7.19
EEF1D	1555.62	-0.870286	0.0732138	-11.8868	1.38689e-32	9.82017e-32	2400	2470	878	943	2018.15	2004.57	1094.08	1105.68	10.98	10.97	10.1	10.11
EEF1DP3	3.76631	2.50875	1.19716	2.0189	0.0434976	0.065675	1	1	7	4	0.84	0.81	8.72	4.69	0.49	0.46	2.68	1.98
EEF1E1	80.0571	-1.35424	0.288029	-4.69876	2.6175e-06	6.48498e-06	142	137	39	35	119.41	111.18	48.6	41.04	6.89	6.79	5.62	5.38
EEF1G	1115.94	-1.87638	0.0905539	-20.7192	2.32401e-95	4.54088e-94	2088	2161	363	428	1755.79	1753.8	452.34	501.84	10.78	10.77	8.82	8.97
EEF2	24114	-0.833382	0.0449991	-18.52	1.42556e-76	2.21942e-75	36986	37810	13485	15237	31101.39	30685.42	16803.69	17865.63	14.92	14.91	14.04	14.13
EEF2K	386.257	0.244743	0.128323	1.90724	0.0564898	0.0835162	425	431	328	366	357.38	349.79	408.72	429.14	8.48	8.45	8.67	8.74
EEFSEC	200.02	-0.422993	0.176169	-2.40098	0.0163513	0.0265944	277	278	132	151	232.93	225.62	164.49	177.05	7.86	7.82	7.36	7.47
EEPD1	137.268	0.808571	0.215498	3.75201	0.000175425	0.000367392	130	111	131	159	109.32	90.08	163.24	186.43	6.78	6.5	7.35	7.54
EFCAB1	7.66897	3.61977	1.03912	3.24485	0.00117514	0.00224975	1	1	12	12	0.84	0.81	14.95	14.07	0.63	0.6	3.62	3.55
EFCAB10	2.52783	0.425259	1.26818	0.335314	0.737388	0.783992	4	1	1	4	3.36	0.81	1.25	4.69	1.52	0.41	0.72	1.84
EFCAB2	34.5345	1.25194	0.414117	3.02176	0.00251308	0.00461192	23	26	37	44	19.34	21.1	46.11	51.59	4.31	4.43	5.5	5.66
EFCAB4A	53.7158	-1.7223	0.37598	-4.57357	4.79492e-06	1.16124e-05	115	85	15	26	96.7	68.98	18.69	30.49	6.57	6.09	4.29	4.95
EFCAB4B	17.5638	-2.94303	0.721362	-3.9913	6.5713e-05	0.000143462	40	36	5	1	33.64	29.22	6.23	1.17	4.95	4.76	2.76	1.25
EFCAB5	3.78558	-0.521015	1.09277	-0.475753	0.63425	0.694493	7	4	2	3	5.89	3.25	2.49	3.52	2.37	1.75	1.52	1.83
EFCAB6	7.32973	3.05971	0.991603	2.97266	0.00295232	0.00536803	2	1	14	8	1.68	0.81	17.45	9.38	1.17	0.63	3.82	3.04
EFCAB7	24.0763	0.547859	0.523416	1.04667	0.29525	0.364052	29	18	14	34	24.39	14.61	17.45	39.87	4.6	3.91	4.15	5.27
EFCAB9	1.89716	1.40499	1.38855	0.999845	0.317385	NA	1	1	1	4	0.84	0.81	1.25	4.69	0.22	0.2	0.48	1.6
EFEMP1	155.922	2.18923	0.229782	9.52253	1.69019e-21	8.83147e-21	70	65	171	255	58.86	52.75	213.08	298.99	5.89	5.74	7.73	8.21
EFEMP2	299.137	-0.717939	0.154313	-4.65226	3.28316e-06	8.06586e-06	465	436	163	212	391.02	353.84	203.11	248.57	8.61	8.47	7.67	7.96
EFHA1	79.7513	-0.0419753	0.271116	-0.154823	0.876961	0.90094	93	103	65	65	78.2	83.59	81	76.21	6.29	6.38	6.34	6.25
EFHA2	111.505	4.8676	0.39486	12.1351	6.88201e-34	5.02923e-33	11	6	165	193	9.25	4.87	205.61	226.3	3.33	2.55	7.65	7.79
EFHB	2.7415	1.4637	1.24111	1.16849	0.242608	0.307084	1	2	4	3	0.84	1.62	4.98	3.52	0.48	0.92	1.95	1.6
EFHC1	68.7096	-0.323818	0.293868	-1.10184	0.27053	0.337724	96	89	47	54	80.73	72.23	58.57	63.32	6.33	6.17	5.88	5.99
EFHC2	7.5543	0.508589	0.8601	0.591225	0.55437	0.622208	3	12	5	10	2.52	9.74	6.23	11.73	1.69	3.2	2.66	3.41
EFHD1	650.936	3.36629	0.130439	25.7939	1.03911e-146	3.44655e-145	122	156	911	1057	102.59	126.6	1135.2	1239.35	6.69	6.99	10.14	10.27
