PC1	PC2	PC3	PC4
PTK2B	-0.0124624860061709	0.00113571089745581	0.00478893396698731	0.0222556886251386
SULT2A1	0.012466666723306	0.000399491661788391	-0.0018078796478241	0.00086470524061236
APCDD1	-0.0124449562421501	-0.0055438855361331	-0.00323518041642083	-0.000826983106162025
FAM111B	0.0123713377077704	0.000446384810753613	0.0156706088403394	-0.00456846848974642
C16orf45	-0.0124536752223471	-0.00153598413323005	-0.00205564657614108	0.0113952569070465
MITF	0.0124213431721944	-0.00779402538042862	0.000329644579072666	0.00523868250345346
GDF5	0.0124151676614056	0.000575759070331044	0.00877067619521583	-0.000549188419017687
GPR173	-0.0124213762365007	-0.00637837694312227	0.00278272435951617	-0.00624383912901129
MAN1A1	0.0123315446884964	-0.0151293424452359	0.000435225110688071	-0.00244093876902503
PRDM7	0.0124250334592366	0.00042875435993325	-0.0055869963698069	0.00225398222675753
CNTN4	-0.0123198739012203	-0.0108145947266911	0.0128089541340935	0.00534267444097153
RP1-177G6.2	-0.0123032247017702	-0.000769035099984182	-0.0187201785990515	0.00412398173077758
TSPAN5	-0.0124244060054175	-0.000564369063992569	-0.00470677118474565	0.00452233278104501
PLA2G16	-0.0123998064080773	-0.00534099110500639	0.00604407826215871	0.00624097706672793
YBX1	0.0124216725590818	-0.0027317878328848	-0.00123195618839175	-0.00451846008782643
LBR	0.0124181149259724	0.00214089634817714	0.00367095734579063	0.00211541363414828
EFR3B	-0.0124076152601653	0.00327322039714402	-0.00489846183190317	-0.0105337412414071
GPR61	-0.0122710185830556	0.016356175085672	-0.00784759884191915	0.00374834517524491
C13orf36	-0.012302024505633	0.0123647151918968	0.0103485898322429	0.00310422283460504
GABARAPL1	-0.0123675974977081	-0.000679957390491344	0.0109147747095542	-0.0103126804117633
ESRP1	0.011929305202214	0.0317700929009581	-0.00233551284756334	-0.00516567200262451
RND2	-0.0123688174056533	0.000217886002073144	-0.00995661115983272	0.000705226842887291
MSLN	0.012310012630669	-0.0125675496397633	-0.00678831432639206	-0.000427491900702245
MARVELD1	0.0123903836599658	0.00219739031880487	-0.00380417665174393	0.0118000025262082
MAP1B	-0.0123924129585725	-0.000188404707293266	-0.00115311720443405	0.0222791393952842
C2orf80	-0.012377915699856	0.00549601422831131	-0.000429025456535113	0.00568929089079202
ABCA8	-0.012312902049682	0.00334812428445716	-0.0124140741384813	0.00717187717461788
C3orf70	-0.0123698749447135	0.00253079399008113	-0.00225603750476281	-0.00100488463726927
SOX1	-0.0123126655521435	-0.00471654308825532	-0.0113623670268579	0.00343759354829646
MRC2	0.0123553570513627	-0.00487898299466471	-0.00168928519226085	-0.00311100107812306
PCNA	0.0123598359907315	7.69279184963884e-05	-0.00263880775593424	-0.0045541121917826
E2F1	0.0123564918749553	0.00354784063034022	5.90481221688827e-05	0.00498596890905994
SOCS2	0.0121911407117326	0.018467867419853	0.00432178457191516	0.00351766503123519
GRIK4	-0.0123007350137957	-0.00487882686829741	-0.0109280761951438	0.00447253407732328
HOXC13	0.0123559936010236	0.000391642115972049	-0.000172591424033239	-0.00321969519590172
HLA-DRB1	-0.0123431053504668	-0.00293938892911462	0.00225794239306735	0.00851530939854578
TBX3	0.0123456435250359	0.000419463173714668	-0.00102619750087601	-0.00593728221202658
SPRYD3	-0.0123406041640032	0.000428306008795243	-0.00242047565493058	-0.0104596692302928
PPP2R5B	-0.0123242714713474	-0.000220648050770737	-0.00693770863050436	-0.0105915909512075
EOMES	-0.0122824760857534	0.00130866095139381	0.0123428791088041	0.00188667956859718
HGD	0.0123229951578691	0.000601556367831969	-0.00524856598775364	-0.00319501370747454
BRCA1	0.0122623255151696	-0.0107705682739409	0.00370747766140316	-0.00316532098040783
MAD2L1	0.012271922806697	0.00756395884250604	0.00788596862020687	0.00330768110040592
SGPP2	-0.0122825103823853	-0.0057224068711145	0.0076373013448617	0.00460901225248907
PCDH19	-0.0122898391050424	-0.00574907471313533	-0.00493464234263889	0.00330619031556604
CNTN6	-0.0123128931937688	-0.00172614909800233	-0.000495918874055453	0.00467627622555691
PCK2	0.0123094428818649	-0.00268365462852701	-0.000860052550182153	0.0022822052318907
PCP2	-0.0122025353162668	0.000856907716880629	0.0169376053590711	-0.00645418188917736
GRHL2	0.0121440197724159	0.0183288038413376	0.00250257712782665	0.00241909131698495
C17orf108	-0.012273021669851	0.00770131658332078	0.0013973652619203	-0.00791920968033795
SNX32	-0.0121848500424107	-0.00265852220101576	0.0166294662372065	-0.00450593189534907
FAM43B	-0.0122832510269386	0.000240889285412651	-0.00325959914632692	0.00589708156541212
SLC4A8	-0.0122431295238179	-0.00668626198347188	0.00754613365170824	0.00527030412257616
PPIC	0.0122198902261171	-0.011679941768808	0.000682796287924759	0.00800286152744601
SLC2A5	-0.0122787059664202	0.000651492185048049	0.00259391329481358	0.00594728669342452
GNAI1	-0.0122604025881342	0.000455032178094557	0.00721623542145934	-0.00512100812143185
MOAP1	-0.0122722029680445	-0.00151458011479327	-0.00273070968837552	-0.00484678089546665
HMGA1	0.0122437240913358	-0.00792402894743626	-0.00108919875258445	-0.0111630031612544
NRM	0.0121814783309227	0.0135138875904158	-0.00159031520625153	0.0087562611337925
WDR7	-0.0122268418920304	-0.00730763092251858	0.00658726818424684	0.00471326697204771
TREM2	-0.0122587389343342	0.00391562443667045	-0.00044373629530508	-0.00509174702437745
ARHGEF37	-0.012251022691937	0.00543078924442127	0.000260622778428735	0.0111664769293818
CENPW	0.0121855887749416	-0.0118477946243516	0.00575688162096558	-0.00577090475138498
GCK	-0.0122290244125722	-0.00861293445356755	-0.000684398688375444	0.00461207000680605
ASPHD2	-0.0122316193173072	0.00287467082140107	0.00847381915656115	0.00196653347086372
LRRN3	-0.0122097453533233	0.0032431897229077	-0.0109129307715691	-0.00518105360336523
ABCA3	-0.0122505561415395	-0.00269743459432387	0.00215784441582451	0.000493902374827648
C2	0.0121928301279905	0.00969458136016608	-0.002355374591077	0.0103391240031872
THBS1	0.0121941315518429	-0.00868098405420782	0.0041726074202678	-0.0111090956434278
CXCL14	-0.0122107179658648	-0.00700794785838463	0.00203505373311838	0.00349713342817724
FZD2	0.0121719648621828	0.00629965186959256	-0.0108310737181756	0.0075233625662705
IRF6	-0.0121335807397778	-0.00432333385165198	-0.015532550636967	0.0031618375725649
ACTL6A	0.0122204101597942	0.00108675472992849	-0.00559323400904895	0.0008695838082192
GLS2	-0.0122107939894844	-0.00612761279000535	0.00286789767217521	-0.00193999195976068
ATP13A4	-0.0120970911830013	-0.000903530729828005	-0.0187215666508184	0.0041597535473183
C16orf5	-0.0122243689242909	-0.00158318964324508	0.00191858186131691	-0.00892770204913522
EPCAM	0.0122156871898012	-0.00222844611020534	0.0035706055565884	-0.00713889154271459
FNDC3B	0.0122069875272684	0.00445387830746176	0.00372761024962916	-0.0111404148728371
RPS6KL1	-0.0122102397735447	-0.00360249916878071	0.00144726918827371	-0.0117570080002563
TRIM46	-0.012184284505877	-0.00669766292262984	0.00376866227828403	0.0103367312931008
F2RL2	0.0122073596600149	0.00040512220477152	-0.00125306480349728	-0.00467432289435777
NSF	-0.0121787250635284	-0.00169397535256762	0.00847118760111178	0.0102034515636913
ANTXR2	0.0121784008172798	-0.00727555445870163	-0.00292130190354654	0.00789972376609907
GAL3ST3	-0.0121870268170454	0.00125109283967143	-0.00577574661099878	0.000489231666614204
LRRC26	0.0121872973232948	-0.0042760286901407	0.00193787194081458	-0.00989087890703593
ID1	0.0121772369237213	-0.00571058408298616	-0.00110505553342132	0.0215753277007141
PCNXL2	-0.0121876117644038	0.00106353285388828	-0.00294869469989042	-0.00503049804027182
MAGEA10	0.0120395457307808	0.0111031114343991	0.0154252111688138	-0.00471891256996542
C10orf116	-0.012176388571571	-0.00491634820239203	0.000696220094875335	-0.0117884458733477
NPM2	-0.0121827741194059	-0.00156157725239597	-0.00225027882316064	0.00327010845375606
CDCA7L	0.0121506055244916	-0.00700120837853126	0.00532774957105515	-0.00567388765444564
KCNQ5	-0.0121326416047681	0.00357859521677919	-0.0101591295862515	0.00593093954823242
C6orf168	-0.0121178121922839	-0.00118093986848794	-0.0120084627221019	0.00983519464918662
RASGRP3	-0.0121672153776103	-0.00256407212814119	-0.000797030862609444	-0.00212426486198492
NRG2	-0.0121532102594516	-0.00535288658273681	0.000443386584027136	0.00999075123672319
ADORA3	-0.0120307951026496	-0.00608249201010486	0.0175107071173883	0.00363973418369045
WFIKKN2	-0.0120307951026496	-0.00608249201010486	0.0175107071173883	0.00363973418369045
EPS8L1	0.0119977558764091	0.0174779871432278	-0.00655183065376682	-0.00246349494841724
HOXA11	0.0120803560734543	0.011164574522336	0.00683330056911342	0.0019605764011846
FA2H	-0.0121259049228517	-0.00257819022448588	-0.00840280074929976	0.0100985505107163
CISH	0.0121111477706195	0.00544977821105611	0.00801848227051557	-0.00766197162523401
GPX2	0.0120511490834528	0.0140712542392472	-0.00269960048503109	-0.00695167838179485
C18orf1	-0.012138860230323	-0.000102385525945092	0.00365342488919379	-0.0063453245565104
SLCO2B1	-0.0121400485656777	-0.00146398681176187	0.00188899852987516	0.00462003174176015
SIAH3	-0.0119984270536938	-0.0142754007024833	0.0101017983816235	0.00011622838854446
PDZD7	-0.0121312232590656	0.000525756890496287	-0.00219185042242698	-0.00492082663360833
C14orf162	-0.0121291226739525	-0.00104446505845574	-0.00048973684508223	-0.00487680868400111
QPRT	0.0121111713987093	-0.0038165166520384	-0.0051406968622493	0.00355272329766499
STIL	0.0120975273915021	0.000812178449144109	0.00884507996389555	0.00229216907820116
CAB39L	-0.0120522068321067	0.00554019563729698	0.0122086147093912	0.00305061085896421
KIAA0427	-0.0121169274951999	-0.00307961302422962	2.77919950248835e-05	0.0195783645967635
SLPI	0.0120717404660883	-0.00892993604165105	-0.00536832531601249	-0.00569347063939395
C9orf140	0.0119622147380099	-0.0177834857451107	-0.00378324763487695	0.00212383742424108
CPEB3	-0.0121120574955293	-0.00271412429445041	0.00189604163098503	0.000552958651936261
MDFI	0.0120096188523002	-0.0137610428709272	-0.00590848156845957	0.00564439740753369
ESAM	-0.0121094399510398	-0.00170118992181278	0.0022692408655361	-0.00485429939967432
ATHL1	0.0120693548429588	-0.00863911183752025	-0.000902329445166074	0.0107896896998364
NPAS3	-0.0120419205801002	-0.00552675998849405	0.0102007691580852	0.00355989632228911
KIF1B	-0.0120931995149022	9.5514321891815e-05	0.00217389933759758	0.0209302647800113
TRPM1	0.0120807928687308	0.0006125340171684	0.00546026828333832	0.00080148175384161
CAP2	-0.012080932304157	0.000989364744796752	0.00413537659629144	0.0046016876021258
B3GAT2	-0.0119828276402603	-0.0103995607933709	-0.0114151980475862	-0.00225741350156127
FGF9	-0.0120552177180682	0.00188318756847343	0.00824461212811151	0.00469045740261902
CKS1B	0.0119449898407116	-0.0158146383078984	0.0058956773199023	0.0077910349578972
TFRC	0.0120464087773814	-0.00623367824326872	0.00245923274757693	0.0105604892578368
RNF152	-0.0119685523214861	-0.00314037153069139	-0.0155217157655437	0.000499605309541759
DNAJC18	-0.012059325391632	0.00105201580603401	-0.00180342336912533	0.000480529146513122
KCNAB3	-0.0120060764164255	-0.00613508483549392	0.0096580533300171	-0.0020838262853549
HYDIN	-0.0120130365734098	0.0014885135781447	-0.0109293086495351	-0.00110290540295093
GUCY1A3	-0.0120564497613121	-0.00209715059904065	0.000722231255998255	0.00600391797090297
KRT10	0.0120400614496536	-0.0040282845428081	0.000542873113950536	0.011853181831856
APOBEC3C	0.0118781148360843	-0.0180792378477139	0.00378213069302303	0.00560486420513192
IDH1	0.0120406286319551	-0.000480739414074226	0.000875032927029513	-0.0059279772228253
WDHD1	0.0119451329696283	-0.0133375787665495	0.00502352178868578	0.00262997993619935
TMEM158	0.0120289029208909	-0.00379454649792107	-0.00253421639106431	-0.00466570130667752
CORO6	-0.0120121269570318	-0.000463305515282465	-0.00818871191048275	-0.00598802000464245
APCDD1L	0.0119788650061569	-0.0104262935097475	0.00363235140771027	-0.0027027951464619
TFAP2E	-0.0119570291756875	-0.00431276007522162	0.0135284809677015	-0.00155090537238465
LIF	0.0119055127822377	0.0151221313398899	0.00714211762484009	-0.0035805467356033
VIPR1	-0.0120302397348802	0.00196953577473392	0.00133657479065067	0.00593927516675274
ARHGAP23	-0.0119882192707466	0.00205665348853891	-0.0101443397189929	-0.0119481204110836
ALOX5	-0.0120052028780601	-0.00166479957621981	-0.00747117832211266	-0.00207623566944659
CDK4	0.0120196473033083	0.000255154101971815	0.00330942420273733	0.00495881375070198
TLE2	-0.0120225191305436	-0.000854504326464381	0.000183156835518494	0.0114835202569739
TTC9	-0.0120152430468399	-0.00122669241010573	0.0034795613159764	-0.00754699989825922
CCDC92	-0.012002060228856	-0.00496487870378555	-0.00346579179721916	0.0104102890598152
KIF18A	0.0119610282421381	-0.0102646916052422	0.00372671009933404	0.00495957598652142
LDB2	-0.0120162033228824	-0.000709623867116625	-0.00108246497325644	0.00738509627378186
IGSF9	0.0119740613678099	0.000652392328489681	-0.0104026599404386	0.000895353227006979
SHD	-0.0119747112183343	0.00825261954020556	-0.000772751514322493	-0.00498034115824093
ZNF483	-0.0118658422208492	-0.00230880476218243	0.0187084678454635	0.00482768730536966
PRIMA1	-0.0119974366492473	0.00123497495213386	-0.0021853788245416	0.0100561164463386
MTSS1	-0.011995466325682	0.00101530903345768	-0.00180839044363981	0.00593755236798952
MARCH4	-0.0119308015664225	-0.0111926765593266	-0.00386104105413133	0.000811367967315823
CIDEA	-0.0119846049568404	-0.00453485890922833	-0.000522144258486442	-0.000862398541146665
KRT17	0.0119467217345639	-0.00932930931413254	-0.0028687194247802	-0.0114239225215202
HP	0.011821931923615	0.0183323226893652	0.00366570383038255	-0.0017699161278023
C1orf115	-0.0119809364451536	0.000734889242617157	-0.00210506762408589	-0.0076495992482131
ATP8B3	0.0119598198135675	-0.00645791771659671	-0.00270814746806568	-0.00300602194097152
IL16	-0.0119688471321565	-0.00184851010924799	0.00534368045787379	0.00468160328674599
CDH18	-0.0119153438639886	-0.00178011748270244	-0.0126162956724025	0.000306692470665938
CSAG1	0.0117487344064891	-0.0173870317462558	0.0140725064137367	0.00571022887727949
SH2D3A	0.0117873472860545	0.0183298697568783	0.00417672086288817	-0.00371540536564647
USP2	-0.0118892016655871	-0.00492261877885801	0.0112040322146761	-0.0113368344613045
TMEM45A	0.0118227376114838	-0.0160917808041796	-0.000417367906826422	0.0021955215612607
MIR17HG	0.0119326719986021	0.000445141290187045	-0.00531047069223275	0.00208573544148818
LASS1	-0.0119050561404348	-0.00449987837440979	0.00827341332302178	0.00626511658833892
LYPD3	0.0118421395552198	-0.0103204041403421	-0.0101137304982289	0.00469569326114878
SLC6A13	-0.0118896634386812	-0.000833269851923726	0.0102261430491256	-0.0048043915821652
FOLH1	-0.0117911728923231	-0.0114248828877461	-0.0137451624140873	-0.00301033211558115
DAGLA	-0.0119186746082484	-0.00148228830369271	0.00456930940407286	0.00058792444128149
JAKMIP2	-0.011898232088011	0.00532812837212117	0.00421648151380122	-0.00776293160584057
PKIA	-0.0118273300687091	0.00337719486074117	-0.0147450515017592	0.011265833390811
GINS4	0.0118803250158043	-0.00680663433480425	0.00535594241047856	-0.000188324846605534
ADCY4	-0.0117952772209817	-0.0115775720254149	-0.0114262319613345	-0.000208895069309131
PDE4DIP	-0.0119062263230051	-0.00150877715596571	-0.00292729776702702	0.000661771626096493
RPL22L1	0.0118321687208889	-0.0077894011899672	0.0101661173870392	-0.00319794113866225
RAB27A	0.0117994515456741	0.0142244665781896	-0.00107724892067789	0.00257155656060638
BHLHB9	-0.0118507693581043	0.00980361738604718	0.00150341030396686	-0.00812402194189143
CCL20	0.0118922774162163	0.000390968374660831	0.00228492108709301	0.00213577818485707
ARC	-0.0118764681056868	-5.80817409216932e-06	0.00614940786869494	-0.00611874783956537
NCRNA00092	-0.011582408376307	0.00353284669599432	0.0277512802001129	-0.00316085289079804
EXTL1	-0.0118600594333296	0.00104573720956286	0.00790507777527635	0.000610298757678387
CCR9	0.0117867342574706	0.011157415121119	0.0093077500437275	0.00488638826041887
CTNNAL1	0.0117436583079589	-0.0163599251836762	-0.0016775421525178	0.000448241077037937
PPP1R1A	-0.0118700648664377	0.00304626849253131	-0.000966955152006777	0.0113384014254607
NIPAL3	-0.0118371294416861	0.00231910709469203	0.00863324137891625	-0.00630569007447003
CDCP1	0.0118657091808179	-0.0023739580833793	0.000449728291864097	0.000864368030078815
IL2RG	0.0118357224382021	-0.0067893388607406	-0.00478123833490648	0.00795025869473074
PAPL	-0.0117926390285836	-0.00753690995609457	0.0109614651102758	0.00120245076838218
CXCR4	0.0118047130956955	-0.00816360141442251	0.00774395925319082	-0.000235644352304648
GRAP2	0.0117909713458907	0.0112533939916868	-0.00380562446453432	-0.00536541393652232
AFAP1L2	-0.0118477760200581	-0.00427746935466735	-0.00118565979747022	-0.0103736810886648
FAM176A	0.0118081225887755	0.000742998927281058	-0.0109444670769993	0.000846696368851541
TRIM3	-0.0118483344639852	-0.00295105197374881	-0.00185058836768222	-0.0117052299865932
CPZ	0.0118163875613157	-0.00868848852060175	-0.000756419218780025	-0.000359012495001122
ECT2	0.0118472317889985	0.00109311653009354	0.000759634555099021	-0.00469631047256109
ARHGDIB	0.0118423010042675	0.00223699631668642	0.000633012959027872	-0.00458859466869587
TUBA4A	-0.0118317562351563	-0.00273267791104374	0.0033592030548856	0.0222292519476322
TRHDE	-0.011825647347784	0.00529812055956732	-0.000724495722066862	0.00315673718429003
FLJ35390	-0.0118053735163063	-0.00156917228865722	-0.00891535927128195	-0.00089632610691208
PPP1R9A	-0.0118222430966852	0.003654591000321	0.0044819827211027	-0.00480183263283914
GDAP1	-0.0118239978601922	0.00243529518242348	0.00388283149117967	-0.00612994693807632
KBTBD12	-0.0117946423794198	0.00835331330432598	-0.000402983419103128	0.000340015918624553
FAM83G	0.011532604577886	0.0238759761703853	-0.0056962410307142	0.00061421266653328
LHFP	-0.0118199860430015	-0.00131156484970075	0.00401131550559759	0.000590881990179254
ODZ2	-0.011810473568848	-0.00110210824686637	0.00629280762442806	-0.00204352517516822
MFAP4	0.0118203457550086	-0.00109357955753002	-0.00305075014591397	0.0103615535640469
SOBP	-0.0118153205306837	-0.000297066832753415	-0.00440181930259504	-0.00487505567179488
TMEM229B	-0.0117437452871548	0.00415261233137159	-0.0129228174446205	0.000133603221288618
CTNNA3	-0.0118032367092301	-0.00455928053606615	-0.000647173829269261	0.00326207480452243
ATP1B1	-0.0118080201172074	-0.000408697357884779	-0.0036767382291208	-0.0199120104351489
HOXA10	0.0117974709706617	0.00036795187300238	0.0059080775991072	0.00228940699145263
FAIM3	0.0116366581974702	0.0173858986598896	0.00785138214670757	-0.00321023435651726
PAMR1	-0.0117909338939294	0.000872147525535687	-0.00592717169232573	0.00318758404476375
THRB	-0.0118006237255579	0.00199445649274689	-0.00122693605292136	-0.0117438786873619
CALM1	-0.0118008473437309	-0.000118334700216497	0.00236360118537627	0.0114568214977798
LEFTY2	0.0117827449399258	0.000612636252635133	0.00696679172628794	0.00505349359513609
PIK3IP1	-0.0117912147411381	-0.00390708075054232	-0.000246358438876303	-0.0103308777578418
RNASE4	0.0117740312087266	0.00479072020050775	0.00107582121657403	-0.00475700625935216
PTPRO	-0.0116436785247386	0.00412903767365946	-0.0183054416779566	-0.00548656256872684
CD109	0.0117791130017571	-0.00200228742756171	-0.000543257158584771	-0.00187487085632973
NCRNA00261	0.0117771814779336	0.000434113048272273	-0.00301296781062547	-0.0060308124483667
ANXA2P3	0.0117008522149783	0.0119138589199946	0.0043776262451427	-0.00396727726487804
EPDR1	-0.0117691802461199	-0.00370080041209655	-4.431539130677e-05	-0.000793239683466189
FAAH	-0.0117574899747689	-0.00165545425071517	-0.0061058380421876	-0.00487331440478883
GRIK1	-0.0117317929480665	0.0062807092678293	0.00678616415975974	-0.0037017038247905
KCNK6	0.0117208100476437	-0.00888456328261329	0.00402713765981472	-0.005678060869553
IFI27	-0.0117569388229622	0.000249451788216075	-0.00244453856634878	0.0114723317110609
FPR1	-0.0114021474987863	0.00739580224359716	-0.0288622306207465	0.00515372537131631
FABP3	-0.0117515217573914	0.00122356867090951	0.00359382555112062	-0.00624138039969534
CD34	-0.0117478058462404	-0.00144435074415283	-0.00464714415158062	-0.00209110753376386
PRSS8	0.0117343933540844	-0.00313880095461425	-0.00634080987941003	0.0104325752741563
C17orf107	-0.0117321308286962	0.00319881362194251	-0.00641830981385196	-0.002207677429958
SLITRK5	-0.0117456000411522	-0.00187657822464917	-0.00340135988421043	0.00049607730598908
HSPG2	0.0117507994177171	-0.00046476093652882	0.0012534789101568	0.0212183094901464
FIBIN	-0.0117460667459316	-0.000736284163728778	0.00310616958850891	-0.00358292887978997
FAM125B	-0.0117411797558363	-0.00182052418909706	-0.00427403203457791	0.00055216078559778
TOM1L2	-0.0117423071813341	-0.001294464230845	0.00205376926942441	0.0114705121259941
PDK2	-0.0117421513460314	0.000969139857252347	-0.00224794400851037	0.0223492623213209
C11orf9	-0.0117375170993828	0.000921776558049299	0.00288651126887322	-0.021162798411248
JSRP1	0.0116888375287088	-0.0102171343477143	-0.00137165941199377	0.00213130460535132
DDX21	0.0117326694141718	0.00185025223820398	0.00263689272166372	0.00619585218684651
GFI1	0.0116977848794612	0.0077500294632087	-0.00391586321281476	-0.0022395214374683
PDE2A	-0.0117305340256762	0.000160562686724041	-0.000723331625549405	0.0114622909636916
PLAC8	0.0115552049815061	0.0183407393407576	0.00387833842269871	-0.00368478211982714
CPN2	0.0117104429087472	0.000633695059181935	-0.00650747606210666	0.00472834689712537
RAPGEFL1	-0.0117213236183351	-0.00272215783492792	0.000814910369287962	-0.00483647021007415
CA2	-0.0116981685872731	-0.00436402413541497	-0.00623449979073356	0.0061289806375931
LGI2	-0.0116561929746799	-0.010046388390622	-0.00561148541809123	-0.000447398606437105
SAMD12	-0.0117147706062476	-0.00246682647956232	0.000730705154473888	0.00597490070869146
ANG	0.0116884936940325	0.00510857001768965	-0.00557285432303267	0.00316563783362781
TCIRG1	0.0117096401106532	-0.00240247777910788	-0.000101374022346778	0.0103713865810355
ADAMTS8	-0.0116950495949108	0.00358341044726764	-0.00513964166844632	-0.00512371415644196
RAB9B	-0.0116961028152956	-0.00112675733690702	0.00543050346849868	0.00475420001574283
PPM1K	-0.0116497815802168	-0.00596569652769943	-0.0101635261466779	-0.00493371557231849
HS6ST3	-0.0116568248257573	0.000712281909892822	-0.0102379868926462	0.000502061415463834
HOXB6	0.0116946998632768	0.0004107314563702	0.000597113750563418	0.000783242572917156
MCF2	-0.0116682693537718	0.00667749471000157	-0.000418582543622416	0.000407385738476834
MFSD6	-0.0116831280337541	-0.00258607793126046	0.00263901885411712	-0.00610083212848495
WASF1	-0.0116686473267142	0.00207205857615551	0.0066198514893866	0.00334883468903548
CTXN1	-0.0116661131032708	-0.00302077426858423	0.00267009439420864	0.0101882337773012
PLXNB3	-0.0116699830815491	-3.51402042144482e-05	0.00131713947726741	0.0114462585982134
DLL4	-0.0116408933667555	0.00221448386354437	0.00824739085029344	0.0006928444198772
ANKRD56	-0.0115843844300998	0.0087552448627861	-0.0108023769003663	0.00171423901878009
TERT	0.0116348314210738	0.00770736022299304	0.00222548069635797	0.0019240741495968
FN3K	-0.0116592780308839	-0.00217060554146243	-0.00186008490037335	0.0114098070791408
FOXA3	0.0115995180599499	-0.0102613771596782	0.00511882781799915	0.00213277024559524
YPEL3	-0.011658319972188	-0.00246987516515911	0.000846818874738654	-0.000668868885221683
KCNA4	-0.01164427626086	-0.00586937046939303	-0.000534732843478176	0.00223234018025012
GTSF1	0.0115938584226689	-0.0102691262144345	0.00620469058012856	0.00523372422505167
GRM2	-0.0116368744122681	0.000713699142079462	-0.00760182650547527	-0.00603708215348695
CSMD1	-0.0116544381640543	0.00140106830243411	0.00297047458729461	0.000481484221665914
MCM4	0.0116171921941009	-0.00899610820468473	-0.0018940358544847	0.00502217612982911
TRIM15	0.0116552604721109	0.000434403918196338	-0.00243067255252353	0.00353990441864157
MPP2	-0.011645923853358	-0.00249002643674935	0.00165164138481584	0.000723282189363946
KLK7	-0.0116137008364426	-0.00416215855700664	-0.00803797281037542	0.00353263484129854
C1QTNF6	0.0116331400348222	1.88201450334102e-05	0.00471511058763711	0.000760368842111214
GBE1	0.0116133030338576	-0.00746719258576054	-2.68398743136171e-05	-0.00444190409112973
B4GALNT1	-0.0116370836168283	-0.0026488829606806	0.000976550790905771	0.000803270379026507
RAB39B	-0.0115284402897254	-0.00714470733585848	-0.0145917191975034	-0.00560864420160917
PRSS33	0.0115796674567629	-0.0102091313745221	-0.00190636234504074	0.00264475577771429
ABLIM1	-0.0116322141040371	-0.000222147750196653	0.000296212712329252	-0.000766697554179579
PLOD2	0.0116087194637677	-0.00683420380550507	-0.000549081442971263	-0.0100461307970135
TNFAIP8	0.0115019844616989	-0.0160803300434467	-0.00034298291012607	-0.0026276487248792
MCM8	0.011616734312038	-0.000386033276197791	-0.0057901302311671	-0.00464909295935017
GRIN3A	-0.011548200766433	0.00614153368454202	0.0123871021603464	0.00316742405548378
GGT5	-0.0116040481062151	-0.000321343751088532	-0.00681298431683076	-0.00347523818059444
F3	-0.0115392937365521	-0.00139229685564007	0.0139123041546247	-0.000705423411324067
RYR3	-0.0115808086039736	0.00545144465411327	-0.00721803907633634	0.00584652915551816
C11orf86	0.0116122851483727	0.000413595624603012	0.000626866338740031	-0.00334766126589051
DCC	-0.0114279836512039	-0.0167159857700171	0.010078812176291	0.00697122283190082
P4HA2	0.0115741740995292	-0.00728123450509784	0.00249564180617242	-0.00699772235591749
HOXA11AS	0.0115359915220977	0.000325653862711232	0.0130115499043841	0.000961229147153945
GFI1B	0.0115390224383383	0.011243441104368	-0.00116272760191262	8.45233884130778e-05
MEGF6	0.0115137485807189	-0.0132179812514658	0.000289923001524355	0.00017056479328831
NRIP3	-0.0115579063144613	-0.000422840295960137	0.0102722899722712	-0.0113669848657118
FAM131C	-0.0113886297060398	-0.00805124816854289	0.0211562628228048	0.00690708053846615
CHEK2	0.0115856741492404	-0.00464889509158172	8.22476862306799e-05	-0.00190898780880706
SH2D1A	0.0115094428411282	0.0111803418156653	0.00759507211178538	-0.00407668115860341
GEFT	-0.0115638011746474	-0.000452813138640643	-0.00858218706932364	0.0170584867759907
NCS1	-0.0115884385033388	-0.000817947140085111	-0.00105115483044586	0.0210797010381571
FGF13	-0.0114736492557548	0.000835525688010458	-0.0163461325940222	-0.00920917163705989
KIT	-0.0115379378715652	-0.00285270793587517	0.00865836627302175	-0.0116507975663045
CLASP2	-0.0115637489563685	0.00117246518660459	0.00423729025279159	0.0167912640349451
KLF5	0.0113982092759777	0.0185285490237233	8.97400128056768e-05	-0.000463064037646897
CAMK2N1	-0.0115672180917791	0.000650441122837133	-0.00148931080765588	-0.002105134723889
ACVRL1	-0.0115598497989306	-0.00100208681558676	0.00351737837870682	0.000630181571302434
KIF4B	0.0115017160325814	0.0112407951291285	-0.000611494161054774	-0.00231742556621595
DPF1	-0.0114882386941834	-0.0117703501282279	0.00381009266875195	0.000645104047573889
QPCT	0.0115624410553263	-5.41057620938948e-05	-0.000717026338693837	-0.000576698336073412
MST1P2	0.0115339777738094	-0.00292138971093892	0.00722229843490781	-0.00579313769072613
GLRA2	-0.0114880960602429	-0.00762246665467356	0.0101630234308552	0.000719021954282029
DDX12	0.0115544909721688	0.000652231989291014	0.002730253751142	-0.000628974445097732
BST2	0.0115266096446612	0.00424168631504311	0.00724654540235037	0.00476362949643797
RALGPS1	-0.0115557973034755	-0.000446917307146797	0.000977280339833901	-0.0061474153286547
ZNF521	-0.0115258854210567	-0.00554200922946755	0.00543847813824207	0.010294541327662
BCL2L12	0.01155029528716	0.00113691072101874	0.00142014941974062	0.000781842492314377
