Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
COMTD1	87.75	-1.91053	0.288322	-6.61899	3.61671e-11	1.12234e-10	144	134	34	39	144	134	34	39	7.15	7.04	5.13	5.32
COPA	1278	-0.817187	0.105467	-7.74821	9.31997e-15	3.54257e-14	1549	1713	870	980	1549	1713	870	980	10.6	10.74	9.77	9.94
COPB1	435.5	-1.95622	0.145383	-13.4526	2.97417e-41	2.83497e-40	666	720	180	176	666	720	180	176	9.37	9.48	7.5	7.47
COPB2	558	-1.85652	0.132175	-14.0438	8.40707e-45	8.64763e-44	838	912	241	241	838	912	241	241	9.71	9.83	7.92	7.92
COPE	1031.5	-0.980503	0.10228	-9.58634	9.12687e-22	4.6982e-21	1378	1361	688	699	1378	1361	688	699	10.43	10.41	9.43	9.45
COPG	1164	-0.854849	0.103845	-8.23184	1.84354e-16	7.62051e-16	1426	1573	804	853	1426	1573	804	853	10.48	10.62	9.65	9.74
COPG2	117.75	-1.16062	0.246464	-4.70795	2.50226e-06	5.61903e-06	143	183	71	74	143	183	71	74	7.15	7.5	6.17	6.22
COPS2	187.75	-0.989659	0.200059	-4.94632	7.56304e-07	1.75911e-06	240	260	110	141	240	260	110	141	7.9	8.02	6.79	7.14
COPS3	234	-1.18018	0.176475	-6.68667	2.28302e-11	7.18915e-11	332	318	144	142	332	318	144	142	8.37	8.31	7.18	7.16
COPS4	130.75	-0.0932921	0.221354	-0.42146	0.673419	0.721309	134	136	122	131	134	136	122	131	7.07	7.09	6.93	7.03
COPS5	213.25	-0.626452	0.179814	-3.48377	0.000494395	0.000904517	263	255	170	165	263	255	170	165	8.03	7.99	7.41	7.37
COPS6	760.5	-0.855441	0.131887	-6.48604	8.81221e-11	2.67178e-10	957	1003	467	615	957	1003	467	615	9.9	9.97	8.87	9.27
COPS7A	678.5	0.266101	0.12029	2.21215	0.0269562	0.0393831	595	637	698	784	595	637	698	784	9.22	9.32	9.45	9.61
COPS7B	304	-0.74498	0.157101	-4.74187	2.11757e-06	4.78063e-06	397	365	224	230	397	365	224	230	8.63	8.51	7.81	7.85
COPS8	191	-0.301993	0.189573	-1.593	0.111161	0.145601	198	224	171	171	198	224	171	171	7.63	7.8	7.42	7.42
COPZ1	499.75	-1.43823	0.135741	-10.5944	3.16304e-26	1.89903e-25	718	743	250	288	718	743	250	288	9.48	9.53	7.97	8.17
COPZ2	38.5	-2.12225	0.432031	-4.89551	9.80527e-07	2.26389e-06	58	68	14	14	58	68	14	14	5.81	6.03	3.9	3.9
COQ10A	81	-0.159062	0.274968	-0.578471	0.562946	0.619323	83	88	77	76	83	88	77	76	6.37	6.46	6.27	6.25
COQ10B	64.5	-0.177164	0.310727	-0.570154	0.568573	0.624957	66	71	53	68	66	71	53	68	6.04	6.14	5.74	6.08
COQ2	41.25	-2.01195	0.42357	-4.73714	2.16752e-06	4.89021e-06	70	63	11	21	70	63	11	21	6.08	5.93	3.61	4.44
COQ3	32.75	-0.773381	0.424745	-1.82014	0.0687374	0.0938443	40	43	23	25	40	43	23	25	5.3	5.4	4.56	4.67
COQ4	264	-0.863893	0.16881	-5.11727	3.09987e-07	7.42277e-07	347	335	173	201	347	335	173	201	8.43	8.38	7.44	7.65
COQ5	112.75	-1.05544	0.245656	-4.29552	1.74286e-05	3.64486e-05	142	163	78	68	142	163	78	68	7.14	7.34	6.3	6.1
COQ6	91.75	-0.577	0.264095	-2.18466	0.0289135	0.0419945	119	101	74	73	119	101	74	73	6.88	6.65	6.22	6.2
COQ7	81.5	-0.810433	0.279003	-2.90427	0.00368109	0.00604748	105	103	55	63	105	103	55	63	6.7	6.68	5.8	5.99
COQ9	325.5	-1.05204	0.161547	-6.51183	7.4241e-11	2.25805e-10	421	458	189	234	421	458	189	234	8.71	8.83	7.57	7.87
CORIN	1.75	0.301929	1.31473	0.229474	0.8185	NA	2	1	2	2	2	1	2	2	0.88	0.49	0.88	0.88
CORO1A	471.5	-0.881504	0.134671	-6.54541	5.93337e-11	1.81486e-10	605	618	312	351	605	618	312	351	9.24	9.27	8.29	8.46
CORO1B	540.25	-1.47804	0.129652	-11.399	4.22757e-30	2.8973e-29	808	783	275	295	808	783	275	295	9.65	9.61	8.11	8.21
CORO1C	942.25	-1.58125	0.10967	-14.4174	4.02042e-47	4.39703e-46	1381	1445	453	490	1381	1445	453	490	10.43	10.49	8.83	8.94
CORO2A	115.25	-0.796453	0.254169	-3.13323	0.00172895	0.00295525	145	148	66	102	145	148	66	102	7.17	7.2	6.06	6.67
CORO2B	721.25	3.21636	0.138792	23.16	1.1535e-118	4.52272e-117	132	147	1243	1363	132	147	1243	1363	7.06	7.21	10.27	10.4
CORO6	222.75	2.29401	0.198894	11.5256	9.80074e-31	6.836e-30	82	68	355	386	82	68	355	386	6.38	6.11	8.46	8.58
CORO7	405.25	-0.301139	0.149887	-2.0091	0.0445269	0.0627681	432	463	322	404	432	463	322	404	8.75	8.85	8.33	8.66
CORT	11.25	2.74355	0.81328	3.28694	0.00101281	0.00178244	1	4	19	21	1	4	19	21	1.19	2.22	4.05	4.18
COTL1	1000	-1.85721	0.110674	-16.7795	3.44683e-63	5.37413e-62	1532	1604	408	456	1532	1604	408	456	10.58	10.64	8.68	8.84
COX10	84.75	-1.45462	0.282136	-5.15274	2.56707e-07	6.1855e-07	120	129	45	45	120	129	45	45	6.89	6.99	5.52	5.52
COX11	165.5	-0.384059	0.200218	-1.91817	0.0550896	0.0764673	183	192	139	148	183	192	139	148	7.51	7.58	7.12	7.21
COX15	192.5	-1.02662	0.192736	-5.32596	1.00422e-07	2.49447e-07	273	244	123	130	273	244	123	130	8.09	7.93	6.95	7.03
COX16	98	-0.87328	0.260129	-3.35658	0.00078913	0.00140828	129	125	61	77	129	125	61	77	7	6.96	5.95	6.27
COX17	59	-0.364321	0.322894	-1.12825	0.259214	0.311233	73	60	54	49	73	60	54	49	6.18	5.91	5.76	5.63
COX18	60.75	-0.607403	0.320121	-1.89719	0.0578025	0.0800018	81	66	47	49	81	66	47	49	6.32	6.04	5.57	5.63
COX19	146.25	-0.591826	0.223248	-2.65086	0.00802868	0.0126215	190	162	101	132	190	162	101	132	7.56	7.34	6.67	7.05
COX4I1	2123.5	-0.0339369	0.0938632	-0.361557	0.717683	0.759825	2068	2229	1983	2214	2068	2229	1983	2214	11.01	11.12	10.95	11.11
COX4I2	5	2.62138	1.08703	2.28664	0.0222166	0.0328615	1	1	9	9	1	1	9	9	0.91	0.91	2.81	2.81
COX4NB	217	-1.4317	0.194672	-7.35288	1.93986e-13	6.85233e-13	331	303	100	134	331	303	100	134	8.36	8.24	6.66	7.07
COX5A	553.75	-0.737346	0.126498	-5.82878	5.5833e-09	1.51294e-08	697	688	393	437	697	688	393	437	9.44	9.42	8.62	8.77
COX5B	856.5	0.10602	0.10944	0.968744	0.332673	0.389086	798	852	859	917	798	852	859	917	9.64	9.73	9.75	9.84
COX6A1	353.25	0.128359	0.15907	0.806936	0.419703	0.478605	334	341	322	416	334	341	322	416	8.38	8.41	8.33	8.7
COX6A2	3	1.81527	1.20153	1.46848	0.141973	0.182003	1	1	6	4	1	1	6	4	0.74	0.74	2.12	1.73
COX6B1	649.5	-0.428849	0.125423	-3.4192	0.000628054	0.00113512	688	803	533	574	688	803	533	574	9.43	9.65	9.06	9.17
COX6B2	7.5	-2.0834	0.887584	-2.30819	0.0209888	0.0311758	13	12	2	3	13	12	2	3	3.47	3.37	1.57	1.9
COX6C	328.5	-0.499885	0.154057	-3.24477	0.00117547	0.00205345	379	391	252	292	379	391	252	292	8.56	8.61	7.98	8.19
COX7A1	86.25	5.796	0.606959	8.83955	9.61061e-19	4.40204e-18	3	2	162	178	3	2	162	178	2.16	1.85	7.28	7.41
COX7A2	349	-0.343883	0.146734	-2.34356	0.0191005	0.0285328	380	401	303	312	380	401	303	312	8.57	8.65	8.24	8.29
COX7A2L	409.25	-0.47737	0.14209	-3.35959	0.000780576	0.00139345	445	508	337	347	445	508	337	347	8.8	8.99	8.4	8.44
COX7B	389.75	-1.25273	0.161195	-7.77089	7.79369e-15	2.97288e-14	502	597	201	259	502	597	201	259	8.97	9.22	7.66	8.02
COX7C	493.75	-0.728049	0.13465	-5.40685	6.41423e-08	1.61462e-07	599	633	344	399	599	633	344	399	9.22	9.3	8.43	8.64
COX8A	1158.25	-0.756521	0.102263	-7.39775	1.38516e-13	4.93628e-13	1389	1522	850	872	1389	1522	850	872	10.44	10.57	9.73	9.77
COX8C	1.75	0.944494	1.32794	0.705074	0.480764	NA	1	1	2	3	1	1	2	3	0.46	0.46	0.85	1.13
CP	178.25	-2.70288	0.227987	-11.8379	2.48563e-32	1.82811e-31	293	326	46	48	293	326	46	48	8.18	8.33	5.56	5.62
CP110	171.25	0.67025	0.197806	3.38825	0.00070339	0.00126288	134	130	208	213	134	130	208	213	7.07	7.03	7.7	7.73
CPA1	1.25	-0.384343	1.40118	-0.273871	0.784184	NA	1	2	1	1	1	2	1	1	0.19	0.57	0.19	0.19
CPA2	2.5	-0.953832	1.21819	-0.777834	0.436667	0.494719	3	4	2	1	3	4	2	1	1.42	1.66	1.11	0.71
CPA4	95	-4.93235	0.469175	-10.2023	1.93558e-24	1.0923e-23	162	207	4	7	162	207	4	7	7.29	7.64	2.47	3.05
CPA5	1.25	-0.384343	1.40118	-0.273871	0.784184	NA	1	2	1	1	1	2	1	1	0.19	0.57	0.19	0.19
CPAMD8	29.25	1.25542	0.460609	2.72231	0.00648269	0.0103235	19	15	38	45	19	15	38	45	4.29	3.99	5.21	5.44
CPB1	1.75	0.944494	1.32794	0.705074	0.480764	NA	1	1	2	3	1	1	2	3	0.46	0.46	0.85	1.13
CPB2	22.75	-4.11291	0.750841	-5.16529	2.40067e-07	5.79909e-07	34	53	3	1	34	53	3	1	4.95	5.55	2.01	1.26
CPD	408.25	-1.059	0.14029	-7.54822	4.41248e-14	1.61439e-13	550	554	258	271	550	554	258	271	9.1	9.11	8.02	8.09
CPE	2461.5	3.00872	0.0960132	31.3327	1.67645e-215	2.11588e-213	544	542	4174	4586	544	542	4174	4586	9.09	9.09	12.02	12.16
CPEB1	84.75	2.07987	0.309666	6.70696	1.98717e-11	6.27468e-11	32	32	114	161	32	32	114	161	5.04	5.04	6.81	7.3
CPEB2	155.5	0.48456	0.209323	2.31482	0.0206229	0.0306665	137	122	170	193	137	122	170	193	7.1	6.94	7.41	7.59
CPEB3	115.5	2.74682	0.279756	9.79484	1.18486e-22	6.32717e-22	28	31	188	215	28	31	188	215	4.87	5	7.53	7.72
CPEB4	383	1.15119	0.145095	7.93344	2.13153e-15	8.36694e-15	228	247	522	535	228	247	522	535	7.84	7.95	9.02	9.06
CPLX1	1873.75	6.17266	0.172367	35.662	1.53534e-278	4.08425e-276	49	52	3420	3974	49	52	3420	3974	5.67	5.75	11.73	11.95
CPLX2	4862	5.15981	0.102517	50.3038	0	0	264	263	9025	9896	264	263	9025	9896	8.06	8.05	13.13	13.27
CPLX3	126.75	5.76979	0.509715	10.7716	4.68841e-27	2.89423e-26	5	3	217	282	5	3	217	282	2.69	2.22	7.72	8.09
CPLX4	4	2.27292	1.13431	1.92151	0.054668	0.0759926	1	1	7	7	1	1	7	7	0.85	0.85	2.44	2.44
CPM	96.75	-0.796744	0.258934	-3.07661	0.00209372	0.00354059	127	119	65	76	127	119	65	76	6.98	6.89	6.04	6.26
CPN1	14.25	-4.19718	0.917793	-4.09781	4.17077e-05	8.45547e-05	25	30	1	1	25	30	1	1	4.43	4.67	1.12	1.12
CPN2	40.75	-4.97651	0.69185	-6.65699	2.79496e-11	8.74234e-11	85	74	2	2	85	74	2	2	6.3	6.1	1.75	1.75
CPNE1	818.75	-1.95314	0.119515	-16.3404	5.09239e-60	7.45576e-59	1257	1347	314	357	1257	1347	314	357	10.29	10.39	8.3	8.49
CPNE2	273.75	0.239607	0.163436	1.46605	0.142634	0.182796	240	262	284	309	240	262	284	309	7.91	8.03	8.15	8.27
CPNE3	312.5	-1.82702	0.164189	-11.1246	9.52395e-29	6.26154e-28	488	488	128	146	488	488	128	146	8.92	8.92	7.01	7.2
CPNE4	51.25	4.14573	0.516972	7.81363	5.5564e-15	2.13454e-14	4	6	98	97	4	6	98	97	2.43	2.84	6.54	6.52
CPNE5	255	4.46973	0.262727	16.8961	4.80874e-64	7.60731e-63	21	22	475	502	21	22	475	502	4.49	4.55	8.87	8.95
CPNE6	252.5	7.31831	0.57403	11.5312	9.18586e-31	6.42008e-30	2	3	475	530	2	3	475	530	1.97	2.26	8.86	9.02
CPNE7	295.25	-2.24348	0.173216	-12.9455	2.49117e-38	2.19882e-37	474	502	100	105	474	502	100	105	8.88	8.96	6.66	6.73
CPNE8	44	0.0968648	0.366568	0.264246	0.79159	0.825697	46	39	46	45	46	39	46	45	5.52	5.29	5.52	5.49
CPNE9	105	5.50048	0.512822	10.232	1.42538e-24	8.07015e-24	2	6	202	210	2	6	202	210	1.9	2.87	7.6	7.66
CPO	3.75	1.21842	1.09122	1.10758	0.268043	0.321033	1	3	5	6	1	3	5	6	0.92	1.65	2.12	2.3
CPOX	299	-1.17203	0.162243	-7.22326	5.07548e-13	1.74926e-12	398	431	173	194	398	431	173	194	8.63	8.75	7.44	7.61
CPPED1	172	-0.942512	0.199485	-4.72422	2.31002e-06	5.20018e-06	232	221	116	119	232	221	116	119	7.85	7.78	6.87	6.9
CPS1	833.25	-6.46704	0.255852	-24.9424	2.58204e-137	1.30927e-135	1628	1669	17	19	1628	1669	17	19	10.66	10.69	4.24	4.38
CPSF1	1268.75	-1.16931	0.099595	-11.7404	7.90845e-32	5.71199e-31	1709	1805	758	803	1709	1805	758	803	10.74	10.82	9.57	9.65
CPSF2	186	-1.82489	0.203834	-8.94871	3.59652e-19	1.67666e-18	284	297	77	86	284	297	77	86	8.14	8.2	6.29	6.44
CPSF3	180.75	-2.30232	0.215823	-10.6581	1.59884e-26	9.69338e-26	314	288	62	59	314	288	62	59	8.28	8.16	5.98	5.91
CPSF3L	722.25	-0.287163	0.113782	-2.52378	0.0116099	0.0178744	784	804	630	671	784	804	630	671	9.61	9.65	9.3	9.39
CPSF4	316.75	-1.25136	0.171752	-7.28513	3.21369e-13	1.12077e-12	444	449	156	218	444	449	156	218	8.79	8.81	7.3	7.77
CPSF4L	1.75	0.300002	1.32166	0.226821	0.820563	NA	2	1	1	3	2	1	1	3	0.85	0.46	0.46	1.13
CPSF6	435	-0.85846	0.139886	-6.13664	8.42835e-10	2.41362e-09	532	590	296	322	532	590	296	322	9.05	9.2	8.21	8.33
CPSF7	752.5	-0.796857	0.118183	-6.74245	1.55737e-11	4.94646e-11	952	959	508	591	952	959	508	591	9.89	9.9	8.99	9.21
CPT1A	398.75	-1.36146	0.155726	-8.74181	2.29415e-18	1.03491e-17	555	594	193	253	555	594	193	253	9.11	9.21	7.6	7.99
CPT1B	11	-0.123006	0.716451	-0.171684	0.863686	0.88832	9	14	6	15	9	14	6	15	3.21	3.74	2.75	3.82
CPT1C	247.5	3.65065	0.22638	16.0772	3.68729e-58	5.21316e-57	37	35	443	475	37	35	443	475	5.26	5.18	8.77	8.87
CPT2	131	-1.73958	0.240928	-7.21618	5.34671e-13	1.8387e-12	214	190	53	67	214	190	53	67	7.72	7.56	5.76	6.08
CPVL	87.5	-2.5232	0.309275	-8.13835	4.00701e-16	1.63254e-15	140	159	28	23	140	159	28	23	7.1	7.28	4.86	4.59
CPXM1	161	-5.48301	0.417705	-12.7427	3.42422e-37	2.91666e-36	317	314	8	5	317	314	8	5	8.27	8.26	3.24	2.73
CPXM2	28	1.04872	0.479905	2.1835	0.0289992	0.0421083	22	14	30	46	22	14	30	46	4.48	3.9	4.89	5.47
CPZ	124.75	-3.91708	0.326278	-11.9076	1.0806e-32	8.04676e-32	232	237	12	18	232	237	12	18	7.82	7.85	3.75	4.26
CR1	2.25	0.766621	1.24613	0.61247	0.540227	NA	1	2	3	3	1	2	3	3	0.66	1.06	1.36	1.36
CR1L	5.25	-2.69497	1.0788	-2.36325	0.0181152	0.0271501	8	11	1	1	8	11	1	1	2.7	3.06	0.92	0.92
CR2	17	-4.0206	0.82983	-4.50205	6.72997e-06	1.45751e-05	27	38	2	1	27	38	2	1	4.58	5.04	1.62	1.19
CRABP1	126.5	-1.58219	0.237648	-6.65456	2.84146e-11	8.88459e-11	199	181	63	63	199	181	63	63	7.62	7.49	6	6
CRABP2	366.75	-4.38299	0.220659	-19.778	4.60338e-87	1.12425e-85	668	733	29	37	668	733	29	37	9.37	9.5	4.93	5.26
CRADD	50.5	-0.659335	0.348768	-1.89015	0.0587384	0.0811802	57	67	36	42	57	67	36	42	5.82	6.05	5.19	5.4
CRAMP1L	445.75	0.0177579	0.145762	0.121828	0.903035	0.920116	410	476	408	489	410	476	408	489	8.68	8.89	8.67	8.93
CRAT	457.5	0.315879	0.141558	2.23143	0.0256526	0.0376153	418	397	459	556	418	397	459	556	8.71	8.63	8.84	9.12
CRB1	44	4.82324	0.644182	7.04406	1.86721e-12	6.23282e-12	3	2	85	86	3	2	85	86	2.1	1.78	6.31	6.33
CRB2	242.25	2.99533	0.206078	14.5129	1.00334e-47	1.11711e-46	55	52	416	446	55	52	416	446	5.81	5.74	8.69	8.79
CRB3	15.75	-3.27877	0.75232	-4.20967	2.55741e-05	5.27434e-05	31	27	2	3	31	27	2	3	4.77	4.59	1.67	2
CRBN	139	0.394764	0.215634	1.83067	0.0671494	0.0918722	119	121	155	161	119	121	155	161	6.9	6.92	7.27	7.33
CRCP	179.75	-0.292691	0.194098	-1.50794	0.131569	0.170014	188	208	157	166	188	208	157	166	7.55	7.7	7.3	7.38
CREB1	160.25	-0.520844	0.202842	-2.56764	0.0102392	0.0158701	187	191	133	130	187	191	133	130	7.54	7.57	7.06	7.03
CREB3	209.25	0.418493	0.180432	2.31936	0.0203755	0.0303169	176	182	237	242	176	182	237	242	7.46	7.51	7.89	7.92
CREB3L1	94.25	-2.21402	0.293588	-7.52967	5.0868e-14	1.85443e-13	149	162	26	40	149	162	26	40	7.19	7.31	4.77	5.35
CREB3L2	367	-2.63935	0.167002	-15.7942	3.41294e-56	4.5889e-55	605	661	107	95	605	661	107	95	9.23	9.36	6.76	6.59
CREB3L3	13.75	-1.59497	0.684338	-2.32049	0.0203142	0.0302309	18	24	3	10	18	24	3	10	4.08	4.45	2.07	3.35
CREB3L4	60	-2.55384	0.385192	-6.60583	3.95293e-11	1.22298e-10	82	124	20	14	82	124	20	14	6.32	6.9	4.39	3.92
CREB5	110.75	0.802949	0.246814	3.25288	0.00114241	0.00199912	72	89	133	149	72	89	133	149	6.18	6.48	7.05	7.21
CREBBP	1026.5	0.178475	0.109504	1.62985	0.103134	0.135963	914	1012	1029	1151	914	1012	1029	1151	9.84	9.98	10.01	10.17
CREBL2	247.5	0.823349	0.175674	4.68654	2.77862e-06	6.21542e-06	173	184	290	343	173	184	290	343	7.44	7.53	8.18	8.42
CREBZF	566	-0.633386	0.124917	-5.07037	3.97048e-07	9.42655e-07	693	684	422	465	693	684	422	465	9.43	9.42	8.72	8.86
CREG1	418.25	-1.77717	0.144309	-12.3127	7.7382e-35	6.1688e-34	659	637	188	189	659	637	188	189	9.36	9.31	7.56	7.57
CREG2	137.25	3.38522	0.282642	11.9268	8.58557e-33	6.41266e-32	23	24	241	261	23	24	241	261	4.6	4.66	7.89	8
CRELD1	476.25	1.00454	0.140368	7.15622	8.29297e-13	2.81551e-12	297	336	591	681	297	336	591	681	8.22	8.4	9.2	9.41
CRELD2	220	-1.00562	0.190771	-5.27086	1.35788e-07	3.33794e-07	317	271	129	163	317	271	129	163	8.3	8.08	7.02	7.35
CREM	108.25	-1.16445	0.258865	-4.4971	6.88855e-06	1.49074e-05	146	154	54	79	146	154	54	79	7.18	7.25	5.78	6.31
CRH	10.75	3.33063	0.892694	3.52988	0.000415741	0.000765638	2	1	17	23	2	1	17	23	1.55	1.12	3.87	4.26
CRHBP	15.75	2.61714	0.689509	3.73624	0.000186795	0.000355988	4	4	23	32	4	4	23	32	2.32	2.32	4.4	4.83
CRHR1	107	6.65902	0.69738	8.29944	1.046e-16	4.3666e-16	2	1	205	220	2	1	205	220	1.84	1.46	7.62	7.72
CRHR2	9.25	2.73476	0.876678	3.02232	0.00250846	0.00420737	3	1	16	17	3	1	16	17	1.9	1.13	3.77	3.84
CRIM1	478.25	-0.185412	0.131018	-1.41516	0.157023	0.199316	494	524	435	460	494	524	435	460	8.95	9.03	8.77	8.85
CRIP1	127.5	-3.71941	0.313105	-11.8026	3.78375e-32	2.76989e-31	220	255	15	20	220	255	15	20	7.75	7.96	4.03	4.41
CRIP2	787.75	0.462027	0.112117	4.12092	3.7736e-05	7.67097e-05	651	674	877	949	651	674	877	949	9.35	9.4	9.78	9.89
CRIP3	14	0.911539	0.655248	1.3895	0.164682	0.208014	14	5	20	17	14	5	20	17	3.79	2.6	4.24	4.03
CRIPAK	150.25	-0.819166	0.211552	-3.87183	0.00010802	0.000211073	189	195	103	114	189	195	103	114	7.56	7.6	6.7	6.84
CRIPT	48.75	0.396233	0.354158	1.11874	0.263253	0.315655	36	48	55	56	36	48	55	56	5.19	5.59	5.77	5.8
CRISP3	4.75	-2.54138	1.09782	-2.20091	0.0277424	0.0404259	8	9	1	1	8	9	1	1	2.66	2.79	0.9	0.9
CRISPLD1	32.5	-0.393697	0.422488	-0.931768	0.351457	0.408934	39	35	29	27	39	35	29	27	5.27	5.12	4.87	4.77
CRISPLD2	71.25	0.170618	0.291749	0.584808	0.558677	0.615017	65	69	76	75	65	69	76	75	6.03	6.11	6.24	6.23
CRK	264.75	-0.313514	0.171131	-1.832	0.0669508	0.0916367	271	316	219	253	271	316	219	253	8.08	8.3	7.78	7.98
CRKL	1101.75	-0.618055	0.10718	-5.76647	8.09515e-09	2.16912e-08	1311	1358	807	931	1311	1358	807	931	10.36	10.41	9.66	9.86
CRLF1	292.75	-1.81022	0.167526	-10.8026	3.34614e-27	2.07973e-26	442	470	128	131	442	470	128	131	8.78	8.87	7.01	7.04
CRLF3	78.5	-1.00429	0.284766	-3.52577	0.000422254	0.000777219	103	107	52	52	103	107	52	52	6.67	6.73	5.72	5.72
CRLS1	177.25	-1.32143	0.201318	-6.56247	5.29241e-11	1.62362e-10	264	243	99	103	264	243	99	103	8.03	7.92	6.64	6.7
CRMP1	676	3.59852	0.148379	24.2282	1.12151e-129	5.13016e-128	108	97	1204	1295	108	97	1204	1295	6.77	6.62	10.22	10.33
CRNKL1	135	-1.09098	0.223473	-4.88102	1.05537e-06	2.4315e-06	179	189	86	86	179	189	86	86	7.47	7.55	6.44	6.44
CRNN	1.5	0.686356	1.36716	0.499682	0.617299	NA	1	1	1	3	1	1	1	3	0.31	0.31	0.31	0.99
CROCC	344.25	0.530358	0.158492	3.34623	0.000819191	0.00145874	270	293	364	450	270	293	364	450	8.08	8.2	8.51	8.81
CROCCL1	268	0.182676	0.168554	1.08378	0.278463	0.332108	255	247	259	311	255	247	259	311	8	7.95	8.02	8.28
CROCCL2	89.5	1.16222	0.27966	4.15452	3.25976e-05	6.66327e-05	58	52	107	141	58	52	107	141	5.87	5.72	6.73	7.12
CROT	42.75	-1.373	0.403147	-3.40234	0.000668114	0.00120337	49	75	20	27	49	75	20	27	5.6	6.18	4.39	4.79
CRSP8P	25.5	-1.16209	0.486845	-2.38424	0.0171145	0.0257799	38	33	17	14	38	33	17	14	5.19	5.01	4.13	3.89
CRTAC1	146	4.10845	0.315602	12.908	4.05499e-38	3.54832e-37	14	17	262	291	14	17	262	291	3.94	4.19	8	8.15
CRTAM	83.25	6.68864	0.784723	7.02097	2.20329e-12	7.32073e-12	1	1	152	179	1	1	152	179	1.4	1.4	7.18	7.41
CRTAP	991	-1.54211	0.115634	-13.3355	1.43867e-40	1.34684e-39	1453	1499	457	555	1453	1499	457	555	10.5	10.55	8.84	9.12
CRTC1	1260.25	2.71887	0.117532	23.1289	2.36925e-118	9.26847e-117	311	352	2030	2348	311	352	2030	2348	8.29	8.47	10.98	11.19
CRTC2	328.25	-0.457417	0.15718	-2.91011	0.003613	0.00594522	381	379	249	304	381	379	249	304	8.57	8.56	7.96	8.25
CRTC3	422.75	-0.437474	0.139664	-3.13231	0.00173435	0.00296418	462	511	345	373	462	511	345	373	8.85	9	8.43	8.54
CRX	2.5	-1.51385	1.25308	-1.1839	0.236452	0.286269	6	2	1	1	6	2	1	1	1.98	1.03	0.61	0.61
CRY1	145.5	-0.397089	0.211389	-1.87843	0.060322	0.0831627	168	163	123	128	168	163	123	128	7.39	7.35	6.95	7
CRY2	713.75	2.01543	0.124523	16.1829	6.65612e-59	9.51952e-58	276	289	1086	1204	276	289	1086	1204	8.12	8.18	10.08	10.23
CRYAA	21	-4.3364	0.802917	-4.9745	6.54151e-07	1.5283e-06	43	38	1	2	43	38	1	2	5.25	5.08	1.22	1.65
CRYAB	1352.75	6.59705	0.213823	30.5769	2.48135e-205	2.84139e-203	29	25	2622	2735	29	25	2622	2735	4.95	4.75	11.35	11.41
CRYBA1	1.25	-0.384343	1.40118	-0.273871	0.784184	NA	2	1	1	1	2	1	1	1	0.57	0.19	0.19	0.19
CRYBA2	3.75	1.65067	1.11	1.46133	0.143925	0.184192	1	2	6	6	1	2	6	6	0.89	1.31	2.28	2.28
CRYBA4	2.25	-1.34791	1.27461	-1.04017	0.298263	NA	2	5	1	1	2	5	1	1	0.98	1.74	0.57	0.57
CRYBB1	6.75	-1.12734	0.870458	-1.29005	0.197032	0.243435	10	9	3	5	10	9	3	5	3.16	3.04	1.93	2.41
CRYBB2	3.25	-0.18488	1.10606	-0.167122	0.867274	0.891189	3	4	3	3	3	4	3	3	1.63	1.88	1.63	1.63
CRYBB2P1	47	-0.212127	0.354205	-0.59887	0.549259	0.605807	52	49	44	43	52	49	44	43	5.69	5.61	5.46	5.43
CRYBB3	2.75	-0.210629	1.17972	-0.178495	0.858334	0.883999	3	3	1	4	3	3	1	4	1.49	1.49	0.78	1.74
CRYBG3	22.25	-0.157316	0.508239	-0.309525	0.756922	0.79446	19	28	21	21	19	28	21	21	4.27	4.78	4.4	4.4
CRYGA	1.5	0.686356	1.36716	0.499682	0.617299	NA	1	1	1	3	1	1	1	3	0.31	0.31	0.31	0.99
CRYGD	2.25	1.35434	1.26849	1.04976	0.293827	NA	1	1	3	4	1	1	3	4	0.61	0.61	1.32	1.56
CRYGN	1.75	0.944494	1.32794	0.705074	0.480764	NA	1	1	2	3	1	1	2	3	0.46	0.46	0.85	1.13
CRYGS	10.75	0.708407	0.709638	0.997362	0.318589	0.374616	10	6	12	15	10	6	12	15	3.33	2.75	3.55	3.82
CRYL1	236.25	0.921723	0.177282	5.19882	2.00562e-07	4.86794e-07	156	170	291	328	156	170	291	328	7.29	7.41	8.18	8.35
CRYM	272	6.34827	0.418302	14.6076	2.51201e-48	2.83704e-47	3	9	500	576	3	9	500	576	2.31	3.39	8.94	9.14
CRYZ	72.75	-1.74962	0.310285	-5.6327	1.77414e-08	4.63955e-08	114	111	30	36	114	111	30	36	6.81	6.77	4.95	5.2
CRYZL1	53.25	0.335799	0.334872	1.00273	0.315992	0.371865	49	45	59	60	49	45	59	60	5.62	5.5	5.88	5.9
CS	789.25	-0.913802	0.112478	-8.12411	4.50649e-16	1.83173e-15	994	1069	544	550	994	1069	544	550	9.96	10.06	9.09	9.11
CSAD	149	0.0963613	0.211769	0.455029	0.649088	0.699008	135	153	146	162	135	153	146	162	7.08	7.26	7.19	7.34
