Feature.ID	baseMean	log2(brain/UHR)	lfcSE	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm	UHR_1.rlog	UHR_2.rlog	brain_1.rlog	brain_2.rlog
ASNA1	595.681	0.51464	0.106321	1.10435e-06	2.82133e-06	589	596	545	618	495.29	483.69	679.13	724.61	8.95	8.92	9.41	9.5
ASNS	282.559	0.14549	0.146749	0.313719	0.384259	309	340	239	253	259.84	275.93	297.82	296.65	8.02	8.11	8.22	8.21
ASNSD1	141.852	0.393087	0.201872	0.0457145	0.0687029	143	152	130	138	120.25	123.36	161.99	161.81	6.91	6.95	7.34	7.34
ASPA	28.9264	4.0386	0.674499	2.91503e-10	9.45418e-10	3	4	44	47	2.52	3.25	54.83	55.11	1.75	2	5.68	5.69
ASPDH	110.41	4.54377	0.380031	1.53169e-33	1.111e-32	8	13	190	160	6.73	10.55	236.76	187.6	2.94	3.5	7.85	7.52
ASPG	4.58579	-0.122916	0.817692	0.83607	0.867926	6	6	3	4	5.05	4.87	3.74	4.69	2.3	2.26	1.99	2.22
ASPH	707.748	-0.596736	0.0993704	1.55733e-09	4.84227e-09	1023	1043	460	470	860.24	846.47	573.21	551.08	9.75	9.72	9.16	9.11
ASPHD1	530.542	2.9888	0.132096	1.69717e-114	4.01869e-113	136	150	742	820	114.36	121.74	924.61	961.46	6.85	6.94	9.85	9.9
ASPHD2	174.822	3.10181	0.229819	1.29687e-42	1.1586e-41	37	50	259	260	31.11	40.58	322.74	304.85	5	5.37	8.32	8.24
ASPM	174.863	-5.98477	0.529897	1.7563e-30	1.18296e-29	383	453	5	3	322.06	367.64	6.23	3.52	8.31	8.5	2.92	2.33
ASPN	1.3109	0.381748	1.25039	0.591311	NA	1	1	1	2	0.84	0.81	1.25	2.35	0.07	0.05	0.3	0.75
ASPRV1	31.0017	2.20745	0.502971	8.17057e-07	2.1067e-06	13	11	45	41	10.93	8.93	56.07	48.07	3.53	3.27	5.75	5.54
ASPSCR1	263.696	-0.760661	0.156901	8.8248e-07	2.27005e-06	394	413	146	176	331.31	335.18	181.93	206.36	8.37	8.39	7.51	7.69
ASRGL1	287.623	1.57479	0.152739	1.22333e-25	7.24909e-25	168	178	343	373	141.27	144.46	427.41	437.35	7.15	7.18	8.73	8.77
ASS1	488.642	-2.16654	0.133646	2.60735e-60	3.19697e-59	936	1003	151	141	787.08	814	188.16	165.32	9.62	9.67	7.56	7.38
ASTE1	21.7892	-0.189461	0.466634	0.648467	0.706708	30	27	18	15	25.23	21.91	22.43	17.59	4.64	4.45	4.48	4.16
ASTL	3.31669	1.08122	1.15834	0.139459	0.1887	2	1	3	6	1.68	0.81	3.74	7.04	1	0.49	1.73	2.41
ASTN1	539.29	6.04256	0.253761	3.19765e-126	8.56581e-125	20	18	844	916	16.82	14.61	1051.71	1074.02	4.16	3.97	10.03	10.06
ASTN2	299.671	3.57953	0.1889	7.29038e-81	1.19549e-79	50	61	434	483	42.04	49.51	540.81	566.33	5.42	5.65	9.07	9.14
ASXL1	818.863	-1.06526	0.098892	2.32605e-27	1.43102e-26	1287	1402	448	424	1082.23	1137.82	558.25	497.15	10.08	10.15	9.13	8.96
ASXL2	172.864	-1.2325	0.196917	1.45691e-10	4.80597e-10	285	307	77	91	239.66	249.15	95.95	106.7	7.9	7.96	6.59	6.74
ASXL3	19.0833	0.460734	0.495914	0.289624	0.358063	17	20	17	21	14.3	16.23	21.18	24.62	3.87	4.04	4.39	4.59
ASZ1	1.22799	-0.0135537	1.2177	0.984455	NA	2	1	1	1	1.68	0.81	1.25	1.17	0.49	0.05	0.29	0.25
ATAD1	173.263	0.0933246	0.18542	0.60668	0.668938	206	199	153	143	173.22	161.5	190.65	167.67	7.44	7.34	7.57	7.39
ATAD2	227.629	-3.79026	0.250645	2.29257e-52	2.45128e-51	497	533	19	31	417.93	432.57	23.68	36.35	8.69	8.74	4.64	5.22
ATAD2B	56.7824	-0.782952	0.33894	0.0136955	0.0226081	85	93	22	45	71.48	75.48	27.41	52.76	6.15	6.22	4.82	5.72
ATAD3A	248.893	-1.5868	0.171831	4.88288e-21	2.51911e-20	448	461	91	112	376.72	374.13	113.4	131.32	8.55	8.54	6.84	7.04
ATAD3B	172.938	-1.28215	0.200655	5.72013e-11	1.9342e-10	304	294	71	93	255.63	238.6	88.47	109.04	7.99	7.89	6.48	6.78
ATAD3C	11.9746	-0.199034	0.597891	0.688986	0.74129	13	19	6	12	10.93	15.42	7.48	14.07	3.46	3.9	3	3.78
ATAD5	49.4851	-2.81228	0.458741	4.8132e-11	1.63541e-10	98	114	10	9	82.41	92.52	12.46	10.55	6.33	6.49	3.74	3.52
ATCAY	828.451	6.0651	0.20683	6.46622e-190	3.01746e-188	30	28	1296	1408	25.23	22.72	1614.95	1650.9	4.72	4.57	10.65	10.68
ATE1	75.1759	0.38545	0.281094	0.150927	0.202723	66	90	77	65	55.5	73.04	95.95	76.21	5.8	6.19	6.58	6.25
ATF1	73.3722	-1.52139	0.311855	2.3109e-07	6.20364e-07	132	136	24	36	111	110.37	29.91	42.21	6.78	6.77	4.94	5.42
ATF2	160.81	0.537905	0.190797	0.00396689	0.00710815	156	159	154	163	131.18	129.04	191.9	191.12	7.04	7.01	7.58	7.58
ATF3	107.929	0.0701866	0.236859	0.759248	0.803193	117	138	76	108	98.38	112	94.7	126.63	6.62	6.81	6.57	6.98
ATF4	860.782	-0.530042	0.0909315	4.73312e-09	1.43062e-08	1210	1256	564	600	1017.48	1019.33	702.8	703.51	9.99	9.99	9.46	9.46
ATF5	274.604	-1.31293	0.15911	5.11071e-17	2.26847e-16	468	485	119	139	393.54	393.61	148.29	162.98	8.62	8.62	7.22	7.35
ATF6	128.23	-1.22663	0.22816	2.87307e-08	8.22363e-08	228	211	62	62	191.72	171.24	77.26	72.7	7.57	7.41	6.28	6.2
ATF6B	473.245	-0.20013	0.120913	0.0938866	0.13204	583	644	376	351	490.24	522.65	468.53	411.55	8.94	9.03	8.87	8.69
ATF7	281.614	0.550607	0.149943	0.000198895	0.000414221	253	298	271	285	212.75	241.85	337.69	334.17	7.74	7.92	8.4	8.38
ATF7IP	178.436	-0.0202631	0.180981	0.908928	0.925867	219	216	146	147	184.16	175.3	181.93	172.36	7.52	7.45	7.51	7.43
ATF7IP2	21.6669	-0.654458	0.48855	0.127859	0.174653	29	38	13	13	24.39	30.84	16.2	15.24	4.59	4.91	4.05	3.97
ATG10	31.7347	-0.700577	0.414933	0.0633513	0.0928002	52	46	18	20	43.73	37.33	22.43	23.45	5.43	5.21	4.52	4.57
ATG12	139.716	0.218434	0.209377	0.283274	0.351408	136	176	116	134	114.36	142.84	144.55	157.12	6.84	7.16	7.17	7.29
ATG16L1	213.938	0.364567	0.166709	0.0258905	0.0406182	220	231	194	206	185	187.47	241.74	241.54	7.53	7.55	7.92	7.91
ATG16L2	147.866	-0.379642	0.202412	0.0542267	0.0804891	193	214	110	101	162.29	173.68	137.07	118.42	7.34	7.44	7.1	6.89
ATG2A	503.491	0.432582	0.116263	0.000174964	0.000366558	480	556	471	488	403.63	451.23	586.91	572.19	8.66	8.82	9.2	9.16
ATG2B	301.725	1.40709	0.154118	1.8739e-20	9.48354e-20	173	223	349	380	145.48	180.98	434.89	445.56	7.19	7.5	8.76	8.8
ATG3	127.545	-0.0875566	0.216659	0.677384	0.731363	144	175	107	97	121.09	142.02	133.33	113.73	6.92	7.15	7.06	6.83
ATG4A	27.9929	-0.596368	0.440158	0.132124	0.179807	49	35	18	17	41.2	28.4	22.43	19.93	5.33	4.82	4.51	4.35
ATG4B	633.226	0.460436	0.106924	1.45003e-05	3.35341e-05	643	645	552	666	540.7	523.46	687.85	780.9	9.08	9.03	9.43	9.61
ATG4C	36.8618	0.289787	0.373641	0.402247	0.474349	35	44	35	33	29.43	35.71	43.61	38.69	4.89	5.16	5.44	5.27
ATG4D	183.706	0.446204	0.193525	0.0182798	0.0295148	192	182	144	210	161.45	147.71	179.44	246.23	7.34	7.21	7.49	7.94
ATG5	106.758	-0.163596	0.229943	0.462373	0.532615	136	138	82	84	114.36	112	102.18	98.49	6.84	6.81	6.68	6.62
ATG7	104.374	0.456388	0.237324	0.0466631	0.0700326	100	111	88	114	84.09	90.08	109.66	133.67	6.4	6.5	6.78	7.06
ATG9A	1146.13	0.466282	0.0815183	9.33823e-09	2.76118e-08	1144	1184	1036	1169	961.99	960.9	1290.96	1370.67	9.91	9.91	10.33	10.42
ATG9B	35.3474	-0.762231	0.403906	0.038827	0.0591473	50	61	24	17	42.04	49.51	29.91	19.93	5.38	5.61	4.91	4.36
ATHL1	380.749	-2.7383	0.162269	3.66364e-65	4.81154e-64	796	810	70	93	669.35	657.37	87.23	109.04	9.38	9.35	6.46	6.78
ATIC	486.344	-1.68346	0.126117	1.84629e-41	1.60929e-40	898	902	188	191	755.12	732.04	234.27	223.95	9.56	9.51	7.88	7.81
ATL1	220.153	4.64537	0.273975	4.69104e-65	6.15625e-64	21	19	316	387	17.66	15.42	393.77	453.76	4.21	4.03	8.61	8.81
ATL2	174.196	-0.483624	0.189238	0.00900062	0.0153429	227	268	111	128	190.88	217.5	138.32	150.08	7.58	7.76	7.12	7.23
ATL3	99.1864	-1.70789	0.274021	6.77435e-11	2.27837e-10	175	197	40	34	147.16	159.88	49.84	39.87	7.19	7.31	5.66	5.35
ATM	235.33	-0.573611	0.163651	0.000371026	0.000752257	351	333	153	158	295.15	270.25	190.65	185.26	8.2	8.08	7.58	7.54
ATMIN	283.88	0.589454	0.164448	0.000271904	0.000558253	311	233	273	294	261.52	189.1	340.19	344.72	8.03	7.57	8.41	8.43
ATN1	3802.87	1.20426	0.0552434	9.49325e-106	2.07433e-104	2693	2874	4282	4502	2264.53	2332.45	5335.81	5278.67	11.15	11.19	12.38	12.37
ATOH7	10.4085	2.30096	0.960483	0.00147988	0.00280139	4	2	20	10	3.36	1.62	24.92	11.73	1.95	1.24	4.42	3.44
ATOH8	100.178	-0.162719	0.238969	0.48087	0.550776	134	123	72	84	112.68	99.82	89.72	98.49	6.81	6.64	6.49	6.62
ATOX1	182.888	-0.426682	0.186553	0.0193919	0.0311785	230	281	119	138	193.41	228.05	148.29	161.81	7.59	7.83	7.22	7.34
ATP10A	103.656	1.03288	0.240119	8.60316e-06	2.0352e-05	76	85	116	117	63.91	68.98	144.55	137.18	6.01	6.12	7.17	7.09
ATP10B	70.5455	2.08695	0.322048	6.86821e-12	2.437e-11	34	28	94	97	28.59	22.72	117.13	113.73	4.87	4.55	6.85	6.81
ATP10D	37.6304	-0.0998712	0.372575	0.772457	0.814075	42	53	25	35	35.32	43.01	31.15	41.04	5.15	5.42	4.97	5.35
ATP11A	720.098	-0.154415	0.100434	0.120785	0.166049	895	944	515	614	752.6	766.12	641.74	719.92	9.56	9.58	9.33	9.49
ATP11B	169.594	-0.839616	0.19332	9.11487e-06	2.15104e-05	255	276	90	109	214.43	223.99	112.15	127.8	7.74	7.8	6.82	7
ATP11C	57.4597	-1.65339	0.357196	6.15117e-07	1.6025e-06	108	107	24	19	90.82	86.84	29.91	22.28	6.48	6.42	4.93	4.53
ATP12A	2.02448	0.206974	1.07505	0.757007	NA	3	1	1	3	2.52	0.81	1.25	3.52	1.14	0.33	0.61	1.43
ATP13A1	655.248	-0.695906	0.105507	3.19903e-11	1.09693e-10	1001	964	386	440	841.74	782.35	481	515.91	9.72	9.61	8.91	9.01
ATP13A2	1417.92	1.8027	0.0804546	4.00692e-112	9.29966e-111	782	742	1733	1921	657.58	602.18	2159.5	2252.4	9.36	9.24	11.08	11.14
ATP13A3	243.745	-0.933305	0.166937	1.32763e-08	3.88115e-08	392	387	120	155	329.63	314.08	149.53	181.74	8.36	8.29	7.23	7.51
ATP13A4	28.904	4.74642	0.808496	6.83151e-10	2.1703e-09	3	1	44	49	2.52	0.81	54.83	57.45	1.7	0.82	5.66	5.73
ATP13A5	2.19029	0.890805	1.27621	0.234697	0.298255	1	1	1	5	0.84	0.81	1.25	5.86	0.26	0.24	0.53	1.91
ATP1A1	6280.79	0.313456	0.0488583	1.29361e-10	4.28341e-10	6650	6909	5503	6027	5591.96	5607.13	6857.3	7066.75	12.45	12.45	12.74	12.79
ATP1A2	2845.6	6.67982	0.137581	0	0	61	71	4474	4860	51.29	57.62	5575.06	5698.43	5.71	5.88	12.44	12.47
ATP1A3	5423.45	6.75317	0.106246	0	0	122	118	8409	9396	102.59	95.77	10478.47	11016.96	6.7	6.6	13.35	13.42
ATP1A4	9.41138	2.1236	0.948965	0.00269687	0.0049291	3	3	14	13	2.52	2.43	17.45	15.24	1.66	1.62	3.94	3.77
ATP1B1	2020.37	3.1608	0.0776142	0	0	501	481	2871	3149	421.29	390.36	3577.56	3692.25	8.72	8.61	11.8	11.85
ATP1B2	2317.81	6.87049	0.160026	0	0	45	49	3664	3947	37.84	39.77	4565.72	4627.92	5.29	5.35	12.15	12.17
ATP1B3	539.495	-1.15789	0.116659	1.39049e-23	7.76248e-23	901	908	252	298	757.65	736.9	314.02	349.41	9.56	9.52	8.3	8.45
ATP2A1	36.5467	-1.83569	0.46157	8.55335e-06	2.02369e-05	68	74	11	13	57.18	60.06	13.71	15.24	5.8	5.87	3.86	4
ATP2A2	3271.12	0.944564	0.0579314	5.36015e-60	6.54028e-59	2660	2750	3381	3755	2236.78	2231.81	4213.07	4402.8	11.13	11.12	12.04	12.1
ATP2A3	604.801	-0.255655	0.105363	0.01432	0.0235327	778	818	432	480	654.22	663.86	538.32	562.81	9.35	9.37	9.07	9.14
ATP2B1	637.686	2.02973	0.109683	1.41364e-77	2.24467e-76	294	310	829	869	247.22	251.59	1033.02	1018.92	7.95	7.98	10.01	9.99
ATP2B2	2540.95	8.36553	0.247218	5.15226e-253	3.63058e-251	19	17	3983	4410	15.98	13.8	4963.23	5170.8	4.11	3.92	12.27	12.33
ATP2B3	484.652	8.33179	0.594833	1.28931e-46	1.24503e-45	4	2	703	902	3.36	1.62	876.01	1057.61	2.2	1.58	9.76	10.03
ATP2B4	930.199	0.334943	0.0890153	0.000153576	0.000323409	984	1006	802	919	827.44	816.44	999.37	1077.54	9.69	9.67	9.96	10.07
ATP2C1	342.593	0.448544	0.140163	0.00119612	0.00228817	316	384	308	349	265.72	311.64	383.8	409.21	8.06	8.28	8.58	8.68
ATP2C2	22.9039	0.358243	0.464751	0.386861	0.459043	24	23	16	28	20.18	18.67	19.94	32.83	4.34	4.24	4.33	5
ATP4A	20.3874	3.05523	0.712407	1.06215e-06	2.71669e-06	5	4	35	26	4.2	3.25	43.61	30.49	2.29	2	5.33	4.84
ATP4B	1.93395	0.758697	1.24939	0.301286	NA	1	1	3	2	0.84	0.81	3.74	2.35	0.28	0.26	1.42	1.01
ATP5A1	2049.51	0.28496	0.0670954	2.01119e-05	4.58231e-05	2255	2215	1776	1954	1896.22	1797.62	2213.08	2291.1	10.89	10.81	11.11	11.16
ATP5B	4206.6	-0.33977	0.054587	4.4283e-10	1.42332e-09	5509	5878	2920	3228	4632.5	4770.4	3638.62	3784.88	12.18	12.22	11.83	11.89
ATP5C1	301.218	-0.626584	0.146041	1.40841e-05	3.26274e-05	421	468	187	203	354.02	379.81	233.02	238.02	8.47	8.57	7.87	7.9
ATP5D	1233.51	0.486075	0.0783884	4.88377e-10	1.5657e-09	1200	1286	1153	1232	1009.08	1043.68	1436.76	1444.54	9.98	10.03	10.49	10.5
ATP5E	513.847	-0.889562	0.116525	1.41926e-14	5.68677e-14	786	835	276	318	660.94	677.66	343.92	372.86	9.37	9.4	8.43	8.54
ATP5EP2	137.595	-0.557299	0.212721	0.00713204	0.0123484	208	191	96	86	174.91	155.01	119.63	100.84	7.45	7.27	6.9	6.66
ATP5F1	299.095	-0.855391	0.1474	4.19571e-09	1.27235e-08	455	482	166	184	382.61	391.18	206.85	215.74	8.58	8.61	7.7	7.76
ATP5G1	243.91	-0.0483013	0.156507	0.753564	0.798239	292	309	188	209	245.54	250.77	234.27	245.06	7.94	7.97	7.87	7.94
ATP5G2	986.293	-0.503502	0.0865063	5.05539e-09	1.5254e-08	1363	1441	666	682	1146.14	1169.47	829.9	799.66	10.16	10.19	9.7	9.64
ATP5G3	911.819	-0.606902	0.0902797	1.44848e-11	5.05067e-11	1294	1376	561	634	1088.12	1116.72	699.06	743.38	10.09	10.12	9.45	9.54
ATP5H	212.762	0.213049	0.166826	0.192755	0.250971	230	246	185	194	193.41	199.65	230.53	227.47	7.6	7.64	7.85	7.83
ATP5I	272.728	0.333907	0.15553	0.0290153	0.0452257	270	313	225	281	227.04	254.02	280.37	329.48	7.83	7.99	8.13	8.36
ATP5J	206.822	0.166637	0.168895	0.314172	0.38468	228	243	173	190	191.72	197.21	215.58	222.78	7.58	7.62	7.75	7.8
ATP5J2	393.032	-0.455184	0.133418	0.000561383	0.00111388	569	533	284	262	478.47	432.57	353.89	307.2	8.9	8.76	8.47	8.26
ATP5L	418.517	-0.60605	0.130551	2.77132e-06	6.84579e-06	571	657	247	301	480.15	533.2	307.79	352.93	8.91	9.06	8.27	8.46
ATP5L2	1.74974	0.0498715	1.10723	0.941032	NA	3	1	2	1	2.52	0.81	2.49	1.17	1.06	0.26	1.03	0.49
ATP5O	473.176	-0.424704	0.118108	0.000285484	0.000585312	630	686	328	339	529.76	556.74	408.72	397.48	9.05	9.12	8.68	8.64
ATP5S	32.6569	0.644176	0.401954	0.0796834	0.113928	30	29	29	39	25.23	23.54	36.14	45.73	4.67	4.58	5.17	5.49
ATP5SL	266.203	-0.147794	0.15267	0.324776	0.396309	327	352	191	227	274.97	285.67	238.01	266.16	8.1	8.16	7.9	8.06
ATP6AP1	1754.28	1.04432	0.0713734	9.06661e-49	9.06454e-48	1351	1418	1837	2082	1136.05	1150.8	2289.09	2441.18	10.15	10.17	11.16	11.25
ATP6AP1L	23.4178	0.629545	0.46284	0.126669	0.173216	20	22	21	28	16.82	17.85	26.17	32.83	4.1	4.18	4.69	5
ATP6AP2	422.439	0.882307	0.127719	3.08293e-12	1.1128e-11	335	381	417	494	281.7	309.21	519.62	579.22	8.14	8.27	9.02	9.18
ATP6V0A1	1791.47	2.67429	0.0775828	1.14892e-261	8.61495999999999e-260	557	616	2433	2700	468.38	499.93	3031.77	3165.79	8.87	8.97	11.56	11.63
ATP6V0A2	104.639	-0.88937	0.256265	0.00031336	0.0006397	161	172	71	47	135.38	139.59	88.47	55.11	7.07	7.12	6.47	5.8
ATP6V0A4	6.86533	-0.713045	0.790251	0.22749	0.290357	10	13	4	3	8.41	10.55	4.98	3.52	3	3.28	2.4	2.04
ATP6V0B	790.314	0.499959	0.0956068	1.46439e-07	3.99412e-07	800	782	719	817	672.72	634.65	895.95	957.95	9.39	9.31	9.81	9.9
ATP6V0C	2970.92	1.80258	0.0633236	3.6075e-179	1.55521e-177	1614	1584	3606	4049	1357.21	1285.52	4493.44	4747.52	10.41	10.33	12.13	12.21
ATP6V0D1	979.763	1.51842	0.0886532	2.01142e-66	2.70232e-65	597	626	1147	1262	502.02	508.04	1429.28	1479.72	8.97	8.99	10.48	10.53
ATP6V0D2	3.48914	-1.1294	1.20836	0.13172	0.179271	6	8	1	1	5.05	6.49	1.25	1.17	2.11	2.39	0.88	0.84
ATP6V0E1	223.846	-1.33297	0.178182	2.32237e-14	9.23371e-14	394	386	110	97	331.31	313.27	137.07	113.73	8.37	8.29	7.1	6.84
ATP6V0E2	2011.36	3.58232	0.081208	0	0	382	367	2959	3189	321.22	297.85	3687.22	3739.15	8.33	8.22	11.85	11.87
ATP6V1A	609.548	1.77081	0.110587	1.31256e-58	1.57417e-57	316	349	769	794	265.72	283.24	958.25	930.98	8.06	8.15	9.9	9.86
ATP6V1B1	17.1589	-1.16247	0.593961	0.019178	0.0308544	30	31	9	6	25.23	25.16	11.21	7.04	4.6	4.6	3.54	2.97
ATP6V1B2	1058.46	1.99256	0.0939236	5.64778e-101	1.17273e-99	463	563	1341	1464	389.34	456.91	1671.02	1716.56	8.61	8.84	10.7	10.74
ATP6V1C1	493.583	1.47692	0.118944	5.02007e-36	3.83299e-35	318	309	588	617	267.41	250.77	732.71	723.44	8.07	7.97	9.51	9.5
ATP6V1C2	29.6499	-1.07461	0.454815	0.0081115	0.0139138	57	44	13	16	47.93	35.71	16.2	18.76	5.54	5.14	4.07	4.27
ATP6V1D	249.893	0.996256	0.162745	5.02638e-10	1.60965e-09	185	215	287	266	155.57	174.49	357.63	311.89	7.29	7.45	8.48	8.28
ATP6V1E1	710.295	1.89873	0.106819	1.06423e-71	1.55091e-70	372	351	867	992	312.81	284.86	1080.37	1163.14	8.29	8.16	10.07	10.18
ATP6V1E2	17.9934	-0.603241	0.526066	0.184409	0.241556	30	25	9	13	25.23	20.29	11.21	15.24	4.62	4.32	3.56	3.95
ATP6V1F	695.605	0.591029	0.0985041	1.61354e-09	5.01437e-09	654	687	677	709	549.95	557.55	843.61	831.31	9.1	9.12	9.72	9.7
ATP6V1G1	277.609	-0.543181	0.150124	0.000246245	0.000507889	391	409	184	188	328.79	331.93	229.28	220.43	8.36	8.37	7.84	7.79
ATP6V1G2	972.501	7.48591	0.29834	1.93913e-140	6.0757e-139	8	17	1548	1655	6.73	13.8	1928.97	1940.51	3.02	3.89	10.91	10.91
ATP6V1H	395.853	1.65413	0.132419	1.34959e-36	1.04593e-35	227	231	490	507	190.88	187.47	610.59	594.47	7.58	7.56	9.25	9.21
ATP7A	57.2663	-2.36266	0.39677	1.49144e-10	4.91526e-10	118	117	12	17	99.23	94.95	14.95	19.93	6.6	6.54	3.99	4.37
ATP7B	160.626	-0.227895	0.190954	0.221401	0.283514	204	217	119	125	171.54	176.11	148.29	146.56	7.42	7.46	7.21	7.2
ATP8A1	368.02	5.05748	0.236163	2.28393e-102	4.80501e-101	22	29	536	650	18.5	23.54	667.91	762.14	4.28	4.61	9.37	9.56
ATP8A2	143.416	4.87121	0.355675	2.64762e-43	2.3909e-42	9	13	220	240	7.57	10.55	274.14	281.4	3.09	3.51	8.07	8.11
ATP8B1	42.7798	-1.62407	0.419834	1.95795e-05	4.46681e-05	70	91	12	20	58.86	73.85	14.95	23.45	5.85	6.17	3.99	4.58
ATP8B2	528.056	0.0621206	0.111072	0.572105	0.638275	630	620	438	455	529.76	503.17	545.79	533.49	9.05	8.98	9.09	9.06
ATP8B3	39.7267	-4.41139	0.718073	1.31405e-10	4.34534e-10	94	91	2	3	79.04	73.85	2.49	3.52	6.23	6.14	1.89	2.19
ATP8B4	7.02985	0.943205	0.811027	0.118121	0.162629	5	4	10	7	4.2	3.25	12.46	8.21	2.19	1.92	3.46	2.96
ATP8B5P	15.0038	-0.158811	0.537892	0.73125	0.778645	20	19	11	12	16.82	15.42	13.71	14.07	4.06	3.94	3.79	3.82
ATP9A	1833.63	2.69698	0.0752877	2.57801e-282	2.30785e-280	585	599	2537	2725	491.92	486.13	3161.36	3195.11	8.95	8.93	11.62	11.64
ATP9B	140.281	1.34208	0.217401	2.05904e-10	6.73025e-10	91	97	146	191	76.52	78.72	181.93	223.95	6.27	6.31	7.5	7.8
ATPAF1	414.195	1.0019	0.128386	3.25304e-15	1.33828e-14	347	316	453	464	291.79	256.46	564.48	544.05	8.19	8.01	9.14	9.09
ATPAF2	90.0819	-0.168806	0.250245	0.483744	0.553743	111	121	63	77	93.34	98.2	78.5	90.28	6.54	6.62	6.3	6.5
ATPBD4	18.0643	-1.16062	0.576181	0.016866	0.0273909	33	31	8	8	27.75	25.16	9.97	9.38	4.74	4.61	3.4	3.32
ATPIF1	561.859	0.231272	0.110818	0.0349692	0.0536901	625	625	461	546	525.56	507.23	574.45	640.19	9.04	8.99	9.17	9.32
ATR	116.587	-0.513819	0.229093	0.020668	0.0330394	151	184	81	76	126.98	149.33	100.93	89.11	6.99	7.22	6.66	6.48
ATRIP	88.3436	-1.06529	0.273699	4.76976e-05	0.00010551	145	149	36	56	121.93	120.92	44.86	65.66	6.92	6.91	5.51	6.04
ATRN	716.012	0.501973	0.0993881	3.78328e-07	1.00138e-06	674	759	684	707	566.76	615.98	852.33	828.97	9.15	9.27	9.73	9.69
ATRNL1	264.683	3.31287	0.194761	7.70343e-66	1.02475e-64	50	66	405	391	42.04	53.56	504.67	458.45	5.42	5.76	8.97	8.83
ATRX	385.786	0.548272	0.128119	1.56092e-05	3.598e-05	374	382	358	403	314.5	310.02	446.1	472.52	8.3	8.28	8.8	8.88
ATXN1	426.692	1.67689	0.129642	4.43539e-39	3.66918e-38	247	241	505	575	207.7	195.59	629.28	674.2	7.7	7.62	9.29	9.39
ATXN10	532.852	0.420979	0.113392	0.000181576	0.000379957	547	554	463	550	459.97	449.61	576.95	644.88	8.85	8.81	9.17	9.33
ATXN1L	375.752	-0.37669	0.132234	0.00394073	0.00706271	482	549	258	282	405.31	445.55	321.49	330.65	8.66	8.8	8.33	8.37
ATXN2	385.038	0.367353	0.132367	0.00496857	0.00878904	369	444	344	376	310.29	360.34	428.66	440.87	8.28	8.49	8.74	8.78
ATXN2L	1978.34	-0.626115	0.0675263	1.46338e-20	7.43813e-20	2800	3020	1253	1319	2354.51	2450.94	1561.37	1546.55	11.2	11.26	10.61	10.6
ATXN3	66.6257	0.137992	0.285668	0.612686	0.674966	70	83	58	58	58.86	67.36	72.27	68.01	5.88	6.07	6.17	6.09
ATXN3L	1.63378	-0.279697	1.15849	0.684916	NA	2	3	1	1	1.68	2.43	1.25	1.17	0.72	1.01	0.52	0.48
ATXN7	153.472	-0.424476	0.1992	0.0289314	0.0451107	209	219	113	102	175.75	177.73	140.81	119.6	7.46	7.47	7.14	6.91
ATXN7L1	61.9876	0.321111	0.301131	0.261203	0.327713	56	76	59	56	47.09	61.68	73.52	65.66	5.57	5.95	6.19	6.03
ATXN7L2	90.3824	0.524137	0.250195	0.0297361	0.0462503	87	90	90	88	73.16	73.04	112.15	103.18	6.2	6.2	6.8	6.68
ATXN7L3	1023.88	1.39016	0.0914519	9.89107e-53	1.06406e-51	625	740	1171	1288	525.56	600.56	1459.19	1510.2	9.04	9.23	10.51	10.56
ATXN7L3B	1037.99	1.20241	0.0867619	4.52132e-44	4.15563e-43	720	798	1185	1213	605.45	647.63	1476.63	1422.26	9.24	9.34	10.53	10.47
ATXN8OS	1.3293	0.389821	1.24951	0.583622	NA	1	1	2	1	0.84	0.81	2.49	1.17	0.08	0.05	0.8	0.27
AUH	69.8728	0.694684	0.285869	0.0108845	0.0182966	68	58	71	74	57.18	47.07	88.47	86.77	5.84	5.57	6.46	6.43
AUP1	618.255	-1.01435	0.109715	1.25214e-20	6.37736e-20	948	1061	317	358	797.17	861.07	395.01	419.76	9.64	9.75	8.63	8.72
AURKA	169.444	-5.94001	0.529305	4.10642e-30	2.73647e-29	391	418	5	3	328.79	339.24	6.23	3.52	8.34	8.38	2.92	2.33
AURKAIP1	657.192	0.0997754	0.104557	0.335407	0.40637	750	786	511	617	630.67	637.89	636.76	723.44	9.3	9.32	9.31	9.5
AURKAPS1	8.96066	-1.6193	0.936149	0.016832	0.0273382	16	20	4	1	13.45	16.23	4.98	1.17	3.61	3.86	2.41	1.14
AURKB	198.892	-6.52659	0.599499	1.04755e-28	6.69104e-28	480	474	3	3	403.63	384.68	3.74	3.52	8.63	8.56	2.4	2.32
AURKC	22.1541	-1.00167	0.508228	0.0236204	0.037352	39	36	11	11	32.79	29.22	13.71	12.9	4.99	4.84	3.83	3.75
AUTS2	307.177	0.760161	0.145129	1.15329e-07	3.17372e-07	264	285	292	351	222	231.3	363.86	411.55	7.8	7.86	8.51	8.68
AVEN	47.5288	-0.732393	0.346384	0.0236633	0.037405	68	79	27	30	57.18	64.11	33.64	35.18	5.83	5.99	5.09	5.15
