Feature.ID	baseMean	log2(brain/UHR)	lfcSE	stat	pvalue	padj	UHR_1	UHR_2	brain_1	brain_2	UHR_1.norm	UHR_2.norm	brain_1.norm	brain_2.norm
AKR1CL1	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
AKR1D1	4.74315	-2.3633	1.13361	-1.99822	0.0456929	0.074428	11	9	1	1	9.25	7.3	1.25	1.17
AKR1E2	11.1807	-1.545	0.738398	-2.07994	0.0375309	0.0621767	18	23	5	4	15.14	18.67	6.23	4.69
AKR7A2	257.845	-0.814029	0.163946	-4.96486	6.87508e-07	1.93344e-06	385	412	133	177	323.75	334.37	165.73	207.54
AKR7A3	7.37875	0.422199	0.836182	0.505011	0.613551	0.705663	9	6	9	5	7.57	4.87	11.21	5.86
AKR7L	7.54858	0.338166	0.817324	0.413813	0.679011	0.765946	7	9	8	6	5.89	7.3	9.97	7.04
AKT1	1187.62	-0.691165	0.081688	-8.46093	2.65249e-17	1.29274e-16	1783	1768	718	786	1499.32	1434.85	894.7	921.6
AKT1S1	435.045	-0.442873	0.124902	-3.5457	0.000391565	0.000858699	576	639	283	328	484.36	518.59	352.65	384.59
AKT2	1086.17	-0.0336142	0.08468	-0.396956	0.6914	0.773955	1314	1347	824	955	1104.94	1093.18	1026.79	1119.75
AKT3	224.232	1.97166	0.177792	11.0867	1.45496e-28	1.00349e-27	107	113	271	322	89.98	91.71	337.69	377.55
AKTIP	90.2308	2.0572	0.27762	7.4045	1.31646e-13	5.494e-13	41	43	106	136	34.48	34.9	132.09	159.46
ALAD	533.119	1.53305	0.118544	12.9316	2.98448e-38	2.61857e-37	301	362	626	687	253.11	293.79	780.06	805.52
ALAS1	412.77	0.531672	0.128929	4.12376	3.72732e-05	9.0056e-05	377	441	375	434	317.02	357.9	467.29	508.87
ALAS2	113.512	-5.37421	0.5162	-10.0148	1.31195e-23	7.94776e-23	234	305	5	3	196.77	247.53	6.23	3.52
ALB	2214.13	-8.50029	0.323484	-25.5356	7.93124e-144	2.79385e-142	5191	5506	9	10	4365.09	4468.5	11.21	11.73
ALCAM	299.671	0.757971	0.144513	5.24497	1.56307e-07	4.61259e-07	264	275	297	327	222	223.18	370.09	383.41
ALDH16A1	265.248	-1.35931	0.161412	-8.41975	3.77275e-17	1.82516e-16	454	471	116	130	381.77	382.25	144.55	152.43
ALDH18A1	448.743	-2.23046	0.139703	-15.96	2.42843e-57	3.09401e-56	874	918	138	122	734.94	745.02	171.96	143.05
ALDH1A1	282.739	2.01386	0.161052	12.5016	7.31377e-36	6.03307e-35	138	133	343	409	116.04	107.94	427.41	479.56
ALDH1A2	259.891	-4.70298	0.460838	-10.1382	3.73828e-24	2.30501e-23	605	610	8	22	508.74	495.06	9.97	25.8
ALDH1A3	88.835	0.664991	0.262919	2.52922	0.0114316	0.0207493	88	78	79	102	74	63.3	98.44	119.6
ALDH1B1	213.465	-2.3568	0.199447	-11.806	3.63559e-32	2.76625e-31	427	439	50	65	359.06	356.28	62.31	76.21
ALDH1L1	322.468	3.738	0.185642	20.1018	7.11746e-90	1.40154e-88	56	52	477	517	47.09	42.2	594.39	606.19
ALDH1L2	46.4918	0.371829	0.350263	1.06159	0.28842	0.386879	48	50	41	46	40.36	40.58	51.09	53.94
ALDH2	877.33	3.10664	0.109874	28.2666	8.90332e-176	4.11065e-174	222	219	1198	1409	186.68	177.73	1492.83	1652.08
ALDH3A1	14.7138	-1.69635	0.661826	-2.54872	0.010812	0.0197131	30	25	6	5	25.23	20.29	7.48	5.86
ALDH3A2	291.848	0.488861	0.146636	3.33385	0.000856536	0.00180432	280	308	281	283	235.45	249.96	350.15	331.82
ALDH3B1	147.906	-2.93541	0.259361	-11.289	1.48644e-29	1.05622e-28	327	307	25	31	274.97	249.15	31.15	36.35
ALDH3B2	11.3603	-3.69908	0.977534	-3.48631	0.000489726	0.0010604	28	24	1	1	23.55	19.48	1.25	1.17
ALDH4A1	426.432	0.497546	0.122636	4.0571	4.96856e-05	0.000119003	424	432	393	434	356.54	350.6	489.72	508.87
ALDH5A1	325.249	1.51511	0.150007	10.0994	5.55529e-24	3.4099e-23	223	184	387	411	187.52	149.33	482.24	481.9
ALDH6A1	159.269	2.30607	0.215965	10.6715	1.38448e-26	9.07495e-26	65	64	198	242	54.66	51.94	246.73	283.75
ALDH7A1	228.837	0.308862	0.165425	1.86709	0.0618893	0.0983918	245	250	190	230	206.02	202.89	236.76	269.68
ALDH8A1	12.9881	2.45372	0.719751	3.37708	0.000732585	0.00155458	3	6	16	21	2.52	4.87	19.94	24.62
ALDH9A1	270.628	0.018857	0.157689	0.119583	0.904813	0.945471	331	320	197	255	278.34	259.7	245.48	298.99
ALDOA	15989.6	-0.859263	0.0429811	-19.9917	6.51039e-89	1.26497e-87	24384	25541	9001	9816	20504.42	20728.28	11216.17	11509.42
ALDOB	5.49766	1.59523	0.973189	1.62969	0.103167	0.155811	4	2	8	6	3.36	1.62	9.97	7.04
ALDOC	5084.44	3.33957	0.0592251	56.3845	0	0	1100	1112	7247	8085	924.99	902.46	9030.5	9479.79
ALG1	69.7254	-1.07157	0.301913	-3.54766	0.000388674	0.000852456	119	110	38	36	100.07	89.27	47.35	42.21
ALG10	11.6586	-1.83853	0.752348	-2.42264	0.0154082	0.0272671	20	25	2	6	16.82	20.29	2.49	7.04
ALG10B	26.1958	-1.05548	0.503325	-2.09457	0.0362088	0.0600963	51	35	9	19	42.89	28.4	11.21	22.28
ALG11	16.1429	-1.18093	0.619406	-1.90211	0.0571573	0.0914882	20	35	8	8	16.82	28.4	9.97	9.38
ALG12	167.105	-1.04871	0.204114	-5.13692	2.79275e-07	8.07843e-07	240	307	87	93	201.82	249.15	108.41	109.04
ALG13	125.325	-0.793378	0.231413	-3.4279	0.000608266	0.00130342	174	212	64	88	146.32	172.05	79.75	103.18
ALG14	24.7689	-0.143669	0.477403	-0.300917	0.763478	0.837971	33	30	17	22	27.75	24.35	21.18	25.8
ALG1L	3.564	0.466207	1.1107	0.419793	0.674636	0.761825	5	2	3	4	4.2	1.62	3.74	4.69
ALG2	120.723	-0.630356	0.229635	-2.74474	0.00605581	0.0114746	164	192	69	88	137.91	155.82	85.98	103.18
ALG3	270.631	-2.04677	0.170356	-12.0088	3.1945e-33	2.49654e-32	517	539	86	88	434.74	437.44	107.16	103.18
ALG5	57.8778	-1.01593	0.328277	-3.0932	0.00198009	0.00399293	90	98	33	30	75.68	79.53	41.12	35.18
ALG6	28.7117	-1.22377	0.475162	-2.57187	0.010115	0.0185382	42	56	17	11	35.32	45.45	21.18	12.9
ALG8	103.599	-2.27579	0.282124	-8.053	8.07869e-16	3.69228e-15	219	197	32	26	184.16	159.88	39.88	30.49
ALG9	132.939	-0.143596	0.211787	-0.678012	0.497764	0.606603	164	174	103	106	137.91	141.21	128.35	124.29
ALK	30.4884	0.781348	0.432054	1.80827	0.070565	0.110704	25	29	32	32	21.02	23.54	39.88	37.52
ALKBH1	48.1465	-0.461205	0.358125	-1.28763	0.197875	0.278648	77	58	30	37	64.75	47.07	37.38	43.38
ALKBH2	91.3866	-1.10069	0.271247	-4.05641	4.98317e-05	0.000119338	131	172	44	52	110.16	139.59	54.83	60.97
ALKBH3	68.1213	-0.223868	0.294096	-0.761174	0.446553	0.554714	82	96	50	54	68.95	77.91	62.31	63.32
ALKBH4	115.267	0.585515	0.235239	2.48901	0.01281	0.0230336	114	109	96	134	95.86	88.46	119.63	157.12
ALKBH5	1321.41	0.141774	0.0765882	1.85112	0.0641525	0.101718	1486	1557	1092	1204	1249.57	1263.61	1360.74	1411.71
ALKBH6	120.232	0.325637	0.230414	1.41328	0.157572	0.227685	140	118	97	125	117.73	95.77	120.87	146.56
ALKBH7	282.981	0.479382	0.155589	3.08109	0.00206246	0.0041476	296	276	240	307	248.91	223.99	299.06	359.96
ALKBH8	36.9999	-0.333888	0.394758	-0.845699	0.397721	0.507204	50	50	28	26	42.04	40.58	34.89	30.49
ALLC	1.52112	0.396509	1.42865	0.277559	0.781351	0.848143	2	1	1	2	1.68	0.81	1.25	2.35
ALMS1	133.102	-0.989125	0.221782	-4.459	8.23435e-06	2.11496e-05	207	222	79	68	174.07	180.17	98.44	79.73
ALMS1P	4.91873	1.37349	1.03322	1.32418	0.185442	0.263166	5	1	8	4	4.2	0.81	9.97	4.69
ALOX12	18.8434	-0.582873	0.572834	-1.01691	0.309196	0.409714	31	24	7	18	26.07	19.48	8.72	21.11
ALOX12B	13.0645	0.852263	0.672731	1.26652	0.205328	0.288183	16	6	15	13	13.45	4.87	18.69	15.24
ALOX12P2	11.2171	-1.1714	0.723393	-1.6141	0.106505	0.160585	21	17	7	4	17.66	13.8	8.72	4.69
ALOX15	5.66306	-1.29078	0.980657	-1.30649	0.191385	0.270469	9	11	4	1	7.57	8.93	4.98	1.17
ALOX15B	6.53581	1.66625	0.909735	1.8211	0.0685911	0.107919	3	4	6	11	2.52	3.25	7.48	12.9
ALOX5	105.066	3.47999	0.305555	11.3445	7.8994e-30	5.65321e-29	23	18	151	169	19.34	14.61	188.16	198.16
ALOX5AP	17.2052	1.43098	0.579887	2.46428	0.0137287	0.0245531	11	11	19	23	9.25	8.93	23.68	26.97
ALOXE3	14.2225	1.05245	0.626477	1.67885	0.0931804	0.142139	9	13	17	15	7.57	10.55	21.18	17.59
ALPI	6.18539	-2.77947	1.07775	-2.44291	0.0145692	0.0259223	14	13	1	1	11.77	10.55	1.25	1.17
ALPK1	28.2376	-1.26664	0.471896	-2.67998	0.0073626	0.0137873	50	47	15	12	42.04	38.14	18.69	14.07
ALPK2	41.4665	-5.56326	0.853169	-5.67887	1.35585e-08	4.29206e-08	94	104	1	1	79.04	84.4	1.25	1.17
ALPK3	71.5165	-0.469059	0.290973	-1.61186	0.106991	0.161293	106	95	51	48	89.14	77.1	63.55	56.28
ALPL	153.254	1.33961	0.210341	6.36794	1.91584e-10	6.8029e-10	92	118	162	203	77.36	95.77	201.87	238.02
ALPP	4.92405	-2.42169	1.12807	-2.05463	0.0399148	0.065788	8	13	1	1	6.73	10.55	1.25	1.17
ALPPL2	2.47468	-1.29684	1.30011	-0.98104	0.326573	0.429754	6	3	1	1	5.05	2.43	1.25	1.17
ALS2	394.583	2.22039	0.138935	15.9781	1.81741e-57	2.32643e-56	156	181	525	551	131.18	146.89	654.2	646.06
ALS2CL	128.331	1.09288	0.219196	4.98547	6.18127e-07	1.74425e-06	96	102	133	157	80.73	82.78	165.73	184.09
ALS2CR11	5.19849	-1.15955	0.999403	-1.1524	0.249155	0.340697	6	12	2	3	5.05	9.74	2.49	3.52
ALS2CR12	2.7415	1.46367	1.24064	1.16891	0.242442	0.332688	1	2	4	3	0.84	1.62	4.98	3.52
ALS2CR4	111.989	0.504325	0.231959	2.17421	0.0296896	0.0500582	114	110	98	120	95.86	89.27	122.12	140.7
ALS2CR8	30.5163	0.830836	0.445988	1.86265	0.0625114	0.0993477	19	34	31	34	15.98	27.59	38.63	39.87
ALX1	18.5496	-4.41813	0.918273	-4.33494	1.45803e-05	3.65313e-05	40	47	1	1	33.64	38.14	1.25	1.17
ALX3	28.8546	0.642727	0.466261	1.37846	0.168062	0.240983	32	22	36	22	26.91	17.85	44.86	25.8
ALX4	18.044	-1.07831	0.585627	-1.83799	0.0660637	0.104305	26	34	6	13	21.86	27.59	7.48	15.24
AMAC1L2	1.53219	0.418326	1.42721	0.293192	0.769375	0.841724	1	2	2	1	0.84	1.62	2.49	1.17
AMAC1L3	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
AMACR	102.434	0.393459	0.246623	1.59541	0.110622	0.166251	107	107	106	86	89.98	86.84	132.09	100.84
AMBN	2.88779	-1.55671	1.25739	-1.21092	0.225926	0.312778	7	4	1	1	5.89	3.25	1.25	1.17
AMBP	605.722	-8.13052	0.533685	-14.0535	7.33171e-45	7.4104e-44	1425	1500	3	3	1198.28	1217.35	3.74	3.52
AMBRA1	398.045	0.327432	0.126658	2.58518	0.00973275	0.0178876	416	439	346	388	349.81	356.28	431.15	454.94
AMD1	320.095	0.186854	0.139731	1.33724	0.181144	0.257758	349	376	278	286	293.47	305.15	346.42	335.34
AMDHD1	11.6611	-0.468098	0.682222	-0.685709	0.492896	0.601569	15	18	9	7	12.61	14.61	11.21	8.21
AMDHD2	135.881	-0.639238	0.21563	-2.96423	0.0030344	0.00597457	204	197	78	98	171.54	159.88	97.2	114.91
AMFR	855.425	0.533872	0.092863	5.74903	8.97579e-09	2.88019e-08	811	882	783	894	681.97	715.8	975.7	1048.23
AMH	184.429	-1.80769	0.200539	-9.00942	2.07145e-19	1.09514e-18	349	346	70	65	293.47	280.8	87.23	76.21
AMHR2	10.1063	-3.52613	0.993448	-3.28728	0.00101159	0.00211594	23	23	1	1	19.34	18.67	1.25	1.17
AMICA1	15.6243	2.5956	0.667254	3.85338	0.000116501	0.000268941	5	5	20	25	4.2	4.06	24.92	29.31
AMIGO1	181.747	4.02805	0.261553	15.3384	4.23549e-53	4.98562e-52	24	26	252	317	20.18	21.1	314.02	371.69
AMIGO2	95.8331	-1.74904	0.277883	-6.28835	3.2086e-10	1.12526e-09	180	178	42	30	151.36	144.46	52.34	35.18
AMIGO3	83.0513	0.0437814	0.2716	0.161198	0.871937	0.918332	103	95	59	81	86.61	77.1	73.52	94.97
AMMECR1	69.6624	-2.4563	0.347218	-7.05202	1.76341e-12	6.97373e-12	150	136	15	20	126.13	110.37	18.69	23.45
AMMECR1L	207.45	-0.950406	0.177823	-5.34403	9.09037e-08	2.73041e-07	311	352	112	122	261.52	285.67	139.56	143.05
AMN	26.4956	-3.38512	0.635948	-5.19785	2.01602e-07	5.89254e-07	61	57	3	4	51.29	46.26	3.74	4.69
AMN1	65.7665	1.72758	0.326162	5.29349	1.20002e-07	3.57452e-07	45	28	75	93	37.84	22.72	93.46	109.04
AMOT	196.253	0.810594	0.17828	4.54667	5.45011e-06	1.42367e-05	159	186	203	211	133.7	150.95	252.96	247.4
AMOTL1	449.653	-1.02061	0.128488	-7.94274	1.97759e-15	8.87837e-15	737	722	218	274	619.74	585.95	271.65	321.27
AMOTL2	509.202	0.56612	0.113494	4.98809	6.09794e-07	1.72278e-06	487	507	477	530	409.52	411.47	594.39	621.43
AMPD1	2.24979	-1.13998	1.3226	-0.850082	0.395279	0.504563	3	5	1	1	2.52	4.06	1.25	1.17
AMPD2	916.856	0.514522	0.0890312	5.77912	7.50919e-09	2.42307e-08	908	920	842	945	763.53	746.64	1049.22	1108.03
AMPD3	92.7634	1.41738	0.263266	5.38251	7.34526e-08	2.22203e-07	52	70	107	117	43.73	56.81	133.33	137.18
AMPH	460.42	6.58465	0.316631	20.4158	1.21012e-92	2.47515e-91	9	13	737	772	7.57	10.55	918.38	905.18
AMT	151.988	0.844991	0.201025	4.20329	2.63069e-05	6.44111e-05	127	136	148	176	106.79	110.37	184.42	206.36
AMY2B	17.5028	2.94135	0.662309	4.38378	1.16639e-05	2.95356e-05	4	5	22	30	3.36	4.06	27.41	35.18
AMZ1	39.7728	1.81111	0.402828	4.49069	7.09927e-06	1.83556e-05	24	18	48	55	20.18	14.61	59.81	64.49
AMZ2	248.997	0.413122	0.156564	2.63869	0.00832269	0.0154438	254	263	227	244	213.59	213.44	282.87	286.09
AMZ2P1	60.2124	1.53777	0.32805	4.68538	2.79446e-06	7.48047e-06	42	32	66	83	35.32	25.97	82.24	97.32
ANAPC1	68.4375	-1.64759	0.334897	-4.91427	8.91119e-07	2.48328e-06	114	138	35	19	95.86	112	43.61	22.28
ANAPC10	16.8612	-0.791001	0.60111	-1.3146	0.188644	0.267152	26	26	14	6	21.86	21.1	17.45	7.04
ANAPC11	446.886	-0.383324	0.122483	-3.12957	0.00175063	0.00355888	577	649	311	331	485.2	526.71	387.54	388.1
ANAPC13	126.798	0.214005	0.219151	0.976527	0.328803	0.431881	141	143	119	106	118.57	116.05	148.29	124.29
ANAPC16	207.166	-0.494859	0.179201	-2.76136	0.00575615	0.0109428	266	322	129	156	223.68	261.33	160.75	182.91
ANAPC2	457.998	0.315883	0.126751	2.49215	0.0126971	0.0228456	497	491	369	474	417.93	398.48	459.81	555.77
ANAPC4	58.0513	-0.148236	0.319676	-0.463696	0.642866	0.732953	66	82	47	44	55.5	66.55	58.57	51.59
ANAPC5	698.804	-0.379152	0.100739	-3.76368	0.000167434	0.000380882	913	1001	499	506	767.74	812.38	621.81	593.29
ANAPC7	371.824	-0.648018	0.134614	-4.81374	1.48129e-06	4.05601e-06	536	564	218	262	450.72	457.72	271.65	307.2
ANG	52.3481	-4.07052	0.533213	-7.4511	9.25635e-14	3.88428e-13	126	114	5	4	105.95	92.52	6.23	4.69
ANGEL1	254.939	0.351986	0.155445	2.26438	0.0235509	0.0403844	270	272	236	237	227.04	220.75	294.08	277.89
ANGEL2	89.5574	0.538985	0.266945	2.01909	0.0434783	0.0711619	72	105	83	93	60.54	85.21	103.43	109.04
ANGPT1	23.0844	-0.400976	0.505346	-0.793238	0.427639	0.537111	28	36	12	21	23.55	29.22	14.95	24.62
ANGPT2	17.3662	3.10183	0.67808	4.5022	6.72539e-06	1.7434e-05	3	5	26	26	2.52	4.06	32.4	30.49
ANGPT4	2.04287	0.427795	1.32739	0.322396	0.747152	0.823951	3	1	2	2	2.52	0.81	2.49	2.35
ANGPTL1	4.52128	-0.497913	1.02185	-0.486523	0.626597	0.718202	7	6	4	2	5.89	4.87	4.98	2.35
ANGPTL2	288.331	0.904522	0.148292	6.09948	1.06417e-09	3.62901e-09	234	252	293	330	196.77	204.52	365.11	386.93
ANGPTL4	293.301	1.34457	0.156026	8.61703	6.87148e-18	3.42889e-17	193	208	306	393	162.29	168.81	381.31	460.8
ANGPTL5	1.72402	0.0961277	1.38133	0.06959	0.94452	0.973697	2	2	1	2	1.68	1.62	1.25	2.35
ANGPTL6	5.76825	-1.71315	0.991232	-1.7035	0.0884748	0.135745	13	9	2	2	10.93	7.3	2.49	2.35
ANGPTL7	10.7684	2.52401	0.78432	3.17785	0.00148374	0.00304394	3	4	13	18	2.52	3.25	16.2	21.11
ANK1	918.141	2.34816	0.0979964	23.9592	7.41693e-127	2.1806e-125	365	364	1187	1357	306.93	295.41	1479.12	1591.1
ANK2	1814.41	5.49213	0.122643	44.7075	0	0	92	98	2788	3093	77.36	79.53	3474.13	3626.59
ANK3	951.409	4.34622	0.126715	34.2636	2.73305e-257	2.13943e-255	100	115	1488	1513	84.09	93.33	1854.2	1774.02
ANKAR	6.3055	0.948002	0.890139	1.06394	0.287358	0.385672	6	4	7	7	5.05	3.25	8.72	8.21
ANKDD1A	70.1049	2.32046	0.327421	7.07705	1.47259e-12	5.85406e-12	20	36	94	100	16.82	29.22	117.13	117.25
ANKFN1	3.03894	-0.527939	1.18729	-0.44334	0.65752	0.746707	3	6	1	3	2.52	4.87	1.25	3.52
ANKFY1	634.708	0.106911	0.105321	1.0151	0.310057	0.410803	760	719	519	571	639.08	583.52	646.73	669.51
ANKH	1060.32	1.34032	0.0862578	15.5383	1.91033e-54	2.28543e-53	726	727	1185	1334	610.49	590.01	1476.63	1564.14
ANKHD1	17.6225	-0.412408	0.564784	-0.729926	0.465436	0.574232	23	26	10	15	19.34	21.1	12.46	17.59
ANKHD1-EIF4EBP3	4.39827	-1.69494	1.09765	-1.51592	0.129541	0.191552	7	10	1	2	5.89	8.12	1.25	2.35
ANKIB1	318.185	0.115333	0.143262	0.805048	0.420792	0.530343	386	353	260	288	324.59	286.48	323.99	337.68
ANKK1	6.5946	1.6546	0.929503	1.77074	0.076604	0.119322	6	1	8	9	5.05	0.81	9.97	10.55
ANKLE1	39.4682	-0.678945	0.386896	-1.75422	0.0793924	0.12311	56	62	25	25	47.09	50.32	31.15	29.31
ANKLE2	449.746	-0.413396	0.123927	-3.33575	0.000850706	0.00179303	644	599	316	322	541.54	486.13	393.77	377.55
ANKMY1	82.6739	-0.310919	0.269108	-1.15531	0.247964	0.339239	102	120	61	61	85.77	97.39	76.01	71.52
ANKMY2	125.201	0.438626	0.222374	1.97249	0.0485541	0.0787715	128	129	128	110	107.63	104.69	159.5	128.98
ANKRA2	48.8839	0.176704	0.342698	0.515638	0.606107	0.698103	57	54	40	46	47.93	43.82	49.84	53.94
ANKRD1	28.493	-3.70951	0.655797	-5.4828	4.18637e-08	1.28565e-07	69	60	3	3	58.02	48.69	3.74	3.52
ANKRD10	291.895	-0.148067	0.150475	-0.983987	0.325122	0.42817	343	401	211	248	288.43	325.44	262.93	290.78
ANKRD11	1143.6	-0.0354067	0.0847073	-0.417989	0.675955	0.762861	1445	1356	900	970	1215.1	1100.49	1121.49	1137.34
ANKRD12	199.202	1.1041	0.178112	6.19861	5.69656e-10	1.96947e-09	146	160	209	242	122.77	129.85	260.44	283.75
ANKRD13A	224.688	-0.976094	0.173369	-5.62949	1.80746e-08	5.67351e-08	342	380	131	119	287.59	308.4	163.24	139.53
ANKRD13B	407.362	1.37698	0.128958	10.6772	1.30127e-26	8.54722e-26	266	282	458	517	223.68	228.86	570.71	606.19
ANKRD13C	132.207	0.725556	0.21244	3.41529	0.000637145	0.00136145	117	124	132	141	98.38	100.63	164.49	165.32
ANKRD13D	344.531	0.787335	0.136267	5.77785	7.56607e-09	2.44101e-08	294	318	341	382	247.22	258.08	424.92	447.9
ANKRD16	83.2345	0.251707	0.264889	0.95025	0.341985	0.446176	88	96	70	80	74	77.91	87.23	93.8
ANKRD17	723.009	0.020128	0.100384	0.20051	0.841082	0.892551	825	914	609	595	693.74	741.77	758.88	697.65
ANKRD18A	11.0344	-0.645131	0.713402	-0.903299	0.366367	0.472894	12	21	8	6	10.09	17.04	9.97	7.04
ANKRD19	193.777	-0.330417	0.17798	-1.85644	0.0633914	0.100612	251	272	140	144	211.07	220.75	174.45	168.84
ANKRD2	14.2763	3.45158	0.779944	4.29712	1.73035e-05	4.30653e-05	2	3	19	25	1.68	2.43	23.68	29.31
ANKRD20A4	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
ANKRD20B	1.22066	-0.0210806	1.49456	-0.0141017	0.988749	0.990472	1	2	1	1	0.84	1.62	1.25	1.17
ANKRD22	1.60403	1.13211	1.42949	0.786066	0.431829	0.539985	1	1	1	3	0.84	0.81	1.25	3.52
ANKRD23	69.3777	0.254586	0.289	0.880936	0.378353	0.48622	78	75	61	64	65.59	60.87	76.01	75.04
ANKRD24	269.697	4.12414	0.220936	18.6109	2.62081e-77	4.47916e-76	33	37	379	468	27.75	30.03	472.27	548.74
ANKRD26	45.6228	-0.0133833	0.356712	-0.0375185	0.970072	0.990472	52	59	40	35	43.73	47.88	49.84	41.04
ANKRD26P1	1.82532	0.748345	1.36754	0.546262	0.584886	0.684023	1	2	2	2	0.84	1.62	2.49	2.35
ANKRD27	224.886	-0.0804042	0.173697	-0.462897	0.643439	0.733474	279	281	153	210	234.61	228.05	190.65	246.23
ANKRD28	322.805	-0.301865	0.142023	-2.12544	0.03355	0.0560453	406	458	224	255	341.4	371.7	279.13	298.99
ANKRD29	37.7736	1.42897	0.406763	3.51084	0.000446697	0.000973653	25	24	37	55	21.02	19.48	46.11	64.49
ANKRD30A	1.64111	-0.581543	1.41079	-0.410189	0.681667	0.767304	3	2	1	1	2.52	1.62	1.25	1.17
ANKRD30B	5.82183	-1.37201	0.96397	-1.41102	0.158239	0.228517	8	13	2	3	6.73	10.55	2.49	3.52
ANKRD30BL	17.7315	-0.527121	0.56713	-0.928948	0.352916	0.457956	25	26	9	15	21.02	21.1	11.21	17.59
ANKRD30BP2	1.22799	-0.0291068	1.49356	-0.0194901	0.98445	0.990472	2	1	1	1	1.68	0.81	1.25	1.17
ANKRD31	2.26416	0.191198	1.28988	0.148347	0.882069	0.927001	3	2	3	1	2.52	1.62	3.74	1.17
ANKRD32	73.2768	-1.32043	0.297777	-4.43136	9.36399e-06	2.39282e-05	124	130	33	36	104.27	105.5	41.12	42.21
ANKRD33	1.51379	0.404292	1.42957	0.282722	0.77739	0.846161	1	2	1	2	0.84	1.62	1.25	2.35
ANKRD33B	191.612	1.58077	0.184792	8.55295	1.19982e-17	5.94192e-17	109	123	229	247	91.66	99.82	285.36	289.61
ANKRD34A	274.99	3.49019	0.191758	18.1737	8.33705e-74	1.35429e-72	53	55	399	438	44.57	44.64	497.19	513.56
ANKRD34B	4.35717	-0.0998296	1.02945	-0.0969356	0.922778	0.958773	5	6	2	5	4.2	4.87	2.49	5.86
ANKRD34C	30.4067	5.63062	0.874722	5.6302	1.79999e-08	5.65195e-08	1	1	37	63	0.84	0.81	46.11	73.87
ANKRD35	58.7093	4.65221	0.510986	8.88365	6.47013e-19	3.3627e-18	6	4	99	88	5.05	3.25	123.36	103.18
ANKRD36	13.9061	0.128003	0.628275	0.203756	0.838545	0.89031	19	13	13	11	15.98	10.55	16.2	12.9
ANKRD36B	7.22268	-0.220044	0.839434	-0.262031	0.793297	0.857782	7	12	5	6	5.89	9.74	6.23	7.04
ANKRD36BP1	11.4474	-0.73983	0.693114	-1.0659	0.286467	0.384625	18	17	6	8	15.14	13.8	7.48	9.38
ANKRD37	32.2216	-0.115225	0.42486	-0.2712	0.786237	0.851697	44	37	28	23	37	30.03	34.89	26.97
ANKRD39	134.752	0.731674	0.211487	3.45961	0.000540963	0.00116563	121	124	129	150	101.75	100.63	160.75	175.88
ANKRD40	639.201	1.52996	0.10995	13.9145	5.1719e-44	5.14809e-43	381	415	719	856	320.38	336.8	895.95	1003.67
ANKRD42	41.2637	0.666236	0.372605	1.78799	0.0737778	0.115279	36	41	41	43	30.27	33.27	51.09	50.42
ANKRD43	288.836	6.2643	0.361737	16.9364	2.42597e-64	3.4107e-63	9	8	436	510	7.57	6.49	543.3	597.98
ANKRD44	27.4137	0.53867	0.455563	1.18242	0.23704	0.326228	23	31	25	29	19.34	25.16	31.15	34
ANKRD45	6.29584	2.83151	1.02592	2.67078	0.00756754	0.0141488	1	2	6	13	0.84	1.62	7.48	15.24
ANKRD46	139.225	2.06962	0.222783	9.28514	1.61495e-20	8.88365e-20	65	64	176	197	54.66	51.94	219.31	230.99
ANKRD49	37.5146	-0.864068	0.412072	-2.09567	0.0361112	0.0599449	52	66	16	28	43.73	53.56	19.94	32.83
ANKRD5	27.2086	-1.18536	0.484818	-2.44157	0.0146234	0.026009	43	49	17	10	36.16	39.77	21.18	11.73
ANKRD50	149.21	-0.861892	0.208681	-4.12961	3.63386e-05	8.78649e-05	213	254	87	88	179.11	206.14	108.41	103.18
ANKRD52	1026	-0.244679	0.0849954	-2.87873	0.00399286	0.00774942	1348	1346	745	810	1133.53	1092.37	928.35	949.74
ANKRD53	9.67174	1.94971	0.785304	2.46747	0.0136073	0.024359	3	6	11	15	2.52	4.87	13.71	17.59
ANKRD54	230.119	0.198439	0.166572	1.19132	0.233528	0.322013	258	261	181	227	216.95	211.82	225.54	266.16
ANKRD55	3.96216	1.00081	1.07384	0.930101	0.352319	0.457274	2	4	5	4	1.68	3.25	6.23	4.69
ANKRD56	38.9472	4.34184	0.581051	7.27141	3.5576e-13	1.45533e-12	5	3	67	56	4.2	2.43	83.49	65.66
ANKRD57	96.6088	-2.45738	0.494896	-4.95663	7.1725e-07	2.0147e-06	181	218	14	34	152.2	176.92	17.45	39.87
ANKRD58	8.32525	-0.535891	0.801536	-0.667916	0.504187	0.613723	14	10	7	4	11.77	8.12	8.72	4.69
ANKRD6	105.203	2.51458	0.277366	9.05502	1.36542e-19	7.26722e-19	43	32	126	172	36.16	25.97	157.01	201.67
ANKRD7	1.62243	1.15082	1.41998	0.804406	0.421163	0.530343	1	1	2	2	0.84	0.81	2.49	2.35
